,제목,브랜드,품번,시즌,성별,조회수(1개월),누적판매(1년),좋아요,별점,후기개수,태그,가격
28,라이트바이올렛 단색 면 팬츠 (VLPA2A131V1),ATHE VANESSABRUNO,VLPA2A131V1,2021F/W, 여 ,,,0,,,,"272,670 ~ 298,000원"
29,ADLV LOGO EMBROIDERY WIDE PANTS NAVY,ACME DE LA VIE,ADLV-21SS-PTLEWD-NVY,2021S/S, 남 ,,,2,,,  #와이드슬랙스 #와이드팬츠 #밴딩팬츠 #셋업 #세미와이드 #슬랙스 #바지  ,"90,585 ~ 99,000원"
30,WORKMAN JEANS - CREAM,SUSUMU,WORKMAN JEANS,2022ALL, 여 ,,,0,,,,"172,935 ~ 189,000원"
31,카키 와이드 코튼 트윌 컬러 진,ZEROLOUNGE,895223,2022S/S, 남 ,,,5,,,,"27,358 ~ 29,900원"
32,STRING EASY PANTS DARK GREY,LAGRANGE,LMH3PTKCG001,2021F/W, 남 ,,,5,,,,"63,135 ~ 69,000원"
33,A LOGO MONOGRAM PATTERN WOVEN PANTS BLACK,ACME DE LA VIE,ADLV-22SS-PTLMPT-BLK,2022S/S, 남 ,,,10,5,후기 3개 보기,  #셋업 #바지 #트레이닝팬츠 #면바지 #남자바지 #코튼팬츠 #캐주얼팬츠  ,"108,885 ~ 119,000원"
34,깁슨 -Sequoia,KAVU,P0000EAQ,2022S/S, 여 ,,,2,,,  #면바지 #치노팬츠 #코튼팬츠 #밴딩팬츠 #캐주얼팬츠  ,"107,970 ~ 118,000원"
35,허밍 코튼 레이스 팬츠,HO'ME,2021FW-BOTTOM-009,2021F/W, 여 ,,,2,,,  #꾸안꾸 #면팬츠 #바지 #캐주얼팬츠 #면바지 #밴딩팬츠 #치노팬츠  ,"112,545 ~ 123,000원"
36,피치 스킨 코튼 1/2 밴딩 베이직 팬츠,HO'ME,2021FW-BOTTOM-012,2021F/W, 여 ,,,2,,,  #꾸안꾸 #면팬츠 #바지 #캐주얼팬츠 #면바지 #밴딩팬츠 #치노팬츠  ,"109,800 ~ 120,000원"
37,LMC SAKAMOTO DENIM REGULAR JEAN light blue,LMC,0LM22SDP107LBL,2022S/S, 남 ,800회 이상,,52,4.7,후기 3개 보기,  #LMC바지 #LMC팬츠 #LMC데님팬츠 #LMC카펜더 #엘엠씨데님카펜더팬츠 #데님팬츠  ,"180,495 ~ 189,000원"
38,[SMART]테이퍼드코튼밴딩팬츠 MWPT0105,MINDBRIDGE,MWPT0105,2022ALL, 남 ,,,18,,,  #치노팬츠 #면팬츠 #면바지 #슬랙스 #캐주얼팬츠 #22S/S신상품 #스마트라인  ,"49,326 ~ 53,910원"
39,21FW ZIP포켓 스키니핏 카고바지 블랙 7515321L1,STONE ISLAND,7515321L1 V0129,병행수입, 남 ,400회 이상,,13,,,  #7515321L1V0129 #321L1 #스톤카고바지  ,"507,000원"
40,스티치 오버 코튼 팬츠 라일락,WOVEMENT,286625,2021F/W, 여 ,,,25,,,  #와이드팬츠 #코튼팬츠 #면바지 #간절기팬츠 #레귤러핏 #21FW신상품 #스티치팬츠  ,"162,870 ~ 178,000원"
41,WA Cotton Wide Banding Pant (Oatmeal),QT8,Q2SMPT001OAT,2021F/W, 남 ,300회 이상,,71,4.9,후기 45개 보기,  #와이드팬츠 #와이드 #면바지 #밴딩팬츠 #긴바지 #코튼팬츠 #바지  ,"50,599 ~ 55,300원"
42,609 Chino Pants_Khaki,PISCATOR,609pt-03,ALLALL, 남 ,400회 이상,,23,,,  #치노팬츠 #면팬츠 #코튼팬츠 #면바지 #일자핏 #출근룩 #스탠다드핏  ,"74,880 ~ 78,000원"
43,VELVET EASY PANTS (BLACK),KRUCHI,000087000,2021F/W, 남 ,,,27,,,  #VELVET #벨벳팬츠 #밴딩팬츠 #남성팬츠  ,"79,605 ~ 87,000원"
44,솔리드 카고 밴딩 팬츠[스탠다드]_M216MPT754M,T.I FOR MEN,M216MPT754M,2021F/W, 남 ,,,4,,,  #T.IFORMEN티아이포맨팬츠바지  ,"76,311 ~ 83,400원"
45,이지 카펜더팬츠_오크브라운,UNIIS DESIGN,UNSD,ALLF/W, 남 ,900회 이상,50개 미만,151,5,후기 20개 보기,  #와이드데님 #청바지 #데님팬츠 #워싱데님 #와이드팬츠 #데님 #워크웨어  ,"59,292 ~ 64,800원"
46,코튼 워시 스플래터 벌룬핏 치노 팬츠 (카키),STRIKE,113138,2021F/W, 남 ,,,2,,,  #남성팬츠 #면바지 #캐주얼팬츠 #치노팬츠 #21FW컬렉션 #스트라이크진  ,"199,470 ~ 218,000원"
47,CIRCLE EMBROIDERED LOGO COTTON PANTS GREY,ACME DE LA VIE,ADLV-21FW-PTLCEB-GRY,2021F/W, 남 ,,,1,,,  #면바지 #바지 #팬츠 #면팬츠 #와이드팬츠 #긴바지  ,"99,735 ~ 109,000원"
48,CIRCLE EMBROIDERED LOGO COTTON PANTS BLACK,ACME DE LA VIE,ADLV-21FW-PTLCEB-BLK,2021F/W, 남 ,,,5,5,후기 1개 보기,  #와이드팬츠 #팬츠 #바지 #긴바지 #남성팬츠 #면팬츠 #코튼팬츠  ,"99,735 ~ 109,000원"
49,STITCH PATCHWORK COTTON PANTS IVORY,ACME DE LA VIE,ADLV-21FW-PTDSPW-IVY,2021F/W, 남 ,,,8,,,  #남성팬츠 #긴바지 #와이드 #면바지 #바지 #팬츠 #코튼팬츠  ,"99,735 ~ 109,000원"
50,ISO400 스냅 카고 팬츠 IVORY,KODAK,K1323LPT21IVR,2021F/W, 남 ,,,13,5,후기 2개 보기,  #코닥어패럴 #트레이닝팬츠 #긴바지 #카고팬츠 #밴딩팬츠 #코닥바지 #팬츠  ,"118,035 ~ 129,000원"
51,[빅사이즈]Work Stretching Pants Camel,BOOVOOM,11366498,2021F/W, 남 ,,,3,,,  #긴바지 #와이드팬츠 #21FW신상품 #빅사이즈바지 #빅사이즈 #빅사이즈팬츠  ,"164,700 ~ 180,000원"
52,PINTUCK COTTON PANTS (ASH BLACK),BOWLLOON,21FWBCOBK,2021F/W, 여 ,,,14,,,  #코튼팬츠 #면바지 #치노팬츠 #테이퍼드핏  ,"126,270 ~ 138,000원"
53,렌즈 와펜 카고 팬츠 10CMPA151A,CP Company,10CMPA151A N,병행수입, 남 ,,,0,,,  #남성하의 #시피컴퍼니 #명품  ,"320,000원"
54,Corduroy High Waist Pants,RENEJ,21AWP27,2021F/W, 여 ,,,8,,,,"118,035 ~ 129,000원"
55,코튼 체크 슬림핏 팬츠 [브라운],PANICALE,F-HCPT56,2021F/W, 남 ,,,2,,,  #겨울바지 #코듀로이팬츠 #캐주얼팬츠 #팬츠 #슬림핏 #체크팬츠 #코튼팬츠  ,"164,700 ~ 180,000원"
56,OXFORD WIDE PANTS_BLACK,MAISONDEINES,M0303B01BK,2021F/W, 여 ,,,3,,,,"157,380 ~ 172,000원"
57,Corinna Stitch Pants (Dust Sky),TAZE,TA21FW2CoriPTBL,2021F/W, 여 ,,,7,,,  #캐주얼팬츠 #팬츠 #와이드팬츠 #면바지 #와이드 #긴바지 #코튼팬츠  ,"182,085 ~ 199,000원"
58,남성 블랙 긴바지 팬츠 (DB31LP002KVJ),DC SHOES,DB31LP002KVJ,2021F/W, 남 ,,,0,,,,"81,435 ~ 89,000원"
59,CODUROY STRAIGHT PANTS,SAGEMENT,P0000BFX,2021F/W, 여 ,,,5,,,  #코듀로이팬츠 #면팬츠 #코튼팬츠  ,"80,220 ~ 84,000원"
60,DRILL CLASSIC CIGARETTE (BLACK) 212-BC43CD-101,HARLAN+HOLDEN,333418,2021S/S, 남 ,,,0,,,,"114,375 ~ 125,000원"
61,코듀로이 스트레이트 팬츠 [butter],LEESEED,2000000305707,2021F/W, 여 ,,,21,,,  #팬츠 #바지 #면바지 #오버핏 #코듀로이팬츠 #스트레이트 #여성팬츠  ,"89,670 ~ 98,000원"
62,11주년 스트레이트 카고 팬츠 블랙 534296 TBP05 1000,BALENCIAGA,2556557,병행수입, 남 ,,,0,,,,"607,950원"
63,D Crop wide pants,LETTUCE,L21FWPT03,2021F/W, 여 ,,,2,,,  #코튼팬츠 #겨울바지 #와이드팬츠  ,"172,935 ~ 189,000원"
64,LO CORDUROY PANTS(KHAKI),LARTIGENT,4586322,2021F/W, 여 ,,,56,,,  #팬츠 #골덴바지 #면팬츠 #코듀로이팬츠 #코튼팬츠 #와이드팬츠 #코듀로이  ,"71,004 ~ 77,600원"
65,남 라이트 그레이 소프트 유틸리티 벨트 우븐 팬츠 J319653 P06,CALVIN KLEIN JEANS,J319653 P06,2021F/W, 남 ,,,8,,,,"120,780 ~ 132,000원"
66,Thin Cotton Pants,RENEJ,21AWP13,2021F/W, 여 ,,,17,,,,"77,775 ~ 85,000원"
67,체크 배색 팬츠[뉴스탠다드]_M216MPT751M,T.I FOR MEN,M216MPT751M,2021F/W, 남 ,,,2,,,  #T.IFORMEN티아이포맨팬츠바지  ,"76,311 ~ 83,400원"
68,simple knit PT-black,LING SEOUL,슬림PT-블랙,2021F/W, 여 ,,,3,,,,"71,187 ~ 77,800원"
69,코듀로이 카고 팬츠,GREEDILOUS,G21F-WP114,2021F/W, 여 ,,,1,,,,"471,225 ~ 515,000원"
70,1031 콜마 컷팅 크롭 코튼 팬츠 모노블랙,EMERGENCY,1672362,2021S/S, 남 ,200회 이상,,46,5,후기 1개 보기,,"57,312 ~ 59,700원"
71,(2 color) Wide Fit Cotton Pant,FIBBER41,(2 color) Wide Fit Cotton Pant,2021S/S, 남 ,,,12,,,  #밴딩팬츠 #와이드팬츠 #면바지 #치노팬츠 #캐주얼팬츠 #남성팬츠 #면팬츠  ,"42,090 ~ 46,000원"
72,체크 코튼 와이드 팬츠,REPLAIN,PISSWP057OL,2021S/S, 여 ,,,0,,,,"205,875 ~ 225,000원"
73,Le blanc linen pants,MANUELLE ET GUILLAUME,MANUELLE21SS32,2021S/S, 여 ,,,1,,,,"154,772 ~ 169,150원"
74,BUBBLES PANTS_Pink,DAEJOONGSO,BUBBLES PANTS_Pink,2019S/S, 남 ,,,4,,,,"227,835 ~ 249,000원"
75,카멜 카고 팬츠,HYPER DENIM,HD551,, 남 ,,,12,4.7,후기 3개 보기,,"81,435 ~ 89,000원"
76,가먼트다이 밴딩 팬츠 (아이보리),BEBUMS,BMS-03004,2019S/S, 남 ,,,23,5,후기 2개 보기,  #아이보리  ,"113,568 ~ 118,300원"
77,테이퍼트 코튼 팬츠(에크루),ROCIETY,19SS-RCPT01,2019S/S, 남 ,,,4,,,  #남성복 #디자이너 #브랜드 #코튼팬츠  ,"38,173 ~ 41,720원"
78,natural washing pants_gray,LADY VOLUME,LV-T006,, 여 ,,,15,5,후기 1개 보기,  #네추럴팬츠 #면바지 #여름면바지  ,"45,750 ~ 50,000원"
79,하이 대디 팬츠,YOURMONTH YOURDAY,Y9SSL022,2019S/S, 여 ,,,28,,,  #네이비팬츠 #대디팬츠 #와이드팬츠 #하이웨스트 #화이트팬츠  ,"146,400 ~ 160,000원"
80,WRP026코튼 텐셀 밴딩 크랍 팬츠 (챠콜블랙),RAW TO RAW,P0000BFO,2019S/S, 여 ,,,4,,,,"117,120 ~ 128,000원"
81,스트라이프 워크 팬츠 C418PT003-BL,CHOUETTE SAPE,C418PT003-BL,2019S/S, 남 ,100회 이상,,29,5,후기 5개 보기,  #긴바지 #면바지 #스트라이프 #와이드팬츠 #워크팬츠  ,"36,234 ~ 39,600원"
82,텐셀 와이드 팬츠_블랙,ONENINENINEONE,ODSSPT_001M,2019S/S, 여 ,,,13,5,후기 1개 보기,  #린넨팬츠 #여름바지 #와이드팬츠  ,"94,080 ~ 98,000원"
83,Minsk wide pants (beige),THE-ABON,1648661,2019S/S, 남 ,,,6,5,후기 2개 보기,  #기본 #남자 #반바지 #숏팬츠  ,"41,175 ~ 45,000원"
84,밴딩 와이드 테이퍼드 팬츠_블랙,COUCOU,CC_19SS,2019S/S, 남 ,200회 이상,,30,4.4,후기 5개 보기,  #코튼팬츠 #테이퍼드팬츠 #테이퍼드  ,"28,548 ~ 31,200원"
85,CORDUROY VINTAGE BALLOON-FIT PANTS (Khaki),A NOTHING,19AUT-02-KH,100회이상, 남 ,100회 이상,,55,4.9,후기 9개 보기,  #바지 #셋업 #코듀로이팬츠  ,"61,442 ~ 67,150원"
86,COTTON CARGO PANTS KHAKI,PINBLACK,1201487,, 여 ,,,11,,,,"144,570 ~ 158,000원"
87,니키타 카고팬츠,ELLONARC,EL19FW-JE001,, 여 ,,,19,,,,"69,174 ~ 75,600원"
88,스트리트 와이드 코튼 팬츠_블랙,COUCOU,CC_19SS,2019S/S, 남 ,,,21,,,  #긴바지 #와이드팬츠 #코튼팬츠  ,"37,332 ~ 40,800원"
89,SENSUAL LONG WIDE PANTS BROWN,TRIP LE SENS,TLS1962,, 남 ,,,9,4.3,후기 3개 보기,  #바지 #슬랙스 #와이드팬츠  ,"39,528 ~ 43,200원"
90,Corduroy Pants,RENEJ,21AWP28,2021F/W, 여 ,,,7,,,,원
91,하이라이즈 앵클 타이벨트 코튼 팬츠_블랙,REAPPEAR,RMA3PT004RFLXCO_R00,2021F/W, 여 ,,,3,,,  #꾸안꾸 #코튼팬츠 #면팬츠 #비조팬츠 #핀턱팬츠 #하이웨이스트  ,"144,570 ~ 158,000원"
92,DIEGO CARGO PANTS_NAVY,PUBLICKA X,PXCBPT01_NV,2021F/W, 여 ,,,1,,,  #꾸안꾸 #밴딩팬츠 #트레이닝팬츠 #트레이닝바지 #캐주얼팬츠  ,"140,269 ~ 153,300원"
93,MARION CARGO PANTS_BEIGE,PUBLICKA X,PXCBPT05_BE,2021F/W, 여 ,,,1,,,  #캐주얼팬츠 #체크팬츠 #카고팬츠 #클래식팬츠  ,"121,054 ~ 132,300원"
94,하이웨이스트 코듀로이 크롭 팬츠 민트,RYUL+WAI,FDPTW1421,2021F/W, 여 ,,,68,,,  #코듀로이 #코듀로이팬츠 #테이퍼드 #테이퍼드팬츠 #앵클팬츠 #골프팬츠 #골덴  ,"58,331 ~ 63,750원"
95,코듀로이 와이드 팬츠_아이보리,OOMSTUDIO,OOM_M,2021F/W, 남 ,300회 이상,,62,5,후기 5개 보기,  #OOM #MEN #코듀로이팬츠 #와이드팬츠 #남성팬츠  ,"58,102 ~ 63,500원"
96,Ribbed knit pants (navy),ANDNEEDS,21FW10,2021F/W, 여 ,,,15,,,  #바지 #밴딩팬츠 #슬림팬츠 #니트바지 #니트팬츠 #니트웨어  ,"132,675 ~ 145,000원"
97,컴포 하프밴드 테이퍼드 팬츠 CHB-315MR 네이비,SAINTCREW,CHB-315MR,2022S/S, 남 ,,,8,5,후기 1개 보기,  #바지 #팬츠 #코튼팬츠 #남자바지 #반밴드 #남자바지브랜드 #22S/S컬렉션  ,"54,442 ~ 59,500원"
98,핀턱 스트레치 기모 팬츠,KELLY DONAHUE,JR21R711,2021F/W, 여 ,,,8,,,  #슬림핏 #겨울팬츠 #겨울바지 #밴딩팬츠 #편안한 #팬츠  ,"74,115 ~ 81,000원"
99,허리밴딩 스탠다드핏 베이직 면팬츠(카키),GOLDPERCENT,GP,2021F/W, 남 ,,,5,,,,"61,579 ~ 67,300원"
100,[슬로우보이]21FW TAPERED THREE TUCK CORDUROY PANTS CAMEL,BESLOW,SWB21FTATHTUCOCA,2021F/W, 남 ,1.4천 회 이상,50개 미만,121,4.9,후기 72개 보기,  #면바지 #코튼팬츠 #와이드팬츠 #치노팬츠 #코듀로이팬츠 #와이드  ,"46,368 ~ 48,300원"
101,스키니핏 슬림 허리밴딩 카고 카모플라주 면팬츠,GOLDPERCENT,GP,2021F/W, 남 ,,,4,,,  #카모 #카모플라쥬 #카모팬츠 #치노팬츠 #팬츠 #밴딩팬츠  ,"68,442 ~ 74,800원"
102,[ESSENTIAL] [SLIM] 아이보리 솔리드 몰스킨 팬츠 (BC1921A550),BEANPOLE MEN,BC1921A550,2021F/W, 남 ,,,3,,,  #BC1921A550 #빈폴  ,"182,085 ~ 199,000원"
103,PT13CO05,GREYYANG,PT13CO05,2021F/W, 여 ,,,2,,,,"162,240 ~ 169,000원"
104,SIDE LINE COTTON PANTS_Ivory,QUAFE,769478,2021F/W, 여 ,,,23,,,,"108,885 ~ 119,000원"
105,Skater Boy Pants Skyblue,SURFNTURF,SBPSB,2021S/S, 남 ,,,17,5,후기 2개 보기,  #긴바지 #팬츠 #면바지 #코튼팬츠 #와이드 #와이드팬츠 #치노팬츠  ,원
106,OFFICE TREKKING PANTS (NAVY),OVERCAST,OCP01L019,2021F/W, 남 ,,,4,,,,"102,571 ~ 112,100원"
107,브라운 ATHR 코듀로이  부츠컷 팬츠,ANDTHEOTHER,A-21CD-302-BR,2021F/W, 여 ,600회 이상,,179,,,  #코듀로이팬츠 #코듀로이 #밴딩  ,"68,625 ~ 75,000원"
108,그린페스타 코듀로이 팬츠 BEIGE,diadora,D1323LPT22BEI,2021F/W, 남 ,,,4,,,  #D1323LPT22BEI #D1323LPT22 #디아도라그린페스타 #그린페스타 #디아도라팬츠 #디아도라코듀로이 #그린페스타팬츠  ,"200,385 ~ 219,000원"
109,tapered turn-up PT-black,LING SEOUL,버닝PT-블랙,2021F/W, 여 ,,,8,,,,"69,448 ~ 75,900원"
110,cotton pintuck PT-black,LING SEOUL,투턱PT-블랙,2021F/W, 여 ,,,5,,,,"84,546 ~ 92,400원"
111,M490 hit cotton wide pants black,THE-ABON,516862,2021F/W, 남 ,,,12,,,,"50,325 ~ 55,000원"
112,M456 banding cotton pants charcoal,THE-ABON,516868,2021F/W, 남 ,,,4,,,,원
113,M490 hit cotton wide pants natual,THE-ABON,516914,2021F/W, 남 ,,,8,,,,"50,325 ~ 55,000원"
114,STPT319BEM Zurry Cargo Pants,STORM LONDON,STPT319BEM,2021F/W, 남 ,,,4,,,  #바지 #팬츠 #캐주얼팬츠 #카고조거팬츠 #힙합 #트레이닝조거팬츠  ,"135,420 ~ 148,000원"
115,어스 코듀로이 밴딩 팬츠 카키 WSLP9102,UNDERBASE,2179283,2021F/W, 남 ,900회 이상,50개 이상,165,4.8,후기 40개 보기,  #코듀로이 #코듀로이팬츠 #밴딩팬츠 #팬츠  ,"30,286 ~ 33,100원"
116,21FW 슬림핏 TAHOMA 소프트워시드 치노팬츠(TC),GIANNI LUPO,TAHOMA_TC,2021F/W, 남 ,,,1,,,  #남성팬츠 #팬츠 #바지 #긴바지 #면바지 #캐주얼팬츠 #코튼팬츠  ,"123,525 ~ 135,000원"
117,글랙 서비스 팬츠 (TAUPE),GLACK,1967129,2021F/W, 남 ,200회 이상,,43,4.6,후기 5개 보기,  #면팬츠 #코튼팬츠 #캐주얼팬츠 #팬츠 #와이드팬츠 #와이드  ,"48,586 ~ 53,100원"
118,코듀로이 부츠컷 팬츠_브라운,JUNEJUNE SPACE,WJ1F0-CBPT012,2021F/W, 여 ,,,51,5,후기 1개 보기,  #밴딩바지 #캐주얼팬츠 #와이드팬츠 #바지 #밴딩팬츠 #트레이닝팬츠 #팬츠  ,"75,579 ~ 82,600원"
119,SEASIDE CORDUROY PANTS (DOWNTOWN BROWN),BIGWAVE COLLECTIVE,852014,2021F/W, 남 ,,,24,4.5,후기 2개 보기,  #캐주얼팬츠 #치노팬츠 #코듀로이팬츠  ,원
120,Le blanc linen pants,MANUELLE ET GUILLAUME,MANUELLE21SS32,2021S/S, 여 ,,,1,,,,"154,772 ~ 169,150원"
121,CODUROY STRAIGHT PANTS,SAGEMENT,P0000BFX,2021F/W, 여 ,,,5,,,  #코듀로이팬츠 #면팬츠 #코튼팬츠  ,"80,220 ~ 84,000원"
122,남성 블랙 긴바지 팬츠 (DB31LP002KVJ),DC SHOES,DB31LP002KVJ,2021F/W, 남 ,,,0,,,,"81,435 ~ 89,000원"
123,basic linen crop pants_4AGH559A4193,Benetton,4AGH559A4193,2020F/W, 여 ,,,2,,,,원
124,코튼 와이드 밴딩팬츠 (크림베이지),FFEFF STUDIO,1327762,2022S/S, 남 ,,,9,,,  #와이드팬츠 #밴딩팬츠 #면팬츠 #와이드핏 #남자바지 #면바지 #코튼팬츠  ,"79,788 ~ 87,200원"
125,LADP402 와이드 밴딩 이지팬츠 - 블랙,LAD,LADP402BK,2022S/S, 남 ,,,10,,,  #팬츠 #와이드팬츠 #면바지 #면팬츠 #밴딩팬츠 #와이드핏 #캐주얼팬츠  ,"59,475 ~ 65,000원"
126,남성 골프 슬림 팬츠 HH209E-52G 166,LACOSTE,HH209E-52G166,2022S/S, 남 ,,,1,5,후기 1개 보기,  #남성 #팬츠  ,"179,000원"
127,젤리 팬츠 (퍼플),LO BEATI,22S112,2022S/S, 여 ,,,4,,,  #코튼팬츠 #팬츠 #와이드핏 #면팬츠 #봄바지 #보라색 #퍼플팬츠  ,"69,448 ~ 75,900원"
128,핀턱 와이드 코튼 팬츠 JWSLME0200,LINE STUDIO ONE,JWSLME0200,2022S/S, 여 ,,,1,,,,"143,040 ~ 149,000원"
129,MIRANDA WIDE PANTS BEIGE,PUBLICKA X,100993001,2022S/S, 여 ,,,0,,,,"163,053 ~ 178,200원"
130,포켓 와이드 밴딩 팬츠_라이트 베이지,ELLONARC,EL22SS-PT003,2022S/S, 여 ,,,4,,,,"84,820 ~ 92,700원"
131,테이퍼드 핏 치노 팬츠 크림,UNION BALANT,P0000BHJ,2022S/S, 남 ,,,1,,,  #치노팬츠 #코튼팬츠 #팬츠 #캐주얼팬츠 #면바지 #밴딩팬츠 #22S/S신상품  ,"53,985 ~ 59,000원"
132,LOW RISE WIDE LEG TROUSER,RE RHEE,RO2SLO015-0,2022S/S, 여 ,,,3,,,,"111,264 ~ 121,600원"
133,DV22SPT.662 ONE TUCK WIDE FIT TROUSERS -Blue-,DIAFVINE,DV.LOT 662,2022S/S, 남 ,,,1,,,  #남자셔츠 #긴팔셔츠 #셔츠 #오버핏셔츠 #오버핏 #여름셔츠 #캐주얼셔츠  ,"118,035 ~ 129,000원"
134,WIDE COTTON TROUSERS (DARK PRUNE) 221-CC26CU-233,HARLAN+HOLDEN,407342,2022S/S, 여 ,,,0,,,,"114,375 ~ 125,000원"
