,제목,브랜드,품번,시즌,성별,조회수(1개월),누적판매(1년),좋아요,별점,후기개수,태그,가격
10,cotton fatigue pants wide fit black,UNIFORM BRIDGE,UB-2566,ALLF/W, 남 ,1.3천 회 이상,300개 이상,377,4.8,"후기 1,184개 보기",  #캐리오버 #코튼팬츠 #21AUTUMN  ,"53,690 ~ 59,000원"
11,베이직 로고 우븐 롱 팬츠 그레이,ODDLANGUAGE,FFF_22SS_LP02_GY,2022S/S, 남 ,,,2,,,  #트레이닝 #바지 #조거 #조거팬츠 #트레이닝팬츠 #애슬레저룩 #스포티  ,"59,475 ~ 65,000원"
12,Army Chap Sweat Pants(Black),CHAPCHAP,2021PTB001,2021F/W, 남 ,2.9천 회 이상,300개 이상,"1,569",4.9,후기 103개 보기,  #트레이닝팬츠 #와이드팬츠 #남여공용 #여진 #힙합 #아미트레이닝바지 #챱챱트레이닝바지  ,"60,480 ~ 63,000원"
13,스몰 사인로고 와이드 스웻팬츠 블랙,WHATITISNT,MG2201PT05BK,2022S/S, 남 ,1.6천 회 이상,200개 이상,938,4.7,후기 67개 보기,  #트레이닝바지 #트레이닝복 #팬츠 #스웨트팬츠 #트레이닝팬츠 #신학기 #스몰로고  ,"53,985 ~ 59,000원"
14,[NF] 플로윙 투 톤 스트링 팬츠 (BROWN)_F22QD322,NASTY FANCY CLUB,F22QD322BR,2022S/S, 여 ,3.5천 회 이상,50개 이상,833,4.8,후기 59개 보기,,"68,256 ~ 71,100원"
15,우먼즈 릴렉스드 스웨트 팬츠 [크림],MUSINSA STANDARD,MWBPK103-CR,2022S/S, 여 ,3.1천 회 이상,100개 이상,669,4.8,후기 276개 보기,  #무신사스탠다드우먼즈 #우먼즈스웨트컬렉션 #스웨트컬렉션 #이지웨어 #라운지웨어 #편한바지 #트레이닝복  ,"28,704 ~ 29,900원"
16,슬릿 와이드 팬츠 네이비,SKULLPIG,SA6095,2020ALL, 여 ,600회 이상,50개 이상,106,4.9,후기 15개 보기,  #밴딩팬츠 #사이드슬릿팬츠 #요가복 #요가팬츠 #큐롯팬츠  ,"15,900원"
17,베이직 로고 우븐 롱 팬츠 블랙,ODDLANGUAGE,FFF_22SS_LP02_BK,2022S/S, 남 ,,,3,,,  #트레이닝 #바지 #조거 #조거팬츠 #트레이닝팬츠 #애슬레저룩 #스포티  ,"59,475 ~ 65,000원"
18,로고 패치 8H00017 899M1 999 여자 조거 팬츠,MONCLER,8H00017 899M1 999,병행수입, 여 ,,,0,,,,"612,000원"
19,SS 스탠다드 스웨트 원턱 팬츠 Black,SEVENSELAH,SSWPOJ10BK,2022S/S, 남 ,1.3천 회 이상,200개 이상,204,4.9,후기 294개 보기,  #조거 #바지 #팬츠 #트레이닝팬츠 #스탠다드핏 #스웨트팬츠 #스웻팬츠  ,"30,523 ~ 35,700원"
20,머스트해브 3ST 테이퍼드 팬츠 - 블랙:블랙 / GK8650,ADIDAS,GK8650,2021S/S, 남 ,1.8천 회 이상,600개 이상,722,4.8,후기 711개 보기,  #삼선팬츠 #삼선바지 #클래식바지 #클래식팬츠 #테이퍼드팬츠 #올블랙팬츠 #에어로레디 #친환경 #프라임그린 #아디다스피트니스  ,"34,900원"
21,[패키지] [기모] 세미와이드 조거 트레이닝팬츠,BRENSON,BR533,2021F/W, 남 ,3천 회 이상,2천 개 이상,"1,697",4.8,후기 452개 보기,  #트레이닝세트 #스웻팬츠 #조거팬츠 #조거 #셋업 #팬츠 #트레이닝팬츠  ,"52,900원"
22,사이드 컷팅 스웨트 팬츠 그레이,ACOVER,ACP21470,2022S/S, 남 ,800회 이상,100개 이상,391,4.7,후기 63개 보기,,"29,600원"
23,테이퍼드 히든 밴딩 크롭 슬랙스 [카멜],MUSINSA STANDARD,MIPS0001-CA,1.3천회이상, 남 ,1.3천 회 이상,300개 이상,377,4.8,"후기 136,631개 보기",  #정장바지 #퍼펙트슬랙스 #정장팬츠 #기본슬랙스 #트라우저 #허리밴딩 #셋업  ,"31,584 ~ 32,900원"
24,모더니티 히든 밴딩 슬랙스 [GREYISH BEIGE],DRAW FIT,DFPT0001GRBE,2022S/S, 남 ,1.9천 회 이상,600개 이상,762,4.8,"후기 5,578개 보기",  #바지 #남자슬랙스 #슬랙스 #밴딩슬랙스 #테이퍼드슬랙스 #팬츠 #밴딩팬츠  ,"59,616 ~ 62,100원"
25,테이퍼드 스탠다드 밴딩 슬랙스 BLACK (coolmax),247SERIES,TMPAX22102BKX,2022S/S, 남 ,400회 이상,50개 미만,34,4.8,후기 15개 보기,  #슬랙스팬츠 #여름슬랙스 #출근룩 #슬랙스 #남자슬랙스 #밴딩슬랙스 #쿨맥스  ,"53,985 ~ 59,000원"
26,[포맨] [COOLTECH] 히든 밴딩 앵클 테이퍼드_SPTAC24M01,SPAO,SPTAC24M01,2022S/S, 남 ,700회 이상,50개 이상,36,4.6,후기 12개 보기,  #테이퍼드핏 #핀턱 #히든밴딩 #테이퍼드 #테이퍼드팬츠 #슬랙스 #와이드팬츠  ,"38,304 ~ 39,900원"
27,라이트웨이트 테이퍼드 히든 밴딩 10부 슬랙스 [라이트 베이지],MUSINSA STANDARD,MMJPS202-LB,2.3천회이상, 남 ,2.3천 회 이상,50개 이상,648,4.8,"후기 4,227개 보기",  #라이트웨이트컬렉션 #셋업 #퍼펙트슬랙스 #허리밴딩 #정장바지 #여름슬랙스 #라이트웨이트  ,"28,406 ~ 29,590원"
28,라이트웨이트 테이퍼드 히든 밴딩 크롭 슬랙스 [핑크 베이지],MUSINSA STANDARD,MMJPS201-PB,8.4천회이상, 남 ,8.4천 회 이상,700개 이상,620,4.8,"후기 39,585개 보기",  #라이트웨이트컬렉션 #셋업 #여름바지 #정장 #퍼펙트슬랙스 #라이트웨이트  ,"25,238 ~ 26,290원"
29,가먼트  버튼 세미 와이드 팬츠 (브라운),FABREGAT,Garment Button Semi Wide Pants (Brown),2022S/S, 남 ,,,56,,,  #코튼팬츠 #와이드핏 #캐주얼팬츠 #와이드팬츠 #여름코디  ,"111,172 ~ 121,500원"
30,[Woman]오디너리 와이드 린넨 팬츠_Black,LAFUDGE FOR WOMAN,m1037_815297,2022S/S, 여 ,4.7천 회 이상,100개 이상,484,4.1,후기 109개 보기,  #테이퍼드 #와이드팬츠 #린넨팬츠 #린넨 #원턱팬츠 #와이드 #밴딩팬츠  ,"27,267 ~ 29,800원"
31,가먼트  버튼 세미 와이드 팬츠 (블랙),FABREGAT,Garment Button Semi Wide Pants (Black),2022S/S, 남 ,,,70,,,,"111,172 ~ 121,500원"
32,세미 와이드 린넨 이지 팬츠 [블랙],ANOBLIR,AGS72A19WL,2021S/S, 남 ,1.8천 회 이상,300개 이상,491,4.7,후기 343개 보기,  #와이드팬츠 #조거팬츠 #리넨 #테이퍼드 #린넨슬랙스 #반바지 #리조트  ,"48,586 ~ 53,100원"
33,우먼즈 슬래쉬 루즈 스트레이트 데님 팬츠 [화이트],MUSINSA STANDARD,MWANP108-WH,2022S/S, 여 ,600회 이상,,56,4.8,후기 837개 보기,  #루즈핏 #청바지 #찢청 #디스트로이드진 #하이라이즈진 #무신사스탠다드우먼즈 #데님컬렉션 #캐주얼팬츠  ,"39,264 ~ 40,900원"
34,White Cargo pants in nylon,L.E.E.Y,P0000DFQ,2022S/S, 여 ,1천 회 이상,,65,,,,"154,635 ~ 169,000원"
35,와이드 스웨트팬츠 아이보리,GAKKAI UNIONS,GU01BTIV,2022S/S, 남 ,1.8천 회 이상,300개 이상,"1,044",4.8,"후기 4,744개 보기",  #와이드 #와이드팬츠 #일자 #트레이닝 #이지웨어 #밴딩팬츠 #루즈핏  ,"26,500원"
36,카고 하이브리드 조거팬츠_BC2K15051GR,BORNHIKER,BC2K15051GR,2022S/S, 남 ,1.3천 회 이상,50개 이상,105,4.9,후기 133개 보기,  #트레이닝팬츠 #조거바지 #밴딩팬츠 #조거팬츠 #스웻팬츠 #하이브리드  ,"29,900원"
37,WAFFLE LOUNGE PANTS,PUNCH DRUNK PARTIES,PDP221PTBK01,2021F/W, 남 여 ,,,19,,,  #와이드 #긴바지 #바지 #여름바지 #밴딩팬츠 #트레이닝팬츠 #와이드팬츠  ,"72,535 ~ 89,000원"
38,더블택 세미 와이드 트레이닝팬츠 (블랙),BRENSON,BR520,2022S/S, 남 ,1.2천 회 이상,400개 이상,426,4.8,후기 366개 보기,  #와이드팬츠 #밴딩팬츠 #긴바지 #바지 #스웻팬츠 #트레이닝팬츠  ,"29,900원"
39,지니어스 크레이그 그린 로고 아웃라인 2A00001 M1716 999 남자 바지,MONCLER,2A00001 M1716 999,병행수입, 남 ,,,0,,,,"626,000원"
40,RICO FATIGUE PANTS _ BEIGE,FRIZMWORKS,FZW2020SSPT019,500회이상, 남 ,500회 이상,50개 미만,420,4.7,후기 215개 보기,  #긴바지 #면바지 #퍼티그 #프리즘 #FRIZM #미드세일  ,"47,763 ~ 52,200원"
41,Flight Pant Black,THISISNEVERTHAT,TN213WPAOP01BK,2021F/W, 남 여 ,1.9천 회 이상,400개 이상,"1,534",4.9,후기 387개 보기,  #치노팬츠 #와이드팬츠 #와이드 #면팬츠 #면바지 #남성팬츠 #FA21컬렉션  ,"83,300원"
42,테이퍼드 히든 밴딩 슬랙스 [블랙],JMK,P210201,2021F/W, 남 ,,50개 이상,45,4.8,후기 14개 보기,  #남자슬랙스 #슬랙스팬츠 #슬랙스 #남자팬츠 #베이직팬츠 #셋업 #남성팬츠  ,"18,240 ~ 19,000원"
43,샌드 브리즈 린넨 슬랙스_블랙,INTEMPOMOOD,518153,2022S/S, 남 ,4.9천 회 이상,,151,5,후기 2개 보기,  #와이드팬츠 #기본슬랙스 #여름바지 #슬랙스 #린넨 #린넨팬츠 #꾸안꾸  ,"134,100원"
44,라이트웨이트 와이드 히든 밴딩 크롭 슬랙스 [네이비],MUSINSA STANDARD,MMJPS206-NA,1.3천회이상, 남 ,1.3천 회 이상,200개 이상,226,4.8,"후기 3,335개 보기",  #라이트웨이트컬렉션 #셋업 #퍼펙트슬랙스 #허리밴딩 #정장바지 #여름슬랙스 #와이드핏 #라이트웨이트  ,"31,584 ~ 32,900원"
45,발란스팬츠 래귤러/와이드핏 쿨앤컴피 2SET,UNCOATED 247,1400781,2021S/S, 남 ,1천 회 이상,200개 이상,256,4.7,후기 107개 보기,  #팬츠 #남자슬랙스 #남성 #와이드슬랙스 #와이드핏 #슬랙스 #와이드팬츠  ,"55,723 ~ 60,900원"
46,[섀도우 밴딩]슈퍼 와이드 슬랙스 핑크 베이지,ADD,ADDSS04,1000회이상, 남 ,1000회 이상,50개 미만,567,4.7,후기 253개 보기,  #롱 #밴딩 #세미와이드 #슬랙스 #와이드 #와이드슬랙스 #와이드팬츠  ,"63,985 ~ 67,000원"
47,스키니 히든 밴딩 크롭 슬랙스 [다크 그레이],MUSINSA STANDARD,MIPS0012-DG,800회이상, 남 ,800회 이상,200개 이상,391,4.8,"후기 6,815개 보기",  #밴딩슬랙스 #슬림핏 #정장바지 #퍼펙트슬랙스 #트라우저 #셋업 #무탠픽업  ,"28,406 ~ 29,590원"
