,제목,브랜드,품번,시즌,성별,조회수(1개월),누적판매(1년),좋아요,별점,후기개수,태그,가격
10,유니섹스 코튼 숏 반바지 옐로우,GRAPH PLATFORM,22ss-04,2022S/S, 남 ,,,1,,,  #여자반바지 #숏팬츠추천 #트레이닝쇼츠 #밴딩반바지 #면반바지 #스포티 #숏팬츠  ,"27,450 ~ 30,000원"
11,ATG TERRY HALF SHORTS MINT,APE THE GREAT&SPORT,KA22WP01M138,2022S/S, 여 ,,,1,,,  #바지 #쇼츠팬츠 #밴딩팬츠 #반바지추천 #반바지 #팬츠 #트레이닝쇼츠  ,"80,990 ~ 89,000원"
12,유니섹스 코튼 숏 반바지 베이지,GRAPH PLATFORM,22ss-04,2022S/S, 남 ,,,1,,,  #반바지추천 #트레이닝쇼츠 #밴딩반바지 #밴딩팬츠 #숏팬츠 #여자반바지 #여자숏팬츠  ,"27,450 ~ 30,000원"
13,라이클리 버뮤다 반바지 베이지,RUGGED HOUSE,3124856,2022S/S, 남 ,,,5,2,후기 2개 보기,  #남자반바지 #밴딩팬츠 #숏팬츠 #쇼츠팬츠 #밴딩반바지 #하프팬츠 #반바지  ,"32,025 ~ 35,000원"
14,여성 데일리 에어메쉬 반바지-ACZG2565E03,CHASECULT,ACZG2565E03,2021S/S, 여 ,300회 이상,100개 이상,189,4.8,후기 123개 보기,,"9,058 ~ 9,900원"
15,데미지 버뮤다 하프 데님팬츠(라이트블루),TAKEASY,T22PT014,2022S/S, 남 ,500회 이상,50개 미만,78,4.9,후기 31개 보기,  #숏팬츠 #반바지추천 #남자반바지 #여름바지 #반바지 #데님팬츠 #데님반바지  ,"37,789 ~ 41,300원"
16,코튼 와이드 버뮤다 쇼츠 [화이트],MUSINSA STANDARD,MMBPH304-WH,2022S/S, 남 ,2.4천 회 이상,50개 이상,118,4.9,후기 204개 보기,  #숏팬츠 #면바지 #반바지 #캐주얼팬츠 #원턱팬츠 #쇼츠컬렉션  ,"34,464 ~ 35,900원"
17,Pearl Pants [Ivory],PLASMA SPHERE,PS22SSPT06,2022S/S, 여 ,,,9,,,  #팬츠 #여름바지 #와이드슬랙스 #와이드팬츠 #바지 #핀턱 #밴딩팬츠  ,"75,945 ~ 83,000원"
18,밴딩 쇼츠 블랙,J.W.O,20SSJS022,2020S/S, 남 ,200회 이상,,38,5,후기 2개 보기,,"80,520 ~ 88,000원"
19,Ver.2 클래식밴딩반바지 브라운 KHSP0427,DYCLEZ,1936982,2020S/S, 남 ,400회 이상,50개 미만,29,4.8,"후기 8,132개 보기",  #반바지 #밴딩반바지 #밴딩숏팬츠 #밴딩팬츠 #숏팬츠  ,"22,783 ~ 24,900원"
20,티키 데님 숏팬츠 워싱블랙 YHSP2286,JEMUT,1917477,2020S/S, 남 ,400회 이상,50개 미만,35,4.8,후기 27개 보기,  #데님 #데님숏팬츠 #데님팬츠 #반바지 #숏팬츠 #와이드핏 #청바지  ,"23,698 ~ 25,900원"
21,여성 디스트로이드 D톤 3부슬림팬츠-JCCG2636E0N,CHASECULT,JCCG2636E0N,200회이상, 여 ,200회 이상,,29,5,후기 13개 보기,,"14,304 ~ 14,900원"
22,wide-leg short pants navy,OOPARTS,OBJSPT010NY,2020S/S, 남 ,,,135,4.7,후기 26개 보기,  #면반바지 #반바지 #쇼츠팬츠 #와이드레그팬츠 #와이드팬츠  ,"62,220 ~ 68,000원"
23,블랙 패치 데님 숏,HYPER DENIM,HS011_BLACK,2020S/S, 남 ,100회 이상,,26,4.5,후기 2개 보기,  #데님반바지 #반바지 #스타일 #찢청 #패치진  ,"72,285 ~ 79,000원"
24,[UNISEX]THIS NAME 웨빙 벨트 화이트클립  카고 숏팬츠_베이지,GRAVER,G(W)-SP-3-BE,2020S/S, 남 ,400회 이상,,100,4.8,후기 47개 보기,  #남자반바지 #남자카고반바지 #밴딩 #웨빙벨트 #카고바지 #코튼  ,"36,508 ~ 39,900원"
25,[UNISEX]도트 자수 쇼츠_블랙,GRAVER,G(W)-SP-2-BK,2020S/S, 남 ,100회 이상,,51,4.6,후기 14개 보기,  #반바지 #밴딩반바지 #숏팬츠 #수영복바지 #여름바지 #트레이닝바지 #트레이닝반바지  ,"31,293 ~ 34,200원"
26,오드 러디칙스 트랙 하프 팬츠 - BLACK,ODDSTUDIO,1505508,2020S/S, 남 ,300회 이상,,166,4.8,후기 6개 보기,  #반바지 #와이드 #트레이닝 #하프팬츠 #써핑 #컬러웨이 #빅로고  ,"29,410 ~ 34,000원"
27,하이웨스트 다잉 숏팬츠 C518PT007-IV,CHOUETTE SAPE,C518PT007-IV,2020S/S, 여 ,,50개 미만,238,4.6,후기 23개 보기,  #다잉 #숏팬츠 #여자쇼츠 #피그먼트 #하이웨스트반바지  ,"28,914 ~ 31,600원"
28,사이드 포켓 클라이밍 쇼츠 블랙 CSP103,CAMPSIDE,CSP103bk,2020S/S, 남 ,,50개 미만,79,4.9,후기 13개 보기,  #반바지 #숏팬츠 #워싱 #고프코어 #쇼츠 #캠핑 #캠핑패션  ,"39,800원"
29,나일론 헌터 와샤 로고 숏팬츠 네이비,CPGN STUDIO,SP020674,2020S/S, 남 ,200회 이상,50개 미만,83,4.6,후기 65개 보기,  #나일론 #남녀공용 #반바지 #숏팬츠 #와샤  ,"28,600원"
30,이지 밴딩 5부팬츠 (SCS3HP01) (BLACK),SELFISH,SCS3HP01,1.4천회이상, 남 ,1.4천 회 이상,100개 이상,66,4.5,후기 41개 보기,  #반바지 #숏팬츠 #여름바지 #5부바지 #쇼츠 #수영복 #숏츠  ,"26,535 ~ 29,000원"
31,유니섹스 코튼 카고 숏 치노-블랙,FILLUMINATE,Unisex Cotton Cargo Short Chinos,ALLS/S, 남 여 ,,50개 미만,101,4.7,후기 63개 보기,  #면바지 #바지 #반바지 #쇼츠 #숏 #숏츠 #카고바지  ,"22,525 ~ 26,500원"
32,워시드 퍼티그 쇼츠 CP-H2009_BK,HALBKREIS,CP-H2009_BK,2020S/S, 남 ,200회 이상,,25,4.5,후기 17개 보기,  #반바지 #쇼츠 #퍼티그  ,"23,698 ~ 25,900원"
33,[패키지] 베이직 밴딩 숏팬츠 2pack OYSP9054,UNDERBASE,1926620,2020S/S, 남 ,,,14,5,후기 3개 보기,  #반바지 #밴딩숏팬츠 #밴딩팬츠 #숏팬츠 #와이드핏  ,"35,593 ~ 38,900원"
34,TERRY EASY SHORTS orange,FIELDMANUAL,202203-44,2020S/S, 남 ,,,11,5,후기 3개 보기,  #반바지 #밴딩팬츠 #스트릿패션 #이지룩 #타월쇼츠 #편한반바지  ,"53,985 ~ 59,000원"
35,[세트 패키지] 로고 우븐 비치 반바지 (2PACK),ARTISTWEAR,AT2AH-S4TS801,2020S/S, 남 ,200회 이상,50개 미만,45,5,후기 22개 보기,  #남자반바지 #반바지 #비치팬츠 #쇼츠 #쇼츠세트 #쇼트팬츠 #숏  ,"44,835 ~ 49,000원"
36,데니로이 숏 팬츠/GMP04,GREENERY CREED,GMP04-1791SSP,2020S/S, 남 ,300회 이상,50개 미만,148,4.8,후기 43개 보기,  #그리너리데님 #남자바지 #반바지 #숏팬츠 #청바지 #청반바지  ,"37,540 ~ 41,000원"
37,N5b Linen Shorts (Beige),SORTIE,2790503,2020S/S, 남 ,,,20,5,후기 3개 보기,  #반바지 #노오비팬츠 #린넨 #린넨팬츠 #바지 #남자반바지 #쇼츠팬츠  ,"90,585 ~ 99,000원"
38,백 롤업 숏팬츠 베이지,WAIKEI,YK20SSSP02,2020S/S, 남 ,100회 이상,,117,4.9,후기 29개 보기,  #남자반바지 #반바지 #베이직 #여름바지 #여자반바지 #와이드팬츠 #하프팬츠  ,"34,944 ~ 36,400원"
39,NSW 레트로 우븐 플로우 쇼츠 남자 여성 반바지 블랙 AR2382-010,NIKE,13267661,병행수입, 남 ,1000회 이상,50개 이상,229,4.9,후기 29개 보기,  #나이키반바지 #남자반바지 #츄리닝반바지 #트레이닝팬츠 #운동바지 #쇼츠  ,"47,900원"
40,헤일리 슬림 슬럽 앵클 팬츠 (T22C0WPC030WT101X),TOMMY HILFIGER WOMAN,T22C0WPC030WT101X,2021F/W, 여 ,,,1,,,  #헤일리슬림슬럽앵클팬츠  ,"139,425 ~ 195,000원"
