,제목,브랜드,품번,시즌,성별,조회수(1개월),누적판매(1년),좋아요,별점,후기개수,태그,가격
10,signature standard jogger pants - IVORY,WOOALONG,pt_21ss_001iv,2021F/W, 남 여 ,900회 이상,100개 이상,967,4.7,후기 111개 보기,  #셋업 #트레이닝팬츠 #스웨트팬츠 #조거팬츠 #스웻팬츠 #팬츠 #우알롱조거팬츠  ,"56,420 ~ 62,000원"
11,베이직 라인 조거 스웨트팬츠 (black),PIANER,PT2015,2021S/S, 남 ,200회 이상,200개 이상,201,4.7,후기 112개 보기,  #트레이닝바지 #트레이닝팬츠 #스웻팬츠 #스웨트팬츠 #츄리닝 #조거팬츠 #트레이닝  ,"22,944 ~ 23,900원"
12,Emblem training sweatpants_GRAY,ODDONEOUT,21ORSPT02GY,2021S/S, 여 ,1.4천 회 이상,200개 이상,"1,988",4.8,후기 222개 보기,  #트레이닝복 #스웻팬츠 #트레이닝팬츠 #스웨트팬츠 #조거팬츠 #밴딩팬츠  ,"71,370 ~ 78,000원"
13,헤비웨이트 라운지 스웨트 팬츠 [크림],MUSINSA STANDARD,MMAPK110-CR,2021S/S, 남 ,400회 이상,200개 이상,486,4.8,"후기 4,044개 보기",  #스웨트컬렉션 #츄리닝 #스웻 #트레이닝복 #라운지웨어 #이지웨어 #원마일웨어 #무탠픽업  ,"32,544 ~ 33,900원"
14,스마일 스트링 스웻 와이드 팬츠 오트밀,JUST SATURDAY,SMILE STRING SWEAT WIDE PANTS OATMEAL,2022S/S, 남 ,900회 이상,50개 미만,113,5,후기 1개 보기,  #트레이닝복 #조거트레이닝 #조거팬츠 #스웻팬츠 #밴딩팬츠 #스웨트팬츠 #조거바지  ,"16,800원"
15,Comfortable Check Jogger Pants_Black,ELLIOTI,EPT001A3BE,2021F/W, 남 ,1.4천 회 이상,300개 이상,"1,096",4.8,후기 145개 보기,  #밴딩팬츠 #체크팬츠 #일자팬츠 #와이드팬츠 #체크바지  ,"37,057 ~ 40,500원"
16,[기모] 사이드 트랙 팬츠(CP0062-1g),CRUMP,CP0062-1g,1.1천회이상, 남 ,1.1천 회 이상,50개 이상,226,4.6,"후기 2,604개 보기",  #바지 #트랙팬츠 #트레이닝 #트레이닝바지 #트레이닝세트  ,"27,267 ~ 29,800원"
17,커베어 밴딩 와이드 팬츠 그레이 / GMP013GR-1791SS21,GREENERY CREED,GMP013GR-1791SS21,2021S/S, 남 ,400회 이상,50개 이상,158,4.8,후기 493개 보기,  #밴딩팬츠 #트레이닝팬츠 #트레이닝바지  ,"19,000원"
18,기모 스웨트 팬츠 [차콜 그레이],MUSINSA STANDARD,MMJPK610-CG,6.4천회이상, 남 ,6.4천 회 이상,700개 이상,246,4.8,"후기 5,045개 보기",  #맨투맨 #츄리닝 #스웻 #루즈핏 #스웨트컬렉션 #무탠픽업 #레귤러  ,"28,704 ~ 29,900원"
19,브라이트 나일론 조거 팬츠 [베이지],MUSINSA STANDARD,MMAPC107-BE,2021F/W, 남 ,800회 이상,100개 이상,299,4.7,후기 231개 보기,  #밴딩팬츠 #트랙팬츠 #트레이닝팬츠 #유틸리티 #테크웨어 #캐주얼팬츠  ,"36,182 ~ 37,690원"
20,에버리지 카고 조거 팬츠 아이보리 KHLP5079,DYCLEZ,1815506,2019F/W, 남 ,600회 이상,50개 미만,105,4.5,후기 176개 보기,  #밴드조거팬츠 #밴딩조거팬츠 #밴딩팬츠 #조거팬츠 #카고조거팬츠  ,"18,500원"
21,나일론 트랙 쇼츠_라이트 그레이_SP104,URBANDTYPE,SP104,2022S/S, 남 ,100회 이상,,33,,,  #하프팬츠 #숏팬츠 #밴딩팬츠 #쇼츠  ,"28,587 ~ 35,100원"
22,BERMUDA HALF PANTS (BEIGE) [LRQMCPH705M],GROOVE RHYME,LRQMCPH705M,2022S/S, 남 ,900회 이상,,109,,,  #버뮤다팬츠 #하프팬츠 #반바지 #밴딩팬츠 #쇼츠팬츠 #숏팬츠  ,"28,980 ~ 31,500원"
23,(써머) 스웨트 트레이닝 에센셜 반바지_오트밀,CODEGRAPHY,CBBU3PS140OT,2022S/S, 남 ,,,229,4.9,후기 27개 보기,,"17,900원"
24,컬러 블록 쇼츠 COLOR BLOCK SHORTS,OUTDOOR PRODUCTS,WO136PEHPZ08,2021S/S, 남 ,400회 이상,50개 이상,123,5,후기 12개 보기,,원
25,나일론 테슬란 베이직 하프 팬츠_베이지 LPQMCPH712M,POLKIN,LPQMCPH712M,2022S/S, 남 ,400회 이상,,55,4.7,후기 12개 보기,  #밴딩팬츠 #쇼츠 #숏팬츠 #팬츠 #바지 #밴딩반바지 #반바지  ,"21,228 ~ 23,200원"
26,베이직 스몰로고 면 우븐 반바지(7.5) NY (L.Beige),MLB,3ASMB0123-50BGL,2022S/S, 남 여 ,800회 이상,50개 미만,200,4.7,후기 25개 보기,  #바지 #팬츠 #반바지 #숏팬츠 #쇼츠 #반바지추천  ,"63,135 ~ 69,000원"
27,[22SS] 디노 와이드 코튼 숏팬츠 7종 블랙 KJSP2421,JEMUT,2224954,2022S/S, 남 ,,50개 미만,26,4.9,후기 17개 보기,  #반바지추천 #숏팬츠 #여름바지 #신상바지  ,"32,848 ~ 35,900원"
28,스포츠 로고 하프 스웻 팬츠_라이트그레이,THAT'S IT,11061054,2022S/S, 남 ,1천 회 이상,50개 미만,189,3.8,후기 8개 보기,  #트레이닝팬츠 #반바지 #하프팬츠 #여름바지 #밴딩반바지 #트레이닝반바지 #스웻팬츠  ,"48,586 ~ 53,100원"
29,시그니쳐 립 패치 쇼츠_카키,PREGONERO,177486,2021S/S, 남 ,1.1천 회 이상,50개 이상,115,4.7,후기 111개 보기,  #쇼츠 #밴딩 #여름바지 #반바지 #하프팬츠 #숏팬츠 #밴딩팬츠  ,"9,900원"
30,여성 베이직 스몰로고 숏팬츠(TS/TK셋업) NY (Black),MLB,3FSPB0323-50BKS,2022S/S, 여 ,1.5천 회 이상,50개 이상,356,5,후기 23개 보기,  #팬츠 #바지 #쇼츠 #숏팬츠 #반바지 #반바지추천 #셋업 #우먼스컬렉션  ,"53,985 ~ 59,000원"
31,원턱 스웨트 숏 팬츠 오트밀,GAKKAI UNIONS,GU-0202OM,2022S/S, 남 ,,50개 미만,44,4.9,후기 39개 보기,  #원턱 #반바지 #핀턱 #스웨트팬츠 #와이드 #쇼츠 #하프팬츠  ,"28,224 ~ 29,400원"
32,[SA5279] 투인원 레깅스 블랙,SKULLPIG,SA5279,2020ALL, 여 ,1천 회 이상,200개 이상,409,4.8,후기 94개 보기,  #반바지레깅스 #요가복 #운동복 #트레이닝복 #필라테스  ,"32,025 ~ 35,000원"
33,슈퍼플렉시 올데이 레깅스 블랙,LAZYBEE,LGU0WRL100,2020ALL, 여 ,,,9,4.5,후기 2개 보기,  #기능성 #래쉬가드 #레깅스 #스포츠  ,"33,504 ~ 34,900원"
34,Tura Cotton Washed Pants (Black),SORTIE,3225333,2022S/S, 남 ,,,15,,,  #테이퍼드팬츠 #테이퍼드 #벌룬팬츠 #코튼팬츠 #치노팬츠 #셋업팬츠 #면바지  ,"86,010 ~ 94,000원"
35,스트레치 텔라 패러수트 7615325E4 V0003 남자 카고 바지 레귤러 테이퍼드핏,STONE ISLAND,7615325E4 V0003,병행수입, 남 ,,,0,,,,"719,000원"
36,코튼 버뮤다 원턱 와이드 하프 팬츠_카키,CORRS,COSS22P008_KH,2022S/S, 남 ,,,26,,,  #면바지 #밴딩팬츠 #와이드팬츠 #캐주얼팬츠 #와이드핏 #코튼팬츠 #와이드  ,"33,763 ~ 36,900원"
37,스트레치 텔라 패러수트 7615325E4 V0058 남자 카고 바지 레귤러 테이퍼드핏,STONE ISLAND,7615325E4 V0058,병행수입, 남 ,,,0,,,,"719,000원"
38,Two Tuck Wide Cotton Pants - Navy,NOT4NERD,PT054NY,2022S/S, 남 ,,,41,5,후기 11개 보기,  #와이드팬츠 #코튼팬츠 #치노팬츠 #밴딩팬츠 #벌룬팬츠 #투턱팬츠 #면바지  ,"44,835 ~ 49,000원"
39,라이트웨이트 코튼 와이드 이지 팬츠 [네이비],MUSINSA STANDARD,MMJPC104-NA,1.1천회이상, 남 ,1.1천 회 이상,100개 이상,367,4.7,"후기 2,931개 보기",  #라이트웨이트컬렉션 #루즈핏 #면바지 #밴딩팬츠 #스트링팬츠 #여름바지 #와이드핏 #와이드 #캐주얼팬츠 #라이트웨이트  ,"29,664 ~ 30,900원"
40,16s BANDING PANTS 네이비,RUGGED HOUSE,1629203,200회이상, 남 ,200회 이상,50개 이상,145,4.8,후기 748개 보기,  #긴바지 #밴딩팬츠 #팬츠  ,"32,025 ~ 35,000원"
41,테이퍼드 코듀로이 팬츠 [네이비],MUSINSA STANDARD,MIPC5001-NA,300회이상, 남 ,300회 이상,100개 이상,181,4.7,"후기 7,311개 보기",  #겨울바지 #골덴바지 #면바지 #캐주얼팬츠 #코듀로이컬렉션 #테이퍼드 #코듀로이 #무탠픽업  ,"31,584 ~ 32,900원"
42,UA 밴딩 와이드 팬츠 블랙,UNI APPAREL,ua19fw_bd_cp_bk,2018F/W, 남 ,,50개 이상,192,4.5,후기 781개 보기,  #레귤러핏 #면바지 #밴딩 #슬랙스 #치노  ,"21,024 ~ 21,900원"
43,트윌 코튼 벨트 벌룬 팬츠 - Beige,ANGLAN,AG20211004,2021S/S, 남 ,800회 이상,50개 이상,316,5,후기 41개 보기,  #와이드팬츠 #벌룬팬츠 #밴딩팬츠 #벨트 #아메카지 #코튼 #코튼팬츠  ,"84,775 ~ 92,650원"
44,basic chino pants sage green,UNIFORM BRIDGE,UB-2930,2022S/S, 남 ,1.3천 회 이상,50개 이상,232,4.8,후기 542개 보기,  #코튼팬츠 #캐주얼팬츠 #캐리오버 #22SPRING  ,"62,790 ~ 69,000원"
45,린넨 밴딩 팬츠 [레귤러 핏]_네이비_남녀공용,EASE,LINEN BANDING PANTS [navy],2019S/S, 남 ,500회 이상,,110,4.4,후기 30개 보기,  #리넨 #린넨 #바지 #밴딩 #팬츠 #EASE  ,"43,200 ~ 45,000원"
46,111911 MW 테이퍼드 히든밴딩 슬랙스,GIORDANO,111911,2021F/W, 남 ,1천 회 이상,100개 이상,120,4.9,후기 32개 보기,  #남자슬랙스 #슬랙스 #밴딩슬랙스 #슬랙스팬츠 #바지  ,"36,417 ~ 39,800원"
47,슈프림 쓰리턱 밴딩 와이드 팬츠 [블랙],MINAV,MMESMSL001C068,2022S/S, 남 여 ,1천 회 이상,50개 미만,295,4.9,후기 265개 보기,  #정장바지 #와이드슬랙스 #팬츠 #바지 #와이드 #미나브신상품  ,"81,526 ~ 89,100원"
48,스트레치 와이드 밴딩 팬츠 차콜,LEE,LE2201PT02CH,2022S/S, 남 ,,50개 미만,67,4,후기 1개 보기,,"48,300원"
49,Side.Cut Wide Pants (Light.Gray),JHONNY WEST,JNHOMME992,2022S/S, 남 ,,,39,4.8,후기 16개 보기,  #와이드팬츠 #남자슬랙스 #와이드 #팬츠 #와이드슬랙스 #슬랙스 #세미와이드  ,"36,508 ~ 39,900원"
50,라이트 도트 쿨 팬츠 BLACK,WMC,MOBDLXM512106,2021S/S, 남 ,,,67,5,후기 1개 보기,  #여름바지 #여름슬랙스 #정장바지 #쿨탠다드 #밴딩 #테이퍼드 #슬랙스  ,"54,168 ~ 59,200원"
51,[SMART][COUTURE]세미와이드밴딩슬랙스 MWPT0103,MINDBRIDGE,MWPT0103,2022ALL, 남 ,1.2천 회 이상,100개 이상,146,4.9,후기 33개 보기,  #슬랙스 #와이드슬랙스 #세미와이드 #밴딩슬랙스 #루즈핏 #정장바지 #22S/S신상품 #스마트라인  ,"57,561 ~ 62,910원"
52,[COOLMAX] 블랙 와이드 슬랙스 (TNPA2E703BK),TNGT,TNPA2E703BK,2022S/S, 남 ,,,22,4.7,후기 3개 보기,  #22S/S팬츠컬렉션 #팬츠컬렉션  ,"59,978 ~ 65,550원"
53,울 테이퍼드 히든 밴딩 크롭 슬랙스 [차콜 그레이],MUSINSA STANDARD,MIPS0015-CG,800회이상, 남 ,800회 이상,200개 이상,520,4.7,"후기 1,007개 보기",  #울팬츠 #정장바지 #허리밴딩 #기본슬랙스 #슬림핏 #셋업 #트라우저  ,"59,424 ~ 61,900원"
54,모즈 울 와이드 벨티드 슬랙스 [GREYISH BEIGE],DRAW FIT,DFPT1302GRBE,2022S/S, 남 ,1.5천 회 이상,400개 이상,"1,224",4.8,"후기 2,317개 보기",  #와이드슬랙스 #밴딩슬랙스 #셋업 #밴딩팬츠 #남자슬랙스 #슬랙스 #와이드팬츠  ,"59,616 ~ 62,100원"
55,슈퍼 와이드 히든 밴딩 크롭 슬랙스 [미디엄 그레이],MUSINSA STANDARD,MMAPS101-MR,2021S/S, 남 ,1000회 이상,200개 이상,475,4.8,후기 549개 보기,  #와이드팬츠 #정장바지 #긴바지 #루즈핏 #와이드핏 #셋업 #퍼펙트슬랙스 #무탠픽업  ,"30,134 ~ 31,390원"
56,릴렉스드 테이퍼드 히든 밴딩 크롭 슬랙스 [차콜 그레이],MUSINSA STANDARD,MMAPS006-CG,2021F/W, 남 ,4.4천 회 이상,1.8천 개 이상,"1,886",4.9,"후기 8,458개 보기",  #정장팬츠 #기본슬랙스 #트라우저 #허리밴딩 #셋업 #정장바지 #퍼펙트슬랙스  ,"31,584 ~ 32,900원"
57,SEERSUCKER WIDE PANTS - BLACK,NOMANUAL,NM12PT03M1BK,2022S/S, 남 여 ,4.1천 회 이상,50개 미만,581,5,후기 3개 보기,  #남자슬랙스 #바지 #하의 #22S/S컬렉션  ,"108,885 ~ 119,000원"
58,크리미 조거팬츠 블랙,CHOOMSUN,cjpb,2022S/S, 여 ,,,29,5,후기 1개 보기,  #트레이닝팬츠 #조거팬츠 #밴딩팬츠 #조거바지 #기능성팬츠 #트레이닝 #조거  ,"53,985 ~ 59,000원"
59,PL121_스웨트 조거 팬츠_블랙,URBANDTYPE,PL121,2021S/S, 남 여 ,700회 이상,100개 이상,340,4.9,후기 83개 보기,  #조거팬츠 #코튼팬츠 #팬츠 #밴딩팬츠 #남성팬츠 #캐주얼팬츠 #앰비규어스  ,"45,076 ~ 47,200원"
60,DRI-FIT 파크 20 팬츠 긴바지 (블랙),NIKE,BV6877-010,병행수입, 남 ,200회 이상,50개 미만,171,4.7,후기 11개 보기,  #트레이닝 #밴딩팬츠 #팬츠 #츄리닝 #트레이닝팬츠 #바지 #긴바지  ,"69,900원"
61,클럽 팀 클래식 조거팬츠 - 오트밀,FCMM,FC-1001-43,ALLF/W, 남 여 ,1천 회 이상,200개 이상,798,4.7,후기 205개 보기,  #조거팬츠 #트레이닝 #바지 #트레이닝팬츠 #트레이닝바지 #패밀리세일 #스포츠브랜드위크  ,"28,822 ~ 31,500원"
62,트랙 조거  웨빙 벨트 팬츠 [레드],MUSINSA STANDARD,MIPT3004-RE,700회이상, 남 ,700회 이상,50개 이상,157,4.6,"후기 3,648개 보기",  #딸깍팬츠 #면바지 #캐주얼팬츠 #트랙팬츠 #조거  ,"14,690원"
63,오버핏 슬라이드 조거팬츠_핑크,ACIDD SLIDE,22SSPT06PK0L,2022S/S, 남 ,1000회 이상,50개 이상,709,4.9,후기 70개 보기,  #스웨트팬츠 #트레이닝복 #트레이닝세트 #트레이닝바지 #스웻팬츠 #밴딩팬츠 #조거팬츠  ,"34,464 ~ 35,900원"
64,와이드 스트링 스웻팬츠_블랙,V2,6250117,2022S/S, 남 ,1.2천 회 이상,50개 이상,145,4.9,후기 75개 보기,,"48,144 ~ 50,150원"
65,로고 피그먼트 다이드 스웻팬츠_차콜(NG2CSUPA00A),NICE GHOST CLUB,NG2CSUPA00ACH,2022S/S, 남 ,700회 이상,100개 이상,"1,056",4.8,후기 98개 보기,  #조거바지 #스웻팬츠 #바지 #조거팬츠 #밴딩팬츠 #팬츠 #정호연PICK  ,"50,599 ~ 55,300원"
66,BB CIRCLE SWEAT PANTS - NAVY,BROWNBREATH,BHSMPLB02NV,2022S/S, 남 여 ,1.3천 회 이상,100개 이상,584,4.8,후기 94개 보기,  #서클로고 #트레이닝팬츠 #트레이닝바지 #트레이닝셋업 #조거팬츠 #스웻팬츠 #스웨트팬츠 #셋업 #밴딩팬츠 #피로PICK  ,"44,835 ~ 49,000원"
67,에어 썸머 조거 밴딩 바스락 팬츠 5PP911,MOREOUT,5PP911,2022ALL, 여 ,,,160,5,후기 4개 보기,  #트레이닝바지 #애슬레저 #냉장고바지 #여성요가팬츠 #기능성팬츠 #여성조거팬츠  ,원
68,Bermuda Pin-tuck Pants(Navy),HAVE HAD,22043,2022S/S, 남 ,,,6,,,  #쇼츠팬츠 #반바지 #밴딩팬츠 #하프팬츠  ,"58,560 ~ 64,000원"
69,코듀로이 스마일 숏팬츠 블랙,JUST SATURDAY,CORDUROY SMILE SHORT PANTS BLACK,2022S/S, 남 ,,,3,,,  #쇼츠 #팬츠 #반바지추천 #반바지 #쇼츠팬츠 #하프팬츠 #남자반바지  ,"32,940 ~ 36,000원"
70,(22SS) 2 TONE ARCH SWEAT SHORTS LIGHT GRAY,YALE,YC1SO1021LG,2022S/S, 남 여 ,3.2천 회 이상,100개 이상,542,4.8,후기 916개 보기,  #트레이닝쇼츠  ,"42,480 ~ 47,200원"
71,버뮤다 핀턱 벨트 팬츠 베이지,AVANDRESS,22AV03,2022S/S, 남 ,,,52,,,,"32,391 ~ 35,400원"
72,밀레니얼 밴딩 숏팬츠 블랙 CJSP7495,WV PROJECT,2121173,2021S/S, 남 ,600회 이상,50개 이상,52,4.8,후기 112개 보기,  #숏팬츠 #여름바지 #바지 #반바지 #팬츠 #쇼트팬츠 #남자반바지  ,"21,024 ~ 21,900원"
73,키링 나일론 쇼츠 라이트그레이,SUARE,1054551,2021S/S, 남 ,900회 이상,100개 이상,218,4.6,후기 108개 보기,  #반바지 #남자반바지 #밴딩팬츠 #하프팬츠 #나일론팬츠 #키링 #에어팟  ,"21,136 ~ 23,100원"
74,아이보리 이지 코튼 밴딩 쇼트 팬츠 (422525LZA0),8SECONDS,422525LZA0,2022S/S, 남 ,,,14,5,후기 2개 보기,  #422525LZA0  ,"19,104 ~ 19,900원"
75,나일론 코튼 포켓 숏 팬츠 _ 블랙,ACHA,PT21SS04,2021S/S, 남 ,400회 이상,50개 미만,125,4.5,후기 11개 보기,  #셋업 #포켓 #밴딩 #트레이닝 #나일론 #반바지 #밴딩반바지  ,"43,188 ~ 47,200원"
76,N222WHP960 여성 레푸스 트레이닝 하프 팬츠 CARBON BLACK,NATIONALGEOGRAPHIC,1435892,2022S/S, 여 ,1.8천 회 이상,50개 이상,637,4.9,후기 8개 보기,  #쇼츠 #쇼트팬츠 #트레이닝팬츠 #바지 #스웻팬츠 #하프팬츠 #22S/S컬렉션 #에센셜컬렉션  ,"51,035 ~ 59,000원"
77,MARBLE WASH SLOGAN SWEAT SHORTS,BRICK,22SS14,2022S/S, 남 ,,,86,5,후기 5개 보기,  #팬츠 #트레이닝팬츠 #밴딩팬츠 #반바지추천 #반바지 #쇼츠 #남자반바지  ,"55,200원"
78,[세트] 핀턱 쇼츠팬츠 (3color),ESN,569_set,2021S/S, 남 ,100회 이상,50개 미만,80,4.4,후기 10개 보기,  #숏팬츠 #21SUMMER #반바지추천 #쇼트팬츠 #여름바지 #쇼츠  ,"30,200원"
79,[22SS] 랜더 와이드 하프 밴딩 슬랙스 4종 그레이베이지 SOSP2413,JEMUT,2224945,2022S/S, 남 ,,50개 미만,43,4.7,후기 15개 보기,  #반바지추천 #숏팬츠 #여름바지 #신상바지  ,"31,933 ~ 34,900원"
80,스우시 반바지 (네이비),NIKE,725887-451,병행수입, 남 ,600회 이상,50개 미만,396,4.5,후기 387개 보기,  #쇼트팬츠 #트레이닝반바지 #스포츠브랜드위크  ,"25,600원"
81,피그먼트다잉 저지 숏 팬츠 PG DYED SHORT PT,OUTDOOR PRODUCTS,WO136PDHPZ02,2021S/S, 남 ,1.4천 회 이상,100개 이상,334,4.8,후기 61개 보기,,원
82,빅로고 드라이핏 남자 트레이닝 운동 헬스 반바지 BV9385-011,NIKE,13342235,병행수입, 남 ,,50개 이상,141,4.8,후기 11개 보기,  #나이키반바지 #남자반바지 #반바지추천 #운동복 #학생반바지  ,"46,900원"
83,[SHORTS] Azuer Dark Blue,PANDORAFIT,1050,2022S/S, 여 ,,50개 미만,101,5,후기 3개 보기,  #하프팬츠 #하프데님 #와이드 #데님팬츠 #청바지 #데님 #팬츠  ,"39,345 ~ 43,000원"
84,에어프레시 조거핏 레깅스_블랙,ANDAR,ALSJT-03BLK,2022S/S, 여 ,200회 이상,50개 미만,49,5,후기 10개 보기,,"43,005 ~ 47,000원"
85,SA7064 플렉스 에어 레깅스 아크블랙,SKULLPIG,SA7064,2021ALL, 여 ,200회 이상,50개 이상,90,4.9,후기 35개 보기,  #잠옷레깅스 #기본레깅스 #하이웨이스트레깅스 #무지레깅스 #9부레깅스  ,"23,698 ~ 25,900원"
86,플리츠 슬릿 팬츠 [BLACK] / S22A07016,GENERALIDEA STANDARD,S22A07016BK,2022S/S, 여 ,,,16,,,,"36,508 ~ 39,900원"
87,나이트 플라워 카고 팬츠,F8KE CHEMICAL CLUB,22SS18,2022S/S, 남 ,,,1,,,  #힙합 #와이드팬츠 #플로럴 #카고팬츠 #아웃도어팬츠 #포켓팬츠 #유틸리티팬츠  ,"229,665 ~ 251,000원"
88,핑크 플랜트 팬츠,F8KE CHEMICAL CLUB,22SS17,2022S/S, 남 ,,,0,,,  #여름바지 #면바지 #코튼팬츠 #캐주얼팬츠 #스트레이트핏 #스탠다드핏 #라이트웨이트  ,"240,645 ~ 263,000원"
89,COMBAT 조거 팬츠 Black,CRITIC,CTOGAPT02UC6,2018F/W, 남 ,1000회 이상,50개 미만,446,4.6,후기 169개 보기,  #바지 #카고팬츠 #팬츠 #패밀리세일  ,"47,400원"
90,와이드 피그먼트 코듀로이팬츠 - 차콜,BYE BY ALL,pants,2021F/W, 여 ,2천 회 이상,400개 이상,"1,465",4.8,후기 148개 보기,  #캐주얼팬츠 #코듀로이 #코듀로이팬츠 #피그먼트 #피그먼트팬츠 #골덴 #골덴팬츠  ,"38,704 ~ 42,300원"
91,cotton fatigue pants regular fit(womens) khaki,UNIFORM BRIDGE,UB-3043,2022S/S, 여 ,1.1천 회 이상,50개 미만,145,4.8,후기 53개 보기,  #유니폼브릿지포우먼 #캐리오버 #퍼티그팬츠 #퍼티그  ,"53,690 ~ 59,000원"
92,컬러카모 BDU팬츠 ROA23F,ROTHCO,101562,병행수입, 남 ,500회 이상,100개 이상,342,4.7,후기 38개 보기,,"42,300원"
93,STG 핀턱 와이드 팬츠_베이지,STAGE NAME,STG pintuck wide pants BG,2021S/S, 남 ,200회 이상,100개 이상,269,4.7,후기 347개 보기,  #와이드팬츠 #팬츠 #면바지 #밴딩팬츠 #캐주얼팬츠  ,"43,645 ~ 47,700원"
94,벨트 투턱 와이드 슬랙스 RN.그레이베이지 COOSPT172RNGBEIGE,COSTUME O’CLOCK,COOSPT172RNGBEIGE,2022S/S, 남 ,1.4천 회 이상,50개 미만,137,4.9,후기 252개 보기,  #남자슬랙스 #바지 #팬츠 #와이드팬츠 #와이드슬랙스 #투턱팬츠 #슬랙스  ,"43,920 ~ 48,000원"
95,[21FW] 베이직 핀턱 와이드 슬랙스_CHARCOAL,CITY BREEZE,1-2077920001,2021F/W, 여 ,1.4천 회 이상,100개 이상,"1,990",4.6,후기 124개 보기,  #수트팬츠 #하의 #팬츠 #출근룩 #바지 #와이드팬츠 #시티브리즈WITH차정원  ,"70,821 ~ 77,400원"
96,어워드 플리츠 와이드 슬랙스 블랙,LMOOD,LMDPT001BK,ALLALL, 남 ,1.5천 회 이상,100개 이상,366,4.8,후기 71개 보기,  #여름바지 #정장바지 #와이드 #여름슬랙스 #일자 #10부 #세미와이드  ,"65,281 ~ 80,100원"
97,스판 코튼 크롭 팬츠 아이보리,TRMARK,SPAN COTTON CROP PANTS IVORY,2018F/W, 남 ,300회 이상,50개 미만,163,4.7,후기 71개 보기,  #남성바지 #면팬츠 #스판 #코튼팬츠 #크롭팬츠 #아이보리  ,"31,200원"
98,ONE POCKET IRVING WIDE CARGO PANTS GREY,ADDOFF,FDQSCPA504M,2022S/S, 남 ,4천 회 이상,100개 이상,981,4.9,후기 116개 보기,  #22S/S컬렉션 #스트릿 #카고팬츠 #카고바지 #와이드팬츠 #코튼팬츠 #오버핏  ,"81,526 ~ 89,100원"
