,제목,브랜드,품번,시즌,성별,조회수(1개월),누적판매(1년),좋아요,별점,후기개수,태그,가격
18,우먼스 W 스포츠웨어 테크 플리스 팬츠 긴바지 (블랙),NIKE,CW4293-010,병행수입, 여 ,500회 이상,,387,5,후기 2개 보기,  #트레이닝팬츠 #트레이닝바지 #트레이닝 #팬츠 #플리스 #플리스팬츠  ,"101,500원"
19,스탠다드핏 롱 조거팬츠 트레이닝 [Black],BOUNDARY,BD21SJ_B,2021S/S, 남 ,400회 이상,50개 미만,137,4.6,후기 34개 보기,  #스웻팬츠 #조거팬츠 #트레이닝세트 #롱조거팬츠 #조던에잘어울리는조거 #루즈핏조거팬츠 #쭈리조거  ,"42,913 ~ 46,900원"
20,NSW 클럽 프렌치테리 팬츠 (CW5608-010),NIKE,M NSW CLUB PANT CF FT (CW5608-010),병행수입, 남 ,600회 이상,100개 이상,767,4.8,후기 43개 보기,  #나이키바지 #나이키스포츠  ,"55,000원"
21,인디 스티치 조거팬츠 블랙 JMLP2330,JEMUT,2065579,2021S/S, 남 ,800회 이상,,93,4.7,후기 37개 보기,  #스웻팬츠 #바지 #스웨트팬츠 #밴딩팬츠 #조거 #팬츠 #조거팬츠  ,"31,008 ~ 32,300원"
22,핀턱 트레이닝 스웨트팬츠 베이지,ESN,593_be,2021F/W, 남 ,,,16,4,후기 2개 보기,  #트레이닝복 #와이드팬츠 #스웨트팬츠 #원마일웨어 #트레이닝팬츠 #밴딩팬츠  ,"23,200원"
23,핀턱 트레이닝 스웨트팬츠 차콜,ESN,593_ch,2021F/W, 남 ,200회 이상,,43,5,후기 1개 보기,  #스웨트팬츠 #와이드팬츠 #트레이닝팬츠 #밴딩팬츠 #원마일웨어 #스웻팬츠  ,"23,200원"
24,그리드 조거팬츠 차콜 YHLP2233,JEMUT,1812383,2019F/W, 남 ,,,32,4.8,후기 64개 보기,  #밴딩팬츠 #조거 #조거팬츠 #테이퍼드핏 #팬츠  ,"19,500원"
25,드래프트 카고 팬츠 Ⅱ BLACK,NFL,F222UPT281099,2022S/S, 남 여 ,,,17,,,  #트레이닝복 #밴딩팬츠 #바지 #트레이닝셋업 #트랙팬츠 #트레이닝세트 #트레이닝바지  ,"85,635 ~ 99,000원"
26,Symbol Embroidery Jogger Pants [BK],ROSEFRANTZ,RS22SPT004BK,2022S/S, 여 ,,,54,,,  #조거팬츠 #와이드팬츠 #트레이닝팬츠  ,"36,417 ~ 39,800원"
27,꽈배기 로프 쿨링 니트 조거 팬츠 베이지,KIRTIMUKHA,P000DDIG,2022S/S, 남 ,,,12,3,후기 1개 보기,  #트레이닝팬츠 #조거팬츠 #여름바지 #트레이닝 #조거 #니트팬츠 #니트셋업  ,"54,442 ~ 59,500원"
28,LINEN VELCRO CARGO JOGGER PANTS BLACK 린넨 벨크로 카고조거팬츠 블랙,LAUL,LAUL-310,2019S/S, 남 ,200회 이상,,47,4.7,후기 11개 보기,  #린넨조거 #린넨카고 #벨크로카고 #카고조거  ,"113,643 ~ 124,200원"
29,저지 트랙 조거팬츠 [블랙],SEVENSELAH,SJPJT-BK,2020S/S, 남 ,400회 이상,50개 미만,104,4.8,후기 25개 보기,  #저지조거 #져지조거 #조거트랙팬츠 #조거팬츠  ,"72,285 ~ 79,000원"
30,training pants - black,JULIAPEPE,MH-N032BK,2020S/S, 여 ,900회 이상,50개 미만,233,4.7,후기 19개 보기,  #여성조거팬츠 #여성트레이닝바지 #조거팬츠 #트레이닝팬츠  ,"31,110 ~ 34,000원"
31,NAVAL Academy Heavy Weight Sweat Pants Navy,ESPIONAGE,20220228-01,2022S/S, 남 ,1.3천 회 이상,50개 미만,117,4.9,후기 281개 보기,  #트레이닝팬츠 #조거팬츠 #밴딩팬츠 #스웻팬츠 #스웨트팬츠 #트레이닝복 #조거  ,"94,000원"
32,우먼스 라운지 스웻팬츠 그레이화이트,AWESOME STUDIO,ASBJPT003-3,2022S/S, 여 ,,,36,5,후기 5개 보기,  #트레이닝 #트레이닝바지 #밴딩팬츠 #스웨트팬츠 #스웻팬츠 #와이드팬츠  ,"23,520 ~ 24,500원"
33,WAVE logo jogger pants - BLACK,WOOALONG,SE1DJG132BK,2022S/S, 남 ,1.5천 회 이상,50개 미만,245,5,후기 6개 보기,  #조거팬츠 #조거 #팬츠 #바지 #트레이닝바지 #트레이닝팬츠 #긴바지  ,"69,540 ~ 76,000원"
34,페이퍼 코튼 조거 팬츠 (블랙),URBANSTOFF,U22-BC06-BK,2022S/S, 남 ,,,21,,,  #남자바지 #면팬츠 #코튼팬츠 #밴딩팬츠 #조거팬츠 #캐주얼팬츠 #팬츠  ,"46,400원"
35,22 시티즌 와이드 조거 스웻 팬츠 블랙 (논기모),FEVERTIME,22_003,2022S/S, 여 ,300회 이상,,118,4.9,후기 19개 보기,,"53,985 ~ 59,000원"
36,22 더모먼트 와이드 조거 스웻 팬츠 블랙 (논기모),FEVERTIME,22_003,2022S/S, 여 ,,,113,5,후기 5개 보기,  #트레이닝바지 #조거팬츠 #스웻팬츠 #트레이닝팬츠 #와이드팬츠  ,"53,985 ~ 59,000원"
37,피크 캠핑 피그먼트 밴드 반바지 PAN2593 (3 COLOR),ALVINCLO,PAN2593,2022S/S, 남 ,,,6,,,  #트레이닝 #스웨트팬츠 #스웻팬츠 #트레이닝팬츠 #트레이닝바지 #밴딩팬츠 #반바지  ,"31,933 ~ 34,900원"
38,PHYPS® INNERPEACE JOGGER PANTS BLACK,PHYSICAL EDUCATION DEPARTMENT,PC1PT0041BK,2022S/S, 남 ,,,32,,,,"52,440 ~ 55,200원"
39,LIGHT NYLON PANTS [BLUE],VIVASTUDIO,LHVB05,2022S/S, 남 ,1.7천 회 이상,50개 미만,179,,,,"72,468 ~ 79,200원"
40,자수포인트조거팬츠 EMBROIDERED JOGGER PANTS,ORDINARY HOLIDAY,W7C23QDPT105,2022S/S, 여 ,900회 이상,,127,5,후기 1개 보기,  #팬츠 #조거 #스웻팬츠 #바지 #조거바지 #여름바지 #트레이닝팬츠  ,"36,508 ~ 39,900원"
41,WIDE 2 TONE ARCH SWEAT PANTS BLACK,YALE,YC1PT0031BK,2022S/S, 남 ,900회 이상,50개 이상,188,4.9,후기 18개 보기,  #로고 #아이비리그  ,"39,500원"
42,XP103 오웬 카고팬츠 (BROWN),XTONZ,XTONZ22S108,2022S/S, 남 ,200회 이상,,83,5,후기 11개 보기,  #팬츠 #카고팬츠 #벌룬팬츠 #롱팬츠 #와이드팬츠 #카고조거팬츠 #조거팬츠  ,"56,821 ~ 62,100원"
43,ISO400 우븐 카고 조거 팬츠 IVORY,KODAK,K2123LPT23IVR,2022S/S, 남 ,300회 이상,,32,4.9,후기 19개 보기,  #코닥어패럴 #스웻팬츠 #조거팬츠 #조거 #밴딩팬츠 #조거바지 #스웨트팬츠  ,"127,185 ~ 139,000원"
44,올시즌 카고 조거 팬츠 베이지,AWESOME STUDIO,ASBJPT006,2022S/S, 여 ,,,47,5,후기 3개 보기,  #조거 #트레이닝복 #나일론팬츠 #조거바지 #조거팬츠 #밴딩팬츠 #트레이닝팬츠  ,"31,293 ~ 34,200원"
45,라이트 웨이트 블랙 카모 조거,HYPER DENIM,HD107,2021S/S, 남 ,,,46,4.8,후기 22개 보기,  #조거 #JOGGER  ,"72,285 ~ 79,000원"
46,크리스탈 조거 팬츠 - 피치,ROCKCAKE,RC21PT001,2021S/S, 여 ,1.3천 회 이상,50개 이상,729,4.8,후기 267개 보기,  #조거 #밴딩팬츠 #츄리닝 #팬츠 #트레이닝복 #트레이닝팬츠 #트레이닝  ,"58,560 ~ 64,000원"
47,22SS03AT003 에스큐 프론트 라인 레귤러 롱 스웻팬츠 (8%멜란지),ATTENTIONROW,22SS03AT003,2022S/S, 남 ,1.7천 회 이상,50개 미만,111,4.9,후기 31개 보기,  #조거팬츠 #바지 #트레이닝복 #팬츠 #조거바지 #조거 #오버핏  ,"83,520 ~ 87,000원"
48,SPIKE (스파이크) α TR 팬츠_Black,DYNAFIT,YMM22310Z1,2022S/S, 남 ,,,5,,,,"119,000원"
49,D Brush Logo Jogger Pants - Red,NOT4NERD,PT049RD,2022S/S, 남 ,900회 이상,50개 미만,276,4.9,후기 9개 보기,  #스웻팬츠 #트레이닝팬츠 #조거팬츠 #조거 #트레이닝바지 #셋업 #스웨트팬츠  ,"39,802 ~ 43,500원"
50,MINI LOGO TRAINING PANTS CREAM,AVANDRESS,21AV008,2021S/S, 남 ,1.4천 회 이상,50개 이상,185,4.8,후기 120개 보기,  #트레이닝바지 #트레이닝 #스웨트팬츠 #트레이닝팬츠 #조거팬츠 #스웻팬츠 #셋업  ,"20,130 ~ 22,000원"
51,쿨 서커 사이드 턱 밴딩 팬츠 (Black),DNSR,21 SS,2021S/S, 남 ,700회 이상,50개 이상,102,4.7,후기 89개 보기,,"77,000원"
52,레이첼 그린 조거팬츠-블랙,SUPERSUB,레이첼 그린 조거팬츠-블랙,2021F/W, 남 ,300회 이상,50개 미만,21,4.8,후기 58개 보기,  #조거 #트레이닝팬츠 #조거팬츠 #바지 #트레이닝복 #밴딩팬츠 #팬츠  ,"38,430 ~ 42,000원"
53,스트레이트핏 스테이블 기모 트레이닝 팬츠_BZ4K13331MGR,BORNHIKER,BZ4K13331MGR,2021F/W, 남 ,900회 이상,50개 이상,73,4.6,후기 34개 보기,  #기모 #2XL #트레이닝팬츠 #트레이닝 #트레이닝셋업 #조거팬츠 #스웻팬츠  ,"36,508 ~ 39,900원"
54,USA SWEATPANTS (NAVY),STAFFONLY,SOTOACP05UN9,2021F/W, 남 ,900회 이상,50개 이상,196,4.6,후기 21개 보기,,"47,328 ~ 49,300원"
55,[블랙]B-코지 베이직 조거 팬츠-블랙,FILLUMINATE,B-Cozy Basic Jogger Pants,ALLS/S, 남 ,300회 이상,50개 미만,126,4.8,후기 57개 보기,  #트레이닝 #트레이닝팬츠 #조거 #조거팬츠 #스웨트팬츠 #팬츠 #남자바지  ,"16,575 ~ 19,500원"
56,헤비웨이트 스웨트 팬츠 [데저트 핑크],MUSINSA STANDARD,MMJPK611-EP,2021S/S, 남 ,500회 이상,50개 이상,262,4.8,"후기 8,753개 보기",  #스웨트컬렉션 #이지웨어 #트레이닝복 #운동복 #원마일웨어 #스웻팬츠 #라운지웨어 #무탠픽업  ,"32,544 ~ 33,900원"
57,이지 라인 팬츠 [블랙],ASURA,asura21ss13,2021S/S, 여 ,,,50,5,후기 6개 보기,  #와이드팬츠 #밴딩팬츠 #밴드 #롱 #트랙팬츠  ,"63,409 ~ 69,300원"
58,무지개 자수 기모 조거 팬츠_메란지,DOMINANT,m1037_454121,2020F/W, 남 ,300회 이상,50개 미만,157,4.9,후기 32개 보기,  #캐주얼스트릿  ,"57,828 ~ 63,200원"
59,222반다 사이드라인 버튼 트레이닝바지 블랙,KAPPA,219093_mu,800회이상, 남 ,800회 이상,50개 미만,719,4.5,후기 46개 보기,  #트랙팬츠 #와이드  ,"48,861 ~ 53,400원"
60,REVERSAL CUT SWEAT CROP PANTS (Gray),A NOTHING,19SUM-05-GR,100회이상, 남 ,100회 이상,,35,5,후기 6개 보기,  #바지 #셋업 #조거 #트레이닝  ,"44,331 ~ 48,450원"
61,오리지널모노 와이드 팬츠 (기모),FRANKENMONO,FRK-703,200회이상, 남 ,200회 이상,,52,4.5,후기 13개 보기,  #기모 #면바지 #코튼팬츠 #팬츠  ,"18,208 ~ 19,900원"
62,[자수 O/X 선택 가능] 트랙 조거 슬랙스 (LIGHT BEIGE),AT THE MOMENT,atm20sb002lb,2020S/S, 남 ,200회 이상,50개 미만,168,4.4,후기 39개 보기,  #슬랙스 #조거팬츠 #카고바지 #카고조거팬츠 #트랙팬츠 #트레이닝팬츠  ,"37,515 ~ 41,000원"
63,W 조거 4102 헤비쭈리 카고 레귤러핏 블랙 조거팬츠,MAGOODGAN,MGM_PA_JG4102_09_20C_W,2020F/W, 여 ,300회 이상,,621,4.7,후기 70개 보기,  #조거팬츠 #카고팬츠 #카고조거팬츠 #카고조거 #트레이닝팬츠 #트랙팬츠 #스웨트팬츠  ,"43,500원"
64,시그니처 로고 스웨트팬츠 (그린),SLOW ACID,20FW-P1-GR,2020F/W, 남 ,1.3천 회 이상,50개 미만,100,4.7,후기 277개 보기,  #셋업  ,"48,220 ~ 52,700원"
