,제목,브랜드,품번,시즌,성별,조회수(1개월),누적판매(1년),좋아요,별점,후기개수,태그,가격
10,02. wool one size slacks (black),MOTT,02. wool one size slacks (black),2021F/W, 여 ,,,34,,,  #꾸안꾸 #21F/W컬렉션 #와이드 #와이드슬랙스 #슬랙스 #셋업  ,"84,752 ~ 92,625원"
11,투턱 테이퍼 와이드 슬랙스 블랙,MINIMALCODE,21FAPT005,2021F/W, 남 ,,50개 미만,53,4,후기 1개 보기,  #와이드 #와이드슬랙스 #정장바지 #정장팬츠 #슬랙스팬츠 #와이드팬츠 #밴딩팬츠  ,"26,992 ~ 29,500원"
12,OBLIQUE LINE TROUSERS - MELANGE BROWN,REMPLACEMENT,21FW-08,2021F/W, 여 ,,,8,,,  #슬랙스 #와이드슬랙스 #슬랙스팬츠 #21F/W컬렉션 #여자슬랙스 #여자바지 #부츠컷  ,"226,920 ~ 248,000원"
13,라곰 와이드 팬츠 블랙,OSTKAKA,930704,2021F/W, 여 ,,,8,,,,"145,485 ~ 159,000원"
14,WIDE PANTS CHARCOAL GRAY,KIMDOH,KD21FW01,2021F/W, 여 ,,,1,,,  #와이드 #밴딩팬츠 #21F/W컬렉션 #와이드슬랙스 #정장바지 #팬츠 #와이드팬츠  ,"105,225 ~ 115,000원"
15,BELT WIDE PANTS CHARCOAL GRAY,KIMDOH,KD21FW04,2021F/W, 여 ,,,1,,,  #21F/W컬렉션 #바지 #슬랙스 #여성 #와이드슬랙스 #와이드팬츠 #와이드  ,"105,225 ~ 115,000원"
16,CHECK TWO TUCK SLACKS CHECK BROWN,MAKE A TOAST,370359,2021F/W, 여 ,,,5,,,  #체크팬츠 #체크바지 #투턱팬츠 #데일리팬츠 #하이라이즈 #와이드팬츠 #슬랙스팬츠  ,"98,890 ~ 103,550원"
17,STRAIGHT PANTS NAVY,MAKE A TOAST,370357,2021F/W, 여 ,,,5,,,  #셋업팬츠 #일자핏바지 #스트레이트핏 #레귤러핏 #스웨이드 #슬랙스 #세미와이드  ,"88,910 ~ 93,100원"
18,BOOTS CUT BANDING PANTS (3COL),NEBELEVERYWEAR,21FWPT0001,2021F/W, 여 ,,,6,,,  #슬랙스 #팬츠 #부츠컷팬츠 #부츠컷슬랙스 #밴딩팬츠  ,"59,616 ~ 62,100원"
19,STRAIGHT WOOL PANT_BLACK,NEBELEVERYWEAR,21FWPT0002,2021F/W, 여 ,,,1,,,  #기본슬랙스 #일자핏바지 #슬림팬츠 #슬랙스팬츠  ,"111,456 ~ 116,100원"
20,CROP TWO  TUCK BENDING PANTS [Charcoal],DEHO,21-PT-009,2021F/W, 남 ,,,3,,,  #정장바지 #퍼펙트슬랙스 #슬랙스팬츠 #셋업 #기본슬랙스 #팬츠 #와이드팬츠  ,"162,870 ~ 178,000원"
21,코튼터치 테이퍼드 팬츠 블랙 (MM1921N015),MVIO,MM1921N015,2021F/W, 남 ,,,9,5,후기 2개 보기,  #테이퍼드핏팬츠 #테이퍼드핏바지 #스트레치팬츠 #스트레치바지 #남자바지 #남성바지  ,"72,285 ~ 79,000원"
22,CITY CRUISER PANTS (BROWN),OVERCAST,OCP03L019,2021F/W, 남 ,,,8,4,후기 2개 보기,  #와이드팬츠 #슬랙스팬츠 #기본슬랙스 #가을바지 #울팬츠 #셋업 #테이퍼드핏  ,"119,956 ~ 131,100원"
23,OFFICE TREKKING PANTS _ WOOL (BLACK),OVERCAST,OCP12L019,2021F/W, 남 ,,,4,,,  #기본슬랙스 #슬랙스팬츠 #남성슬랙스 #울팬츠 #일자핏바지 #셋업 #슬랙스  ,"119,956 ~ 131,100원"
24,코튼 스트레치 기모 팬츠 차콜그레이 (MM1X21N024),MVIO,MM1X21N024,2022S/S, 남 ,,,2,,,  #남자슬랙스 #남성슬랙스 #마실팬츠 #마실 #경량팬츠 #경량바지 #가을바지  ,"65,148 ~ 71,200원"
25,기모 베이직 노턱 슬랙스 브라운 (MM1X21S01D),MVIO,MM1X21S01D,2022S/S, 남 ,,,4,5,후기 1개 보기,  #남자슬랙스 #남성슬랙스 #마실팬츠 #마실 #경량팬츠 #경량바지 #가을바지  ,"65,148 ~ 71,200원"
26,헤링본 체크 원턱 기모 슬랙스 브라운 (MM1X21N03D),MVIO,MM1X21N03D,2022S/S, 남 ,,,6,,,  #남자슬랙스 #남성슬랙스 #밴딩바지 #남자밴딩팬츠 #기모슬랙스 #겨울슬랙스 #겨  ,"65,148 ~ 71,200원"
27,울블렌드와이드팬츠블랙,OUTSHELL,OSTZTOFWBT02BK,2021F/W, 여 ,,,12,5,후기 2개 보기,  #와이드팬츠 #와이드슬랙스 #여자와이드팬츠 #턱팬츠  ,"98,820 ~ 108,000원"
28,LOUNGE TWO-TUCK PANTS(BLACK),UNION BLUE,UNION-PT08,2021F/W, 남 ,,,20,5,후기 4개 보기,  #셋업 #팬츠 #와이드팬츠 #슬랙스 #와이드슬랙스 #투턱팬츠 #투턱슬랙스  ,"62,220 ~ 68,000원"
29,wool blend tuck pants - grey,ILOIL,IL1WPT001,2021F/W, 여 ,,,3,,,  #슬랙스팬츠 #일자핏바지 #팬츠 #여성울팬츠 #울팬츠  ,"162,870 ~ 178,000원"
30,벨티드 와이드 롱 팬츠_스모크블루,MOS MOR,M21FW11PTBL,2021F/W, 여 ,,,15,,,  #와이드슬랙스 #슬랙스 #와이드팬츠 #울팬츠 #슬랙스팬츠 #일자핏바지  ,"136,335 ~ 149,000원"
31,울 블렌드 롱 와이드 슬랙스 (베이지),JUN BY JUN K,JK21DPT002,2021F/W, 여 ,,,2,,,  #와이드슬랙스 #와이드팬츠 #울팬츠 #슬랙스팬츠 #와이드 #슬랙스  ,"136,335 ~ 149,000원"
32,울 트윌 팬츠 블랙_Man,NUAKLE,NKFWPT 028,2021F/W, 남 ,,,53,4,후기 3개 보기,  #울팬츠 #울슬랙스 #와이드팬츠 #와이드슬랙스 #블랙팬츠 #모직팬츠 #슬랙스  ,"59,566 ~ 65,100원"
33,V119 스트레이트 루즈핏 슬랙스 (샌드베이지),VOIEBIT,V119,2021F/W, 남 ,500회 이상,50개 이상,167,4.9,후기 25개 보기,  #슬랙스 #와이드슬랙스 #루즈핏 #와이드팬츠 #와이드 #정장바지 #기본슬랙스  ,"22,000원"
34,V122 레토 울 세미와이드 슬랙스 (브라운),VOIEBIT,V122,2021F/W, 남 ,,,28,4.7,후기 34개 보기,  #기본슬랙스 #슬랙스 #울팬츠 #팬츠 #와이드팬츠 #울슬랙스 #와이드슬랙스  ,"34,800원"
35,울 모더니티 팬츠_블랙,AHE,5633220,2021F/W, 여 ,,,83,4.3,후기 4개 보기,,"49,500원"
36,TWO-TUCKED SLACKS / BEIGE,P,A,2021F/W, 여 ,,,12,,,  #출근룩바지 #데일리룩바지 #데이트룩바지 #핏이예쁜바지  ,"64,233 ~ 70,200원"
37,21fw Herry Pants[Beige],PLASMA SPHERE,PS21FWPT11,2021F/W, 여 ,100회 이상,,45,5,후기 5개 보기,  #팬츠 #핀턱 #통바지 #셋업 #밴딩팬츠 #와이드슬랙스 #긴바지  ,"75,030 ~ 82,000원"
38,클래식 플레어 수트 팬츠_그레이,EPONYM,EPY21FWTR11,2021F/W, 남 ,,,2,,,  #플레어팬츠 #부츠컷팬츠 #부츠컷 #셋업 #기본슬랙스 #슬랙스 #슬랙스팬츠  ,"162,870 ~ 178,000원"
39,수린 핀턱 울 와이드 팬츠 - 다크 그레이,ONNE,NN21FWPT01,2021F/W, 여 ,,,5,,,  #와이드팬츠 #와이드슬랙스 #정장바지 #셋업 #울팬츠 #테이퍼드 #슬랙스팬츠  ,"236,070 ~ 258,000원"
40,수린 핀턱 울 와이드 팬츠 - 블랙,ONNE,NN21FWPT01,2021F/W, 여 ,,,6,,,  #와이드슬랙스 #와이드팬츠 #슬랙스팬츠 #정장바지 #셋업 #울팬츠 #테이퍼드  ,"236,070 ~ 258,000원"
41,Side detail wool slacks ( soft mauve gray ),AUBOUR,AP-012,2021F/W, 남 ,,,19,5,후기 5개 보기,  #울팬츠 #와이드팬츠 #슬랙스 #와이드슬랙스 #정장바지 #슬랙스팬츠 #셋업  ,"121,695 ~ 133,000원"
42,CASHMERE BLEND HANDMADE PANTS,CARRIERE,BLW 5016 SL,2021F/W, 여 ,,,5,,,  #팬츠 #슬랙스 #바지 #핸드메이드 #셋업  ,"283,650 ~ 310,000원"
43,REVERSE DOUBLE TUCK PANTS_TT1W404BE,THETIS,TT1W404BE,2021F/W, 여 ,200회 이상,,61,,,,"136,335 ~ 149,000원"
44,세미 슬림핏 부츠컷 팬츠,CAHIERS,F02CPT007,2021F/W, 여 ,,,0,,,  #까이에 #CAHIERS #디자이너브랜드 #김아영디자이너 #슬랙스팬츠 #슬림핏 #세미부츠컷  ,"305,610 ~ 334,000원"
45,하이웨스트 트위스트 밴딩 버전 울 팬츠(블랙),GAHI,HW-TWB-VW03BK,2021F/W, 여 ,,,0,,,  #울팬츠 #겨울바지 #밴딩팬츠 #울바지 #겨울팬츠 #캐주얼팬츠 #팬츠  ,"311,100 ~ 340,000원"
46,Slimy wide pants,EASTINDIGO,EI-21FWPNTS01,2021F/W, 여 ,,,12,,,,"140,910 ~ 154,000원"
47,울팬츠 [차콜],AYU,ayu14,2021F/W, 여 ,,,3,,,  #기본슬랙스 #겨울슬랙스 #허리밴딩 #우먼즈슬랙스 #기모바지 #정장바지 #슬랙스팬츠  ,"171,105 ~ 187,000원"
48,울 밴딩 플랩 팬츠,KELLY DONAHUE,JR21R707,2021F/W, 여 ,,,1,,,  #울혼방 #레귤러 #루즈테이퍼드 #울팬츠 #허리밴딩 #겨울슬랙스 #정장바지  ,"104,310 ~ 114,000원"
49,펌 헤어 대디 슬랙스 - 브라운,ANOTHERYOUTH,winter-16,2021F/W, 남 ,,,11,,,  #슬랙스 #바지 #울팬츠 #팬츠 #겨울슬랙스 #셋업 #와이드팬츠  ,"106,323 ~ 116,200원"
50,기모TR스판벨보텀팬츠_브라운,BAEZUAN,BMFWPT121,2021F/W, 여 ,,,2,,,  #겨울바지 #캐주얼팬츠 #밴딩팬츠 #기모바지 #부츠컷팬츠 #스판팬츠  ,"63,409 ~ 69,300원"
51,슬랙스(KD2PTD3361FBLK),KEDS,3040KD2PTD3361FBLK,2021F/W, 남 ,,,5,,,  #슬랙스 #팬츠 #와이드핏 #와이드팬츠 #바지 #와이드슬랙스 #시즌오프  ,"104,300원"
52,SLIM LONG PANTS (CHARCOAL),SAGEMENT,P0000BON,2021F/W, 여 ,,,2,,,  #바지 #팬츠 #겨울바지 #롱팬츠 #캐주얼팬츠 #울팬츠  ,"66,468 ~ 69,600원"
53,슬릿 포인트 슬림 팬츠_AWWSLL41030,SISTINA,AWWSLL41030,2022S/S, 여 ,,,1,,,,"42,456 ~ 46,400원"
54,와이드 레그 트라우저,PARAVION,JUJS301,2021F/W, 여 ,,,2,,,  #와이드팬츠 #팬츠 #슬랙스팬츠 #바지 #와이드슬랙스 #슬랙스  ,"99,918 ~ 109,200원"
55,wide string trouser_grey,ARCHAIC,ARCHAIC9,2021F/W, 여 ,,,4,,,,"63,135 ~ 69,000원"
56,pintuck wide trouser_khaki brown,ARCHAIC,ARCHAIC16,2021F/W, 여 ,,,10,,,,"81,435 ~ 89,000원"
57,베이지 골덴 아웃포켓 슬림핏 슬랙스LHW27715,LIBERCLASSY,LHW27715,2021F/W, 남 ,,,12,,,,"76,860 ~ 84,000원"
58,세미 와이드 울 슬랙스 블랙,MARBETE,0867,2021F/W, 남 ,,,7,,,  #와이드슬랙스 #겨울슬랙스 #와이드핏 #슬랙스팬츠 #팬츠 #슬랙스 #와이드팬츠  ,"48,586 ~ 53,100원"
59,POCKETO TROUSERS - CAMEL,SUSUMU,POCKETO TROUSERS,2022S/S, 여 ,,,4,,,,"145,485 ~ 159,000원"
60,새틴 팬츠 (블랙),KOYU,2001,2021S/S, 여 ,,,6,,,  #여자바지 #새틴팬츠 #스트레이트핏 #여름바지 #봄바지 #여성 #여자팬츠  ,"101,839 ~ 111,300원"
61,Twig Cover Stitched Trouser_Forest Green,J.CHUNG,JC21WTPT04FG,2021F/W, 여 ,,,0,,,,"172,935 ~ 189,000원"
62,헤링본 와이드 슬랙스 - 블랙,ADAUL,adaul0001,2021F/W, 여 ,,,11,,,,"54,435 ~ 57,000원"
63,루즈핏 와이드 슬랙스 (BEIGE),PRAIRIE,LOOSE-FIT WIDE SLACKS (BEIGE),2022S/S, 남 ,,,17,5,후기 1개 보기,  #밴딩팬츠 #슬랙스팬츠 #와이드슬랙스 #와이드팬츠 #세미와이드 #셋업  ,"46,623 ~ 53,900원"
64,[마실 팬츠] 테이퍼드 노턱 슬랙스 카키 (MM2221NS1H),MVIO,MM2221NS1H,2022S/S, 남 ,,,0,,,  #남자슬랙스 #경량팬츠 #남자밴딩  ,"72,285 ~ 79,000원"
65,레이어링 드레이프 스커트 팬츠,NEW WAVE BOYS,NFS12-DP109,2022S/S, 여 ,,,6,,,,"411,750 ~ 450,000원"
66,트위드 팬츠 [navy],LEESEED,2000000305707,2021F/W, 여 ,,,2,,,  #와이드슬랙스 #슬랙스팬츠 #슬랙스 #와이드팬츠 #바지 #세미와이드 #기본슬랙스  ,"170,190 ~ 186,000원"
67,울 딥 와이드 팬츠 [black],LEESEED,2000000305707,2021F/W, 여 ,,,1,,,,"181,170 ~ 198,000원"
68,블랙 코튼 스웨트 팬츠_레귤러핏 (422121LC25),8SECONDS,422121LC25,2022S/S, 남 ,,,4,,,  #422121LC25  ,"28,704 ~ 29,900원"
69,STANDARD 마이크로 조직 셋업 팬츠_M202MPT704MNV2,T.I FOR MEN,M202MPT704MNV2,2020F/W, 남 ,,,4,,,  #T.IFORMEN티아이포맨팬츠바지  ,"43,645 ~ 47,700원"
70,STANDARD 마이크로패턴 울 셋업 팬츠_M202MPT010MCH5,T.I FOR MEN,M202MPT010MCH5,2020F/W, 남 ,,,6,,,  #T.IFORMEN티아이포맨팬츠바지  ,"54,625 ~ 59,700원"
71,투 턱 와이드 슬랙스 ( BLACK ),MYSTERY PEOPLE RESEARCH,MP2SMPT0404BK,2022S/S, 남 ,,,8,5,후기 1개 보기,  #와이드팬츠 #슬랙스 #와이드핏 #팬츠 #와이드슬랙스 #투턱팬츠  ,"73,886 ~ 80,750원"
72,세미 와이드 슬렉스 ( NAVY ),MYSTERY PEOPLE RESEARCH,MP2SMPT0401NY,2022S/S, 남 ,,,5,,,  #슬랙스 #세미와이드 #와이드슬랙스 #와이드팬츠 #캐주얼팬츠 #수트 #수트팬츠  ,"68,671 ~ 75,050원"
73,FINE SUIT PANTS - SEPIA,BINOVULAR,21FW-P117,2021F/W, 여 ,,,1,,,,"160,125 ~ 175,000원"
74,리사이클테이퍼드핏슬랙스 다크그레이 LWPT0103,BASIC HOUSE,LWPT0103,2022ALL, 남 ,,,18,4.9,후기 7개 보기,  #슬랙스 #수트팬츠 #남자슬랙스 #테이퍼드 #세미와이드 #기본슬랙스 #슬림핏  ,"27,358 ~ 29,900원"
75,블랙 턴업 스트레이트 팬츠 (122121DY85),8SECONDS,122121DY85,2022S/S, 여 ,,,25,,,  #122121DY85  ,"47,904 ~ 49,900원"
76,[29-40 인치] 라이트베이지 세미오버 이지핏 수트 팬츠,CODIGALLERY,895186,2021F/W, 남 ,,,2,,,,"27,358 ~ 29,900원"
77,[29-40 인치] 그레이 반맞춤 4WAY 스트레치 수트 팬츠,CODIGALLERY,895188,2021F/W, 남 ,,,1,,,,"27,358 ~ 29,900원"
78,Another 남성 히든 밴딩 와이드 슬랙스-BAPK2201B03,CHASECULT,BAPK2201B03,2022S/S, 남 ,,,11,,,,"44,835 ~ 49,000원"
79,Marron wide pants_Beige,PLAMM,m1037_837811,2022S/S, 여 ,,,0,,,,"100,650 ~ 110,000원"
80,Bose wrap pants_Black,PLAMM,m1037_837121,2022S/S, 여 ,,,1,,,,"122,610 ~ 134,000원"
81,Sandra pin tuck pants_Dark navy,PLAMM,m1037_837100,2022S/S, 여 ,,,1,,,,"114,375 ~ 125,000원"
