,제목,브랜드,품번,시즌,성별,조회수(1개월),누적판매(1년),좋아요,별점,후기개수,태그,가격
30,Linen wrap pants (black),BOWLLOON,21SRBTLNBK,2021S/S, 여 ,,,25,,,  #와이드슬랙스 #허리밴딩 #와이드팬츠 #린넨팬츠 #랩팬츠 #린넨슬렉스  ,"98,820 ~ 108,000원"
31,WAVE WIDE PANTS (GRAY),ECOMMAE,EE21SS22,2021S/S, 여 ,,,9,,,  #여름바지 #와이드슬랙스 #와이드팬츠 #밴딩팬츠  ,"107,604 ~ 117,600원"
32,남)  원턱 백밴딩 팬츠 (세미와이드)_AL2WWP23-BK,JAMBANGEE,AL2WWP23-BK,2021S/S, 남 ,,,2,,,,"63,135 ~ 69,000원"
33,남녀공용 코튼스판 팬츠 블랙,DEEPINDIVE,P007BLACK,2021S/S, 남 ,,,3,,,  #캐주얼팬츠 #면바지 #코튼팬츠  ,"37,515 ~ 41,000원"
34,SOFT CARGO PANTS [CREAM],THE SLANTED,2108P1CR,2021F/W, 남 ,,,11,,,  #남성팬츠 #코튼팬츠 #면바지 #와이드팬츠 #남자바지 #카고팬츠 #카고바지  ,"81,435 ~ 89,000원"
35,밑단 변형 와이드 팬츠 크림,NUPER,NPLAZY04,2021F/W, 여 ,,,4,,,  #면바지 #조거팬츠 #면팬츠 #남녀공용팬츠 #출근룩 #와이드 #데일리팬츠  ,"53,985 ~ 59,000원"
36,아이보리 베이직핏 톡톡한 면 팬츠,CODIGALLERY,864908,2021F/W, 남 ,,,2,,,,"27,358 ~ 29,900원"
37,[CK] 여 아이보리 코듀로이 와이드 팬츠 J217989 ACJ,CALVIN KLEIN JEANS,J217989 ACJ,2021F/W, 여 ,,,23,5,후기 3개 보기,  #코듀로이 #팬츠 #21FW신상품 #캐주얼팬츠 #바지 #와이드 #와이드팬츠  ,"64,000원"
38,Tapered pants_EC,ANEDIT,AN21FT2003EC00,2021F/W, 여 ,,,17,,,  #21FW신상품 #면팬츠 #팬츠 #코튼팬츠 #테이퍼드 #캐주얼팬츠 #데일리팬츠  ,"67,252 ~ 73,500원"
39,SNK PANTS BLACK,BEBOF,BEBOF21AW001,2021F/W, 남 ,,,5,,,  #스탠다드핏 #꾸안꾸 #남성 #와이드팬츠 #남성팬츠 #면바지 #코튼팬츠  ,"145,485 ~ 159,000원"
40,SNK PANTS KHAKI,BEBOF,BEBOF21AW002,2021F/W, 남 ,,,2,,,  #코튼팬츠 #면팬츠 #남성팬츠 #치노팬츠 #면바지 #캐주얼팬츠 #부츠컷  ,"145,485 ~ 159,000원"
41,가먼트 다이 포켓 팬츠 카키,BEBUMS,BMS-03010-GRN,2021F/W, 남 ,100회 이상,,11,5,후기 2개 보기,,"123,708 ~ 135,200원"
42,Wide cropped pants_4DIY55A33100,Benetton,4DIY55A33100,2021F/W, 여 ,,,3,,,,"72,285 ~ 79,000원"
43,Cotton spandex banding pants_4TQ755JQ895A,Benetton,4TQ755JQ895A,2021F/W, 남 ,,,4,,,,"72,285 ~ 79,000원"
44,Cotton spandex banding pants_4TQ755JQ8700,Benetton,4TQ755JQ8700,2021F/W, 남 ,,,2,,,,"72,285 ~ 79,000원"
45,FATIGUE POCKET CORDUROY BANDING PANTS GREY,ACME DE LA VIE,ADLV-21FW-PTDFGP-GRY,2021F/W, 남 ,,,5,,,  #긴바지 #남성팬츠 #팬츠 #코튼팬츠 #바지 #면바지 #면팬츠  ,"99,735 ~ 109,000원"
46,RIVET PATCHWORK EMBROIDERED COTTON PANTS GREEN GREY,ACME DE LA VIE,ADLV-21FW-PTDRPC-GGR,2021F/W, 남 ,,,12,,,,"108,885 ~ 119,000원"
47,코튼/폴리 레귤리핏 벨티드 팬츠 C/P REGULAR FIT BELTED PT,OUTDOOR PRODUCTS,WO136PJPTZ09,2021F/W, 남 ,1.2천 회 이상,50개 미만,128,4.8,후기 19개 보기,,"82,258 ~ 89,900원"
48,스탠다드 코튼 밴딩 팬츠 (베이지),FFEFF STUDIO,1275820,2021F/W, 남 ,200회 이상,,36,5,후기 2개 보기,  #트라우저 #코튼슬랙스 #정장바지 #가을코디 #가을옷 #면바지 #베이직팬츠  ,"79,788 ~ 87,200원"
49,코듀로이 라운드 팬츠,AIMSWING+8,21FW-PT04,2021F/W, 여 ,,,31,1,후기 1개 보기,  #21F/W선발매 #코듀로이팬츠 #코튼팬츠 #면바지 #팬츠 #와이드팬츠 #스트레이트팬츠  ,"136,335 ~ 149,000원"
50,허리밴딩 스탠다드핏 베이직 면팬츠(카키),GOLDPERCENT,GP,2021F/W, 남 ,,,5,,,,"61,579 ~ 67,300원"
51,[슬로우보이]21FW TAPERED THREE TUCK CORDUROY PANTS CAMEL,BESLOW,SWB21FTATHTUCOCA,2021F/W, 남 ,1.4천 회 이상,50개 미만,121,4.9,후기 72개 보기,  #면바지 #코튼팬츠 #와이드팬츠 #치노팬츠 #코듀로이팬츠 #와이드  ,"46,368 ~ 48,300원"
52,스키니핏 슬림 허리밴딩 카고 카모플라주 면팬츠,GOLDPERCENT,GP,2021F/W, 남 ,,,4,,,  #카모 #카모플라쥬 #카모팬츠 #치노팬츠 #팬츠 #밴딩팬츠  ,"68,442 ~ 74,800원"
53,PT13CO05,GREYYANG,PT13CO05,2021F/W, 여 ,,,2,,,,"162,240 ~ 169,000원"
54,SIDE LINE COTTON PANTS_Ivory,QUAFE,769478,2021F/W, 여 ,,,23,,,,"108,885 ~ 119,000원"
55,Skater Boy Pants Skyblue,SURFNTURF,SBPSB,2021S/S, 남 ,200회 이상,,17,5,후기 2개 보기,  #긴바지 #팬츠 #면바지 #코튼팬츠 #와이드 #와이드팬츠 #치노팬츠  ,"81,435 ~ 89,000원"
56,OFFICE TREKKING PANTS (NAVY),OVERCAST,OCP01L019,2021F/W, 남 ,,,4,,,,"102,571 ~ 112,100원"
57,tapered turn-up PT-black,LING SEOUL,버닝PT-블랙,2021F/W, 여 ,,,8,,,,"69,448 ~ 75,900원"
58,cotton pintuck PT-black,LING SEOUL,투턱PT-블랙,2021F/W, 여 ,,,5,,,,"84,546 ~ 92,400원"
59,M490 hit cotton wide pants black,THE-ABON,516862,2021F/W, 남 ,,,12,,,,"50,325 ~ 55,000원"
60,M508 corduroy wide pants black,THE-ABON,516865,2021F/W, 남 ,,,3,,,,"53,985 ~ 59,000원"
61,M456 banding cotton pants charcoal,THE-ABON,516868,2021F/W, 남 ,,,4,,,,"53,985 ~ 59,000원"
62,M456 banding cotton pants navy,THE-ABON,516869,2021F/W, 남 ,,,4,,,,"53,985 ~ 59,000원"
63,M490 hit cotton wide pants natual,THE-ABON,516914,2021F/W, 남 ,,,8,,,,"50,325 ~ 55,000원"
64,STPT319BEM Zurry Cargo Pants,STORM LONDON,STPT319BEM,2021F/W, 남 ,,,4,,,  #바지 #팬츠 #캐주얼팬츠 #카고조거팬츠 #힙합 #트레이닝조거팬츠  ,"135,420 ~ 148,000원"
65,어스 코듀로이 밴딩 팬츠 카키 WSLP9102,UNDERBASE,2179283,2021F/W, 남 ,900회 이상,50개 이상,166,4.8,후기 40개 보기,  #코듀로이 #코듀로이팬츠 #밴딩팬츠 #팬츠  ,"30,286 ~ 33,100원"
66,21FW 슬림핏 TAHOMA 소프트워시드 치노팬츠(TC),GIANNI LUPO,TAHOMA_TC,2021F/W, 남 ,,,1,,,  #남성팬츠 #팬츠 #바지 #긴바지 #면바지 #캐주얼팬츠 #코튼팬츠  ,"123,525 ~ 135,000원"
67,글랙 서비스 팬츠 (TAUPE),GLACK,1967129,2021F/W, 남 ,200회 이상,,43,4.6,후기 5개 보기,  #면팬츠 #코튼팬츠 #캐주얼팬츠 #팬츠 #와이드팬츠 #와이드  ,"48,586 ~ 53,100원"
68,21FW 슬림캐롯핏 FJ3279 워싱 코듀로이 카고팬츠(CM),GIANNI LUPO,FJ3279CM,2021F/W, 남 ,,,4,,,  #코튼팬츠 #카고팬츠 #코듀로이 #코듀로이팬츠 #밴딩팬츠 #캐주얼팬츠 #카고바지  ,"135,420 ~ 148,000원"
69,코듀로이 부츠컷 팬츠_핑크,JUNEJUNE SPACE,WJ1F0-CBPT010,2021F/W, 여 ,,,107,5,후기 4개 보기,  #밴딩바지 #캐주얼팬츠 #와이드팬츠 #바지 #밴딩팬츠 #트레이닝팬츠 #팬츠  ,"75,579 ~ 82,600원"
70,코듀로이 부츠컷 팬츠_브라운,JUNEJUNE SPACE,WJ1F0-CBPT012,2021F/W, 여 ,,,51,5,후기 1개 보기,  #밴딩바지 #캐주얼팬츠 #와이드팬츠 #바지 #밴딩팬츠 #트레이닝팬츠 #팬츠  ,"75,579 ~ 82,600원"
71,SEASIDE CORDUROY PANTS (DOWNTOWN BROWN),BIGWAVE COLLECTIVE,852014,2021F/W, 남 ,,,25,4.5,후기 2개 보기,  #캐주얼팬츠 #치노팬츠 #코듀로이팬츠  ,"65,148 ~ 71,200원"
72,TONE PANTS (BEIGE),KOYU,TONE1,2021F/W, 남 ,,,23,5,후기 1개 보기,  #면팬츠 #치노팬츠 #루즈핏 #와이드팬츠 #오버핏 #시티보이 #나일론팬츠  ,"127,185 ~ 139,000원"
73,LP21 CODUROY LIP PANTS (LIGHT KHAKI),LUONEER,1768920,2021F/W, 남 ,300회 이상,,87,4.6,후기 12개 보기,  #코튼팬츠 #코듀로이 #와이드 #팬츠 #긴바지  ,"69,174 ~ 75,600원"
74,LP21 CODUROY LIP PANTS (NAVY),LUONEER,1768920,2021F/W, 남 ,200회 이상,,47,4.6,후기 12개 보기,  #와이드 #캐주얼팬츠 #면바지 #코튼팬츠 #남성팬츠 #긴바지 #와이드팬츠  ,"69,174 ~ 75,600원"
75,Cotton Baggy Pants [Navy/Khaki],RAAM,RA-PT-20003,, 여 ,,,7,,,  #면바지 #긴바지 #밴딩팬츠 #면팬츠 #팬츠 #코튼팬츠  ,"35,685 ~ 39,000원"
76,자이언트핏 코듀로이 팬츠(카키),TAKEASY,T21PT029,2021F/W, 남 ,500회 이상,50개 미만,70,4.8,후기 44개 보기,,"29,280 ~ 32,000원"
77,로고 테이핑 스웻 팬츠 ( 아이보리 ),OBJECTFUNK,SS007,2021F/W, 남 ,,,11,,,  #코튼팬츠 #밴딩팬츠 #긴바지 #로고팬츠 #힙합 #스트릿 #스트릿브랜드  ,"45,024 ~ 46,900원"
78,로고 테이핑 스웻 팬츠 ( 브라운 ),OBJECTFUNK,ss008,2021F/W, 남 ,,,12,,,  #밴딩팬츠 #조거팬츠 #힙합 #남성팬츠 #긴바지 #코튼팬츠 #팬츠  ,"45,024 ~ 46,900원"
79,Luster Semi Wide Banding Pant[Charcoal],LE SOLEIL MATINEE,LSM21FPT010,2021F/W, 여 ,,,15,,,  #바지 #팬츠 #밴딩팬츠 #와이드팬츠 #코튼팬츠 #츄리닝 #츄리닝바지  ,"62,164 ~ 67,940원"
80,Luster Semi Wide Banding Pant[Black],LE SOLEIL MATINEE,LSM21FPT010,2021F/W, 여 ,,,9,,,  #바지 #팬츠 #와이드팬츠 #밴딩팬츠 #코튼팬츠 #츄리닝 #츄리닝바지  ,"62,164 ~ 67,940원"
81,엔젤 패턴 코튼 팬츠 차콜,DUCKDIVE,DKDV21FWPT005,2021F/W, 남 ,,,33,4.5,후기 4개 보기,  #바지 #밴딩팬츠 #팬츠 #면바지 #코튼팬츠 #그래픽 #그래픽팬츠  ,"57,004 ~ 62,300원"
82,블루 코듀로이 면혼방 팬츠 DLPA1DT01B3,DAKS LONDON STUDIO,DLPA1DT01B3,2021F/W, 여 ,,,4,,,,"196,725 ~ 215,000원"
83,와이드 카고 코듀로이 팬츠 (블랙),URBANSTOFF,U21-BC02-BK,2021F/W, 남 ,1.6천 회 이상,50개 이상,326,4.6,후기 33개 보기,  #코듀로이 #면팬츠 #긴바지 #바지 #와이드팬츠 #카고팬츠  ,"35,400원"
84,와이드 카고 코듀로이 팬츠 (브라운),URBANSTOFF,U21-BC02-BR,2021F/W, 남 ,2.5천 회 이상,50개 미만,329,4.6,후기 33개 보기,  #코듀로이 #면팬츠 #긴바지 #바지 #와이드팬츠 #카고팬츠  ,"35,400원"
85,Piaget wide pants black,PLAMM,m1037_752536,2021F/W, 여 ,,,0,,,  #여성복 #캐쥬얼 #와이드팬츠 #주름바지 #긴바지 #울 #울팬츠  ,"81,984 ~ 89,600원"
86,밴딩 컬러 팬츠-머스타드,PAGE,PD21PT05,2021F/W, 여 ,,,6,,,,"89,670 ~ 98,000원"
87,밀라노 레귤러핏 스트레치 코듀로이 팬츠 (챠콜) (37684537),BROOKS BROTHERS,1288998,2021F/W, 남 ,,,12,,,  #남성팬츠 #팬츠 #코듀로이팬츠 #레귤러핏팬츠 #남자바지 #바지 #코듀로이  ,"112,087 ~ 122,500원"
88,702 웜 릴렉스 팬츠 블랙,KULTE,KSS3UPCP702-PBK,2021F/W, 남 ,,,5,,,  #면바지 #팬츠 #남자바지  ,"81,435 ~ 89,000원"
89,Corduroy tapered fit pants_434R57CU882M,Benetton,434R57CU882M,2021F/W, 남 ,,,1,,,,"81,435 ~ 89,000원"
90,tapered turn-up PT-black,LING SEOUL,버닝PT-블랙,2021F/W, 여 ,,,8,,,,"69,448 ~ 75,900원"
91,cotton pintuck PT-black,LING SEOUL,투턱PT-블랙,2021F/W, 여 ,,,5,,,,"84,546 ~ 92,400원"
92,M490 hit cotton wide pants black,THE-ABON,516862,2021F/W, 남 ,,,12,,,,"50,325 ~ 55,000원"
93,M508 corduroy wide pants black,THE-ABON,516865,2021F/W, 남 ,,,3,,,,"53,985 ~ 59,000원"
94,M456 banding cotton pants charcoal,THE-ABON,516868,2021F/W, 남 ,,,4,,,,"53,985 ~ 59,000원"
95,M456 banding cotton pants navy,THE-ABON,516869,2021F/W, 남 ,,,4,,,,"53,985 ~ 59,000원"
96,M490 hit cotton wide pants natual,THE-ABON,516914,2021F/W, 남 ,,,8,,,,"50,325 ~ 55,000원"
97,STPT319BEM Zurry Cargo Pants,STORM LONDON,STPT319BEM,2021F/W, 남 ,,,4,,,  #바지 #팬츠 #캐주얼팬츠 #카고조거팬츠 #힙합 #트레이닝조거팬츠  ,"135,420 ~ 148,000원"
98,어스 코듀로이 밴딩 팬츠 카키 WSLP9102,UNDERBASE,2179283,2021F/W, 남 ,900회 이상,50개 이상,166,4.8,후기 40개 보기,  #코듀로이 #코듀로이팬츠 #밴딩팬츠 #팬츠  ,"30,286 ~ 33,100원"
99,21FW 슬림핏 TAHOMA 소프트워시드 치노팬츠(TC),GIANNI LUPO,TAHOMA_TC,2021F/W, 남 ,,,1,,,  #남성팬츠 #팬츠 #바지 #긴바지 #면바지 #캐주얼팬츠 #코튼팬츠  ,"123,525 ~ 135,000원"
100,글랙 서비스 팬츠 (TAUPE),GLACK,1967129,2021F/W, 남 ,200회 이상,,43,4.6,후기 5개 보기,  #면팬츠 #코튼팬츠 #캐주얼팬츠 #팬츠 #와이드팬츠 #와이드  ,"48,586 ~ 53,100원"
101,21FW 슬림캐롯핏 FJ3279 워싱 코듀로이 카고팬츠(CM),GIANNI LUPO,FJ3279CM,2021F/W, 남 ,,,4,,,  #코튼팬츠 #카고팬츠 #코듀로이 #코듀로이팬츠 #밴딩팬츠 #캐주얼팬츠 #카고바지  ,"135,420 ~ 148,000원"
102,코듀로이 부츠컷 팬츠_핑크,JUNEJUNE SPACE,WJ1F0-CBPT010,2021F/W, 여 ,,,107,5,후기 4개 보기,  #밴딩바지 #캐주얼팬츠 #와이드팬츠 #바지 #밴딩팬츠 #트레이닝팬츠 #팬츠  ,"75,579 ~ 82,600원"
103,코듀로이 부츠컷 팬츠_브라운,JUNEJUNE SPACE,WJ1F0-CBPT012,2021F/W, 여 ,,,51,5,후기 1개 보기,  #밴딩바지 #캐주얼팬츠 #와이드팬츠 #바지 #밴딩팬츠 #트레이닝팬츠 #팬츠  ,"75,579 ~ 82,600원"
104,SEASIDE CORDUROY PANTS (DOWNTOWN BROWN),BIGWAVE COLLECTIVE,852014,2021F/W, 남 ,,,25,4.5,후기 2개 보기,  #캐주얼팬츠 #치노팬츠 #코듀로이팬츠  ,"65,148 ~ 71,200원"
105,TONE PANTS (BEIGE),KOYU,TONE1,2021F/W, 남 ,,,23,5,후기 1개 보기,  #면팬츠 #치노팬츠 #루즈핏 #와이드팬츠 #오버핏 #시티보이 #나일론팬츠  ,"127,185 ~ 139,000원"
106,LP21 CODUROY LIP PANTS (LIGHT KHAKI),LUONEER,1768920,2021F/W, 남 ,300회 이상,,87,4.6,후기 12개 보기,  #코튼팬츠 #코듀로이 #와이드 #팬츠 #긴바지  ,"69,174 ~ 75,600원"
107,LP21 CODUROY LIP PANTS (NAVY),LUONEER,1768920,2021F/W, 남 ,200회 이상,,47,4.6,후기 12개 보기,  #와이드 #캐주얼팬츠 #면바지 #코튼팬츠 #남성팬츠 #긴바지 #와이드팬츠  ,"69,174 ~ 75,600원"
108,Cotton Baggy Pants [Navy/Khaki],RAAM,RA-PT-20003,, 여 ,,,7,,,  #면바지 #긴바지 #밴딩팬츠 #면팬츠 #팬츠 #코튼팬츠  ,"35,685 ~ 39,000원"
109,자이언트핏 코듀로이 팬츠(카키),TAKEASY,T21PT029,2021F/W, 남 ,500회 이상,50개 미만,70,4.8,후기 44개 보기,,"29,280 ~ 32,000원"
110,로고 테이핑 스웻 팬츠 ( 아이보리 ),OBJECTFUNK,SS007,2021F/W, 남 ,,,11,,,  #코튼팬츠 #밴딩팬츠 #긴바지 #로고팬츠 #힙합 #스트릿 #스트릿브랜드  ,"45,024 ~ 46,900원"
111,로고 테이핑 스웻 팬츠 ( 브라운 ),OBJECTFUNK,ss008,2021F/W, 남 ,,,12,,,  #밴딩팬츠 #조거팬츠 #힙합 #남성팬츠 #긴바지 #코튼팬츠 #팬츠  ,"45,024 ~ 46,900원"
112,Luster Semi Wide Banding Pant[Charcoal],LE SOLEIL MATINEE,LSM21FPT010,2021F/W, 여 ,,,15,,,  #바지 #팬츠 #밴딩팬츠 #와이드팬츠 #코튼팬츠 #츄리닝 #츄리닝바지  ,"62,164 ~ 67,940원"
113,Luster Semi Wide Banding Pant[Black],LE SOLEIL MATINEE,LSM21FPT010,2021F/W, 여 ,,,9,,,  #바지 #팬츠 #와이드팬츠 #밴딩팬츠 #코튼팬츠 #츄리닝 #츄리닝바지  ,"62,164 ~ 67,940원"
114,엔젤 패턴 코튼 팬츠 차콜,DUCKDIVE,DKDV21FWPT005,2021F/W, 남 ,,,33,4.5,후기 4개 보기,  #바지 #밴딩팬츠 #팬츠 #면바지 #코튼팬츠 #그래픽 #그래픽팬츠  ,"57,004 ~ 62,300원"
115,블루 코듀로이 면혼방 팬츠 DLPA1DT01B3,DAKS LONDON STUDIO,DLPA1DT01B3,2021F/W, 여 ,,,4,,,,"196,725 ~ 215,000원"
116,와이드 카고 코듀로이 팬츠 (블랙),URBANSTOFF,U21-BC02-BK,2021F/W, 남 ,1.6천 회 이상,50개 이상,326,4.6,후기 33개 보기,  #코듀로이 #면팬츠 #긴바지 #바지 #와이드팬츠 #카고팬츠  ,"35,400원"
117,와이드 카고 코듀로이 팬츠 (브라운),URBANSTOFF,U21-BC02-BR,2021F/W, 남 ,2.5천 회 이상,50개 미만,329,4.6,후기 33개 보기,  #코듀로이 #면팬츠 #긴바지 #바지 #와이드팬츠 #카고팬츠  ,"35,400원"
118,Piaget wide pants black,PLAMM,m1037_752536,2021F/W, 여 ,,,0,,,  #여성복 #캐쥬얼 #와이드팬츠 #주름바지 #긴바지 #울 #울팬츠  ,"81,984 ~ 89,600원"
119,밴딩 컬러 팬츠-머스타드,PAGE,PD21PT05,2021F/W, 여 ,,,6,,,,"89,670 ~ 98,000원"
120,밀라노 레귤러핏 스트레치 코듀로이 팬츠 (챠콜) (37684537),BROOKS BROTHERS,1288998,2021F/W, 남 ,,,12,,,  #남성팬츠 #팬츠 #코듀로이팬츠 #레귤러핏팬츠 #남자바지 #바지 #코듀로이  ,"112,087 ~ 122,500원"
121,702 웜 릴렉스 팬츠 블랙,KULTE,KSS3UPCP702-PBK,2021F/W, 남 ,,,5,,,  #면바지 #팬츠 #남자바지  ,"81,435 ~ 89,000원"
122,Corduroy tapered fit pants_434R57CU882M,Benetton,434R57CU882M,2021F/W, 남 ,,,1,,,,"81,435 ~ 89,000원"
123,Corduroy tapered fit pants_434R57CU8852,Benetton,434R57CU8852,2021F/W, 남 ,,,1,,,,"81,435 ~ 89,000원"
124,자이언트핏 코듀로이 카고팬츠(베이지),TAKEASY,T21PT031,2021F/W, 남 ,1.1천 회 이상,50개 이상,221,4.8,후기 60개 보기,,"37,881 ~ 41,400원"
125,코듀로이 루즈핏 이밴드 팬츠 아이보리,STPEAKNICKR,ST143194103,2021F/W, 여 ,,,12,,,  #SPNK #코듀로이 #루즈핏 #이밴드 #팬츠  ,"43,188 ~ 47,200원"
126,REGULAR FIT CROPPED PANTS_LIGHT BEIGE,COQ,2010976,2021F/W, 남 ,,,64,5,후기 6개 보기,,"43,188 ~ 47,200원"
