,제목,브랜드,품번,시즌,성별,조회수(1개월),누적판매(1년),좋아요,별점,후기개수,태그,가격
39,라운지 스웨트 팬츠 [멜란지 그레이],MUSINSA STANDARD,MIPT0006-MG,2.3만회이상, 남 ,2.3만 회 이상,3만 개 이상,"24,440",4.8,"후기 35,646개 보기",  #스웨트셋업 #스웨트컬렉션 #이지웨어 #트랙팬츠 #트레이닝팬츠 #홈웨어컬렉션 #셋업 #무탠픽업  ,"22,358 ~ 23,290원"
40,버뮤다 원턱 하프 팬츠_Black,LAFUDGESTORE,m1037_685388,2021S/S, 남 ,6만 회 이상,5.3천 개 이상,"6,003",4.8,"후기 3,140개 보기",  #반바지 #쇼츠 #하프팬츠 #와이드팬츠 #원턱팬츠 #밴딩팬츠 #버뮤다팬츠  ,"34,200 ~ 36,000원"
41,테이퍼드 와이드 원턱 린넨 팬츠_MidNight Blue,LAFUDGESTORE,m1037_685363,2022S/S, 남 ,3.8만 회 이상,8.6천 개 이상,"8,385",4.8,"후기 35,599개 보기",  #테이퍼드 #와이드팬츠 #린넨팬츠 #린넨 #원턱팬츠 #와이드 #밴딩팬츠  ,"28,310 ~ 29,800원"
42,와이드 히든 밴딩 슬랙스 [미디엄 그레이],MUSINSA STANDARD,MIPS0004-MR,14.1만회이상, 남 ,14.1만 회 이상,5.5만 개 이상,"55,501",4.8,"후기 110,438개 보기",  #정장바지 #퍼펙트슬랙스 #트라우저 #셋업 #와이드팬츠 #루즈핏 #와이드핏 #무탠픽업  ,"31,584 ~ 32,900원"
43,우먼즈 라운지 스웨트 팬츠 [블랙],MUSINSA STANDARD,MWJPK106-BK,3.4만회이상, 여 ,3.4만 회 이상,2.4만 개 이상,"35,911",4.8,"후기 19,570개 보기",  #무신사스탠다드우먼즈 #트레이닝복 #우먼즈스웨트컬렉션 #라운지웨어 #트레이닝팬츠 #바지 #스웨트시리즈 #스웨트컬렉션 #무탠픽업  ,"24,864 ~ 25,900원"
44,딥 원턱 스웨트 버뮤다 반바지_그레이,CODEGRAPHY,CBBU3PS120DG,2022S/S, 남 ,5.7만 회 이상,3천 개 이상,"5,161",4.8,후기 413개 보기,  #쇼츠 #반바지 #트레이닝 #트레이닝팬츠 #트레이닝바지 #바지 #트레이닝쇼츠  ,"25,998 ~ 31,900원"
45,Easy Pants / 6 COLOR,BIG UNION,BUEP01,2022S/S, 남 ,2.8만 회 이상,1.5천 개 이상,"1,781",5,후기 108개 보기,  #면팬츠 #여름바지 #면바지 #밴딩팬츠 #코튼팬츠 #캐주얼팬츠 #치노팬츠  ,"42,822 ~ 46,800원"
46,라운지 스웨트 팬츠 [블랙],MUSINSA STANDARD,MIPT0006-BK,2.3만회이상, 남 ,2.3만 회 이상,3.4만 개 이상,"28,995",4.8,"후기 35,646개 보기",  #스웨트셋업 #스웨트컬렉션 #이지웨어 #트랙팬츠 #트레이닝팬츠 #홈웨어컬렉션 #무탠픽업  ,"22,358 ~ 23,290원"
47,스웨트 쇼츠 [블랙],MUSINSA STANDARD,MIPT0002-BK,1.8만회이상, 남 ,1.8만 회 이상,5.6천 개 이상,"5,775",4.7,"후기 10,217개 보기",  #반바지 #아웃도어 #올데이쇼츠 #하프팬츠 #스웨트팬츠 #쇼츠컬렉션 #스웨트컬렉션 #무탠픽업  ,"19,104 ~ 19,900원"
48,원 턱 레귤러 핏 치노 팬츠 [베이지],MUSINSA STANDARD,MMAPC506-BE,2021F/W, 남 ,3.8만 회 이상,2.4천 개 이상,"3,842",4.8,"후기 1,772개 보기",  #기본바지 #바지 #테이퍼드핏 #면바지 #캐주얼팬츠 #치노팬츠 #무탠픽업  ,"31,584 ~ 32,900원"
49,와이드 데님 팬츠 (DEEP GREY),TOFFEE,TAS-WDDP04,9.9만회이상, 남 ,9.9만 회 이상,5.9만 개 이상,"81,486",4.8,"후기 124,904개 보기",  #데님팬츠 #와이드 #와이드데님 #와이드청바지 #와이드팬츠 #청바지  ,"33,900원"
50,투턱 버뮤다 애드 데님 쇼츠_2 COLOR,KIIMUIR,KBBU3PS050,2022S/S, 남 여 ,7만 회 이상,2.3천 개 이상,"5,210",4.8,후기 431개 보기,  #쇼츠 #반바지 #팬츠 #하프팬츠 #숏팬츠 #버뮤다팬츠 #남자반바지  ,"29,300원"
51,OG se 카고조거 슬랙스 Black,SEVENSELAH,WSJOGSBK,2.1만회이상, 남 ,2.1만 회 이상,1.5만 개 이상,"26,571",4.8,"후기 13,747개 보기",  #슬랙스 #조거팬츠 #카고조거 #카고조거팬츠 #트랙팬츠 #프리미엄  ,"44,100 ~ 49,000원"
52,우븐 조거 팬츠(블랙),NINETY PLUS,18113,2.4만회이상, 남 ,2.4만 회 이상,8.1천 개 이상,"7,334",4.9,"후기 2,492개 보기",  #우븐조거팬츠 #조거팬츠 #팬츠 #우븐팬츠 #조거 #트레이닝  ,"35,685 ~ 39,000원"
53,시티보이 빅포켓 와이드 밴딩 카고팬츠 카키,GLW,21FLGP07KH,2021F/W, 남 ,3.1만 회 이상,3.6천 개 이상,"7,753",4.8,"후기 2,835개 보기",  #치노팬츠 #카고팬츠 #시티보이룩 #와이드팬츠 #하이웨이스트 #힙합 #오버핏  ,"40,424 ~ 49,600원"
54,[쿨탠다드] 슬림 크롭 데님 팬츠 [라이트 인디고],MUSINSA STANDARD,MMJNP003-LI,12.3만회이상, 남 ,12.3만 회 이상,6.8천 개 이상,"13,227",4.7,"후기 7,475개 보기",  #쿨탠다드 #기능성 #데님컬렉션 #워싱진 #청바지 #캐주얼 #캐주얼팬츠  ,"40,224 ~ 41,900원"
55,one tuck denim shorts indigo washed,UNIFORM BRIDGE,UB-2437,ALLS/S, 남 ,6.2만 회 이상,5천 개 이상,"10,411",4.8,"후기 2,374개 보기",  #반바지 #데님반바지 #캐리오버 #숏팬츠  ,"65,550 ~ 69,000원"
56,와이드 절개 벌룬팬츠 코튼 카키,GLW,21FLGP05KH,2021F/W, 남 ,7.2만 회 이상,5.9천 개 이상,"13,675",4.9,"후기 3,486개 보기",  #와이드팬츠 #코튼팬츠 #시티보이룩 #힙합 #와이드핏 #하이웨이스트 #오버핏  ,"44,988 ~ 55,200원"
57,1931 OBJECT JEANS [CROP STRAIGHT],BRANDED,LOT1931,4.8만회이상, 남 ,4.8만 회 이상,3.2만 개 이상,"68,247",4.7,"후기 56,464개 보기",  #데님 #스트레이트 #와이드 #청바지 #크림진 #크롭진 #크롭데님  ,"53,985 ~ 59,000원"
58,Signature jogger pants - BLACK,WOOALONG,pt_21ss_008bk,2021F/W, 남 여 ,5.1만 회 이상,1만 개 이상,"24,723",4.8,"후기 4,578개 보기",  #트레이닝팬츠 #스웻팬츠 #트레이닝복 #팬츠 #조거팬츠 #셋업 #우알롱조거팬츠  ,"51,057 ~ 55,800원"
59,테이퍼드 와이드 원턱 린넨 팬츠_Olive Khaki,LAFUDGESTORE,m1037_685363,2022S/S, 남 여 ,5.8만 회 이상,1.8천 개 이상,"2,969",4.8,"후기 35,599개 보기",  #테이퍼드 #와이드팬츠 #린넨팬츠 #린넨 #원턱팬츠 #와이드 #밴딩팬츠  ,"28,310 ~ 29,800원"
60,Cargo Jogger Slacks Pants - Black,NOT4NERD,PT021BK,2021F/W, 남 ,1.4만 회 이상,1.8만 개 이상,"38,931",4.7,"후기 16,467개 보기",,"35,685 ~ 39,000원"
61,[패키지] Ver.2 클래식밴딩반바지 9종 패키지 KHSP0427,DYCLEZ,649725,7.9천회이상, 남 ,7.9천 회 이상,3.2천 개 이상,"8,099",4.8,"후기 9,270개 보기",  #반바지 #밴딩팬츠 #쇼츠 #쇼츠세트 #숏팬츠 #패키지 #하프팬츠  ,"40,168 ~ 43,900원"
62,[패키지] 스콘 와이드 벌룬팬츠 2PACK YHLP2350,JEMUT,2138753,2021F/W, 남 ,2.1만 회 이상,7.9천 개 이상,"8,885",4.8,"후기 2,377개 보기",  #팬츠 #바지 #면바지 #와이드팬츠 #밴딩팬츠 #밴딩 #와이드  ,"54,259 ~ 59,300원"
63,Classic String Sweat Pants [Grey],XERO,2020SS03,1.5만회이상, 남 ,1.5만 회 이상,1.9만 개 이상,"28,604",4.8,"후기 20,168개 보기",  #세트업 #스웻 #스트링 #조거 #트레이닝 #팬츠 #스웻컬렉션  ,"37,245 ~ 39,000원"
64,버뮤다 원턱 하프 팬츠_Mocha Beige,LAFUDGESTORE,m1037_685416,2021S/S, 남 ,3.2만 회 이상,3.9천 개 이상,"4,369",4.8,"후기 3,140개 보기",  #반바지 #쇼츠 #하프팬츠 #와이드팬츠 #원턱팬츠 #밴딩팬츠 #버뮤다팬츠  ,"34,200 ~ 36,000원"
65,cotton fatigue pants regular fit beige,UNIFORM BRIDGE,UB-109,ALLF/W, 남 ,1.5만 회 이상,5천 개 이상,"17,339",4.8,"후기 10,257개 보기",  #면바지 #팬츠 #퍼티그 #퍼티그팬츠 #캐리오버  ,"56,050 ~ 59,000원"
66,에센셜 3S 윈드 팬츠 - 블랙:화이트 / DQ3100,ADIDAS,DQ3100,ALL, 남 ,2.7만 회 이상,1.5만 개 이상,"46,305",4.6,"후기 14,671개 보기",  #에센셜 #윈드팬츠 #트레이닝 #트레이닝팬츠 #WINDPNT #밴딩 #조거 #레귤러 #스포츠브랜드위크  ,"29,900원"
67,유틸리티 쇼츠 [베이지],MUSINSA STANDARD,MHPT3005-BE,1.1만회이상, 남 ,1.1만 회 이상,2.3천 개 이상,"3,258",4.8,"후기 46,509개 보기",  #반바지 #벨티드팬츠 #아웃도어 #올데이쇼츠 #하프팬츠 #쇼츠컬렉션  ,"22,944 ~ 23,900원"
68,22SS 스트레치 유틸리티 카고 조거 팬츠_블랙,THAT'S IT,190223,2022ALL, 남 여 ,2.5만 회 이상,1만 개 이상,"23,949",4.7,"후기 5,283개 보기",  #오버핏 #와이드팬츠 #조거팬츠 #카고조거팬츠 #카고팬츠 #나일론팬츠 #22SS신상품  ,"41,724 ~ 45,600원"
69,코튼 이지 쇼츠 [블랙],MUSINSA STANDARD,MIPT3009-BK,1만회이상, 남 ,1만 회 이상,3.8천 개 이상,"4,120",4.7,"후기 11,057개 보기",  #반바지 #밴딩팬츠 #올데이쇼츠 #이지웨어 #하프팬츠 #쇼츠컬렉션  ,"20,064 ~ 20,900원"
70,우먼즈 라운지 스웨트 팬츠 [미디엄 그레이],MUSINSA STANDARD,MWJPK106-MR,2.1만회이상, 여 ,2.1만 회 이상,1.2만 개 이상,"18,937",4.8,"후기 19,570개 보기",  #무신사스탠다드우먼즈 #트레이닝복 #우먼즈스웨트컬렉션 #라운지웨어 #트레이닝팬츠 #스웨트컬렉션 #무탠픽업  ,"24,864 ~ 25,900원"
71,3S 에센셜 숏 팬츠 - 블랙 / GK9988,ADIDAS,GK9988,ALL, 남 ,1.3만 회 이상,4.9천 개 이상,"4,562",4.9,"후기 1,113개 보기",  #에센셜숏츠 #에센셜쇼츠 #삼선숏팬츠 #삼선반바지 #3ST #반바지 #에센셜반바지 #에어로레디 #친환경 #숏팬츠  ,"34,284 ~ 35,900원"
72,린넨 9부 밴딩 팬츠 4color,ACOVER,ACP012,7.8천회이상, 남 ,7.8천 회 이상,4.2천 개 이상,"7,566",4.7,"후기 6,510개 보기",  #리넨 #리넨팬츠 #린넨 #린넨팬츠 #린넨바지 #밴딩팬츠 #팬츠  ,"19,838 ~ 21,800원"
73,원턱 와이드 트레이닝 팬츠 (멜란지),BRENSON,BR496,ALLALL, 남 ,2.4만 회 이상,1.7만 개 이상,"22,415",4.8,"후기 7,230개 보기",  #밴딩팬츠 #바지 #스웨트팬츠 #스웻팬츠 #트레이닝세트 #조거팬츠 #츄리닝 #와이드  ,"23,900원"
74,유틸리티 쇼츠 [카키],MUSINSA STANDARD,MHPT3005-KH,1만회이상, 남 ,1만 회 이상,2.7천 개 이상,"3,472",4.8,"후기 46,509개 보기",  #반바지 #벨티드팬츠 #아웃도어 #올데이쇼츠 #하프팬츠 #쇼츠컬렉션  ,"22,944 ~ 23,900원"
75,코튼 린넨 테이퍼드 이지 팬츠 [라이트 베이지],MUSINSA STANDARD,MMJPC105-LB,1.3만회이상, 남 ,1.3만 회 이상,3.6천 개 이상,"4,483",4.7,"후기 13,415개 보기",  #리넨 #린넨컬렉션 #면바지 #여름바지 #이지팬츠 #캐주얼팬츠 #테이퍼드 #베이지  ,"30,624 ~ 31,900원"
76,와이드 밴딩 플리츠 팬츠 [BLACK],DRAW FIT,DFPT1206BK,2022S/S, 남 ,4.6만 회 이상,3.4천 개 이상,"4,621",4.8,"후기 1,242개 보기",  #바지 #플리츠 #와이드팬츠 #냉장고바지 #와이드슬랙스 #여름바지 #린넨바지  ,"55,800원"
77,유틸리티 쇼츠 [라이트 그레이],MUSINSA STANDARD,MHPT3005-LG,1만회이상, 남 ,1만 회 이상,3.3천 개 이상,"2,835",4.8,"후기 46,509개 보기",  #반바지 #벨티드팬츠 #아웃도어 #올데이쇼츠 #하프팬츠 #쇼츠컬렉션 #무탠픽업 #숏팬츠  ,"22,944 ~ 23,900원"
78,라이트웨이트 테이퍼드 치노 팬츠 [라이트 그레이],MUSINSA STANDARD,MMJPC103-LG,4만회이상, 남 ,4만 회 이상,2.4천 개 이상,"1,725",4.7,"후기 3,362개 보기",  #라이트웨이트컬렉션 #레귤러핏 #면바지 #치노팬츠 #캐주얼팬츠 #테이퍼드 #라이트웨이트 #무탠픽업  ,"25,814 ~ 26,890원"
79,Classic Sweat Pants [Black],XERO,xero541,9.3천회이상, 남 ,9.3천 회 이상,1.6만 개 이상,"17,729",4.8,"후기 66,111개 보기",  #스웻 #조거 #트레이닝 #팬츠 #조거팬츠 #이지웨어 #스웻컬렉션  ,"37,245 ~ 39,000원"
80,시티보이 빅포켓 와이드 밴딩 카고팬츠 블랙,GLW,21FLGP07BK,2021F/W, 남 ,2.2만 회 이상,3천 개 이상,"6,158",4.8,"후기 2,835개 보기",  #카고팬츠 #치노팬츠 #코튼팬츠 #카고조거팬츠 #시티보이룩 #힙합 #와이드팬츠  ,"40,424 ~ 49,600원"
81,와이드 데님 팬츠 (BLEACH),TOFFEE,TAS-WDDP05,2021ALL, 남 ,9.1만 회 이상,2.5만 개 이상,"45,825",4.8,"후기 124,904개 보기",  #데님팬츠 #루즈핏 #와이드 #와이드데님 #와이드청바지 #와이드팬츠  ,"33,900원"
82,3-스트라이프 트레이닝 팬츠 - 블랙 / CM1409,ADIDAS,CM1409,2.4천회이상, 남 ,2.4천 회 이상,2.4천 개 이상,"46,822",4.7,"후기 20,716개 보기",  #삼선팬츠 #조거 #조거팬츠 #트랙팬츠 #트레이닝팬츠 #면 #밴딩 #패턴  ,"75,840 ~ 79,000원"
