,제목,브랜드,품번,시즌,성별,조회수(1개월),누적판매(1년),좋아요,별점,후기개수,태그,가격
18,Jupiter 오프화이트 세미 와이드 스트레이트 데님 (White),HAINT,HJ7DP011B,2020F/W, 여 ,200회 이상,,41,4.7,후기 7개 보기,,"39,648 ~ 41,300원"
19,설리번 슬림 디스트레스트 진 - 블루,POLO RALPH LAUREN,MNPODNM10920089-400,2020F/W, 남 ,100회 이상,,15,5,후기 7개 보기,  #데님 #데님팬츠 #폴로데님 #폴로청바지 #SEASONOFF  ,"152,721 ~ 167,300원"
20,ORDINARY UNBALANCED VINTAGE BLACK DENIM PANTS,ORDINARY PEOPLE,ORDINARY UNBALANCED VINTAGE BLACK DENIM PANTS,2020F/W, 남 ,200회 이상,,23,5,후기 3개 보기,  #긴바지 #데님팬츠  ,"35,328 ~ 36,800원"
21,Wide One Tuck Selvedge Denim_Rinsed,GONGBAEK,GDP20003,2020F/W, 남 ,100회 이상,,65,4.7,후기 7개 보기,,"181,170 ~ 198,000원"
22,디스트레스드 패치 크롭핏 청바지 [블루],PANICALE,M-SJEAN51,2020F/W, 남 ,,,26,5,후기 7개 보기,  #데일리 #바지 #청바지 #데님 #데님팬츠 #팬츠  ,"115,290 ~ 126,000원"
23,DEN2820 gust blue straight crop,DENMADE,DEN-2820,2020F/W, 남 ,200회 이상,,57,4.8,후기 11개 보기,  #테이퍼드 #스트레이트 #청바지 #데님팬츠 #진청 #테이퍼드핏 #데님  ,"57,504 ~ 59,900원"
24,DEN2106 brush black slim long,DENMADE,DEN-2106,2020F/W, 남 ,200회 이상,,52,4.5,후기 14개 보기,  #흑청 #다크그레이 #청바지 #데님팬츠 #슬림핏 #슬림진 #블랙진  ,"57,504 ~ 59,900원"
25,유니섹스 메인라벨 와이드 데님 팬츠 (흑청),APOSTROPHE COMMA,P00000BK,2020F/W, 남 ,200회 이상,,69,5,후기 4개 보기,  #데님팬츠 #와이드팬츠 #와이드 #청바지 #바지 #팬츠 #방탄소년단  ,"41,184 ~ 42,900원"
26,여성 기모 히든밴딩 인디고 슬림 데님-KFZG2308C04,CHASECULT,KFZG2308C04,2020F/W, 여 ,,,18,4.8,후기 4개 보기,,"36,508 ~ 39,900원"
27,남성 본딩 히든밴딩 컴포트 데님 팬츠-KFZK2303D03,CHASECULT,KFZK2303D03,2020F/W, 남 ,,,15,5,후기 4개 보기,,"36,508 ~ 39,900원"
28,[Jupiter] 크림 베이직 스테디 데님,HAINT,HJNDP001B,2020F/W, 여 ,300회 이상,50개 미만,208,4.6,후기 11개 보기,  #데님팬츠 #스트레이트진 #팬츠 #와이드팬츠 #진 #데님  ,"44,835 ~ 49,000원"
29,드리미 진 - 다크 블루,MOON FAIRY,2020110530,2020F/W, 여 ,300회 이상,,92,4,후기 3개 보기,  #데님팬츠 #진 #워싱진 #와이드팬츠 #스트레이트진 #데님 #청바지  ,"53,070 ~ 58,000원"
30,Amaranth-Straghit jean LB,OFE,Amaranth-of101,2021F/W, 남 ,100회 이상,,71,4.7,후기 10개 보기,  #데님 #데님팬츠 #슬림 #청바지 #팬츠 #스트레이트 #연청바지  ,"53,985 ~ 59,000원"
31,여성 모달기모 부츠컷 블랙 데님,XYXX,rc104,2020F/W, 여 ,600회 이상,50개 미만,193,4.9,후기 9개 보기,,"28,822 ~ 31,500원"
32,[패키지] (UNISEX) 와이드 데님팬츠 2Pack,GIFTORIGINAL,gift530,2021S/S, 남 ,300회 이상,50개 미만,131,4.3,후기 10개 보기,  #밴딩팬츠 #캐주얼팬츠 #와이드팬츠 #스탠다드핏 #체크팬츠 #체크바지 #체크  ,"89,670 ~ 98,000원"
33,WILLIAM BLACK DAMAGE WASH,LAB101,LL1DWL01BK,2021S/S, 남 ,700회 이상,50개 미만,139,4.9,후기 23개 보기,  #데님 #데님팬츠 #팬츠 #바지 #와이드팬츠 #스트레이트 #부츠컷 #블랙진  ,"72,468 ~ 79,200원"
34,PAUL207 스트레이트 크롭핏 데님진 (블랙),PAULCORE,PAUL207,2021S/S, 남 ,500회 이상,50개 미만,115,4.9,후기 50개 보기,,"53,985 ~ 59,000원"
35,Basic chino slim fit denim pants_4NF1558U4901,Benetton,4NF1558U4901,2020F/W, 여 ,,,4,4.5,후기 2개 보기,,"57,004 ~ 62,300원"
36,화이트 쓰리턱 트위스트 팬츠,DEMADEN,DM-PT056-CSM13,2021S/S, 남 ,200회 이상,50개 미만,93,5,후기 10개 보기,  #와이드팬츠 #남자청바지 #와이드 #팬츠 #핀턱 #배기팬츠  ,"50,452 ~ 55,140원"
37,메이 진 (블랙),H8,P0000BNX,2021S/S, 여 ,,,9,4,후기 3개 보기,,"98,820 ~ 108,000원"
38,세미 부츠컷 데님 팬츠 (흑청),THESTORI,2021009p,2021S/S, 남 ,200회 이상,,57,4.4,후기 5개 보기,  #부츠컷 #부츠컷데님 #흑청데님 #블랙데님팬츠 #데님팬츠  ,"41,447 ~ 43,400원"
39,[여성용] CW21-1 데님 카고 팬츠 인디고 CW211PT02ID,CHIQUITA,310051,2021S/S, 여 ,,,46,,,,"97,905 ~ 107,000원"
40,남성 베기 데님 청바지 라이트블루,XYXX,YT27N013,2020S/S, 남 ,,,39,5,후기 9개 보기,,"44,835 ~ 49,000원"
41,스탠다드 세미와이드 데님 / 크림,KIIMUIR,KBAU3DP001CR,2021S/S, 남 ,300회 이상,,37,4.7,후기 10개 보기,  #바지 #팬츠 #와이드 #데님팬츠 #와이드팬츠 #데님 #청바지  ,"34,500원"
42,블랙 카고 진,HYPER DENIM,HD029,2020S/S, 남 ,100회 이상,,33,4.9,후기 14개 보기,  #진 #청바지  ,"90,585 ~ 99,000원"
43,에브리 진,H8,P0000BAB,2020S/S, 여 ,,,13,3.6,후기 5개 보기,  #스트레이트 #여성팬츠 #진 #팬츠 #하이웨이스트팬츠  ,"89,670 ~ 98,000원"
44,NOI030 워시드 컬러 데님 팬츠 (블랙),NOIAGO,NOI030,2020S/S, 여 ,100회 이상,,217,4,후기 6개 보기,  #데님 #데님팬츠 #슬림핏 #와이드 #와이드데님 #와이드팬츠  ,"39,000원"
45,라이트 데님 와이드 팬츠 블루 SJLP1312,FP142,2130582,2021S/S, 남 ,800회 이상,50개 미만,50,4.6,후기 36개 보기,  #바지 #워싱 #팬츠 #캐주얼 #와이드팬츠 #와이드 #데일리  ,"30,286 ~ 33,100원"
46,[CONA 9272]여름용 커버밴드 롱 루즈 와이드핏 데님(연청),MILLIONCOR,CONA 9272,2021S/S, 여 ,500회 이상,50개 미만,323,4.5,후기 18개 보기,  #데님팬츠 #여름청바지 #와이드데님 #연청 #연청바지 #여름바지 #와이드팬츠  ,"43,920 ~ 48,000원"
47,UNCLE PANTS (DAMAGE),CALIFORNIA PROJECT,CP21SS14,2021S/S, 남 ,200회 이상,,41,5,후기 5개 보기,  #와이드데님 #데님팬츠 #청바지 #데님 #와이드팬츠 #캐주얼  ,"65,513 ~ 68,600원"
48,브리드 빈티지 팬츠(블랙),201BREED,20B21PT002BK,2021S/S, 남 ,400회 이상,,44,5,후기 10개 보기,  #팬츠 #와이드 #바지 #와이드팬츠 #캐주얼팬츠  ,"63,135 ~ 69,000원"
49,제트 워시드 데님 팬츠_ASHED BLACK,CORD,CD21SSWDPBK01,2021S/S, 남 ,,50개 미만,43,4.8,후기 14개 보기,  #데님팬츠 #캐주얼팬츠 #데님 #남자청바지 #데일리 #캐주얼 #청바지  ,"72,285 ~ 79,000원"
50,린넨 주름 슬림 일자 데님 팬츠 [블랙],"DEAR,ME",DMC2DSP_02_BLK,2020S/S, 여 ,,,85,4.5,후기 21개 보기,  #데님일자 #린넨바지 #린넨팬츠 #스트레이트 #일자청바지 #주름 #주름팬츠  ,"32,940 ~ 36,000원"
51,M1913 다운타운 슬림 스트레이트 워시드 진,MODIFIED,M1913,2020F/W, 남 ,800회 이상,,223,4.7,후기 10개 보기,  #데님 #슬림핏 #청바지 #20FW  ,"65,880 ~ 72,000원"
52,DEN2720 rough blue slim crop,DENMADE,DEN-2720,2020F/W, 남 ,100회 이상,,73,4,후기 6개 보기,  #데님 #청바지 #슬림핏 #남자청바지 #데님팬츠 #크롭데님 #슬림진  ,"57,504 ~ 59,900원"
53,스트레이트핏 크롭 데님팬츠 BLACK (LL5DU532-076),SIGNIFICANT,LL5DU532-076,2020F/W, 남 ,200회 이상,,63,4.3,후기 7개 보기,  #데님팬츠 #청바지 #데님 #팬츠 #바지 #스트레이트핏 #스트레이트  ,"44,743 ~ 48,900원"
54,셀비지 데님팬츠,MOTH,20fw-moth-dn001,2020F/W, 남 ,200회 이상,,68,4.9,후기 14개 보기,  #데님 #데님팬츠 #스트레이트 #스트레이트핏 #와이드데님 #롱데님 #셀비지  ,"88,389 ~ 96,600원"
55,Marguerite 베이직 그레이 크롭 배기 데님팬츠,HAINT,HJ8DP003B,, 여 ,,,39,4.8,후기 4개 보기,,"56,256 ~ 58,600원"
56,오버사이즈 플리츠 데님 블루,ADD,ASP20DN02BL,200회이상, 남 ,200회 이상,,237,4.8,후기 9개 보기,  #데님 #와이드 #와이드데님 #와이드청바지 #청바지 #와이드팬츠 #와이드핏  ,"42,000원"
57,Inslit Long Denim Pants_Light blue,WE'DEE,m1037_357222,2020S/S, 여 ,,,30,5,후기 3개 보기,  #데님 #바지 #스트레이트진 #진 #청바지 #하의 #하이웨이스트진  ,"71,370 ~ 78,000원"
58,V584TA Sky Slim Crop Pant,DENIMINDIGOMASTER,V584TA,2018F/W, 남 ,,,24,3.7,후기 10개 보기,  #데님 #슬림 #와이드 #진 #청 #청바지 #크롭  ,"51,240 ~ 56,000원"
59,PLASTIC FACE PATCHED DENIM PANTS - O/C,I AM NOT A HUMAN BEING,18fw119,400회이상, 남 ,400회 이상,,69,5,후기 9개 보기,  #바지 #청바지 #데님팬츠 #팬츠 #롱팬츠 #긴바지 #블랙진  ,"90,585 ~ 99,000원"
60,Two Face Contrast Straight Denim,GONGBAEK,GB18002,200회이상, 남 ,200회 이상,,78,4.3,후기 9개 보기,  #공백 #데님 #스트레이트 #와이드 #진 #청바지  ,"90,585 ~ 99,000원"
61,BLACK COTTON WIDE JEANS,CHANCECHANCE,PATNS,2018F/W, 남 ,300회 이상,,126,5,후기 8개 보기,  #데님 #와이드  ,"108,885 ~ 119,000원"
62,라이키 - 화이트,DR.DENIM,998,2019S/S, 여 ,,,4,5,후기 1개 보기,  #라이키 #레트로모던 #크롭 #하이웨이스트 #화이트데님  ,"38,000원"
63,[GRINDER] NAPOLI 003- CROP,UNTOUCHED,GR0018,2019S/S, 남 ,,,73,4.9,후기 9개 보기,  #그라인더 #데님 #연청 #중청 #진 #청 #청바지  ,"67,710 ~ 74,000원"
64,[UNISEX] PUNK CROP JEANS-LIGHT BLUE,VEI-8,VEI819SSPT003LB,2019S/S, 남 ,,,142,3.7,후기 7개 보기,  #데님 #진 #청 #청바지 #크롭  ,"103,761 ~ 113,400원"
65,IN#0039 그레이쉬 미드 블루 크롭  슬림,INROWS,IN#0039,2019S/S, 남 ,,,36,4,후기 5개 보기,  #데님 #슬림 #슬림진 #와이드 #워싱진 #중청 #진  ,"39,757 ~ 43,450원"
66,티프레임 크롭 데님팬츠 진그레이 YMLP3167,TWN,1738507,2019S/S, 남 ,,,31,4.6,후기 30개 보기,  #데님 #진 #청 #청바지 #크롭  ,"33,696 ~ 35,100원"
67,블랙 가오 지퍼  진,HYPER DENIM,HD002,, 남 ,,,22,5,후기 2개 보기,  #청바지  ,"86,010 ~ 94,000원"
68,블랙 레드 트랙 지퍼 진,HYPER DENIM,HD006,200회이상, 남 ,200회 이상,,54,4.9,후기 12개 보기,,"90,585 ~ 99,000원"
69,남성 어반슬림 데님팬츠 라이트블루  CJCDP124M,CLRIDEN,CJCDP124M,2021F/W, 남 ,100회 이상,,2,4,후기 3개 보기,,"18,240 ~ 19,000원"
70,남성 어반슬림 데님팬츠 블루 CJCDP123M,CLRIDEN,CJCDP123M,2021F/W, 남 ,100회 이상,,9,4.2,후기 5개 보기,,"18,240 ~ 19,000원"
71,남성 라이트블루 스키니 데님팬츠 라이트블루 CJCDP114M,CLRIDEN,CJCDP114M,2020S/S, 남 여 ,,,5,5,후기 2개 보기,,"54,717 ~ 59,800원"
72,남성 엠보 브러쉬 슬림진-JACK2312B04,CHASECULT,JACK2312B04,100회이상, 남 ,100회 이상,,13,4.7,후기 10개 보기,,"19,104 ~ 19,900원"
73,LW006 빈티지 와이드 데님 팬츠_블루,LOEIL,LOEIL_W,2020S/S, 여 ,100회 이상,,120,4.6,후기 9개 보기,  #데님 #데님팬츠 #여자청바지 #우먼데님팬츠 #청바지  ,"45,384 ~ 49,600원"
74,뒷밴딩 여성 데님 팬츠 옐로우,MSKN2ND,M20APT-001-YL,2020S/S, 여 ,100회 이상,,47,5,후기 4개 보기,  #데님 #데님팬츠 #청바지 #밴딩  ,"63,592 ~ 69,500원"
75,크롭 캐롯핏 데님 팬츠,FLXBL,FA1FDP104,, 여 ,,,34,5,후기 2개 보기,  #데님 #여자청바지 #CARROTFIT #CROPPED #DENIMPANTS  ,"50,508 ~ 55,200원"
76,렉시 - 다크 스톤,DR.DENIM,1058,2020S/S, 여 ,,,49,,,  #스키니 #스키니진 #스키니핏 #여자데님 #제깅스 #진청 #편한바지  ,"28,000원"
77,1124 SUPER SLIM JEANS (YALE BLUE),YUPPIE,Y9WDN03YBL,2019S/S, 남 ,,,101,4.5,후기 31개 보기,  #데님 #데님팬츠 #슬림 #와이드 #진 #청 #청바지  ,"79,000원"
78,여성 밴딩 데님팬츠 화이트 CJCDP845F,CLRIDEN,CJCDP845F,, 여 ,,,2,,,  #데님팬츠 #바지 #클라이드 #팬츠  ,"18,240 ~ 19,000원"
79,IN#0056 리파인드 다크 블루 워싱 크롭 슬림,INROWS,IN#0056,2019F/W, 남 ,,,29,5,후기 1개 보기,  #데님 #슬림 #와이드 #진 #청 #청바지 #크롭  ,"50,599 ~ 55,300원"
80,M1 - EASY TAPERED CROP (LIGHT BLUE),UNTOUCHED,UTR 159,2019F/W, 남 ,100회 이상,,47,4.4,후기 23개 보기,  #데님 #연청 #와이드 #워싱 #진 #청 #청바지 #크롭  ,"62,220 ~ 68,000원"
81,S205KK 오디너리 미드나잇블루,DENIMINDIGOMASTER,S205KK,2019F/W, 남 ,600회 이상,,56,4.9,후기 10개 보기,  #데님 #청바지 #크롭 #셀비지  ,"53,088 ~ 55,300원"
82,스냅 - 리버티 블루,DR.DENIM,067,2019F/W, 남 ,,,3,,,  #남자데님 #데님 #스키니 #스키니진 #슬림핏  ,"28,000원"
83,#B302 TAPERED DENIM SLACKS [DARK BLUE],BOWLS,#B302DB,2018F/W, 남 ,200회 이상,,69,4.8,후기 12개 보기,  #데님 #데님팬츠 #셀비지 #슬랙스 #청바지 #테이퍼드  ,"37,440 ~ 39,000원"
84,Selvage Detail Jeans - Black,EASYBUSY,208,100회이상, 남 ,100회 이상,,57,4.7,후기 3개 보기,  #데님팬츠 #팬츠 #청바지 #데님 #바지 #긴바지 #블랙진  ,"103,680 ~ 108,000원"
85,BR027 다크 베이직 테이퍼드핏,BRADIPO,BR027,, 남 ,,,20,4.8,후기 5개 보기,  #데님 #데님팬츠 #와이드 #진 #청 #청바지 #테이퍼드  ,"85,095 ~ 93,000원"
86,[GRINDER] HEDI 003 - BOSSA,UNTOUCHED,GR003,100회이상, 남 ,100회 이상,,19,4.3,후기 4개 보기,  #그라인더 #보사데님 #워싱 #중청진 #진청진  ,"70,455 ~ 77,000원"
87,dj901 Jeans,ESFAI,dj901,2019F/W, 남 ,,,25,,,  #데님팬츠 #레트로 #청바지  ,"89,670 ~ 98,000원"
88,V302 아폴론 테이퍼드 데님 팬츠-(라이트블루),VOIEBIT,V302,2020S/S, 남 ,,,143,4.7,후기 48개 보기,  #데님 #와이드 #진 #청 #청바지 #크롭데님팬츠 #테이퍼드  ,"65,700원"
89,PU#8001 파스텔드롭핏 스톤터치드 데님팬츠,REFLYPERKY,PERKY_IM_PU#8001,2020S/S, 남 ,200회 이상,,29,4.9,후기 15개 보기,  #데님 #청바지 #크롭 #스트레이트 #슬림 #워싱 #워시드  ,"29,500원"
90,WILLIAM BLACK DAMAGE WASH,LAB101,LL1DWL01BK,2021S/S, 남 ,700회 이상,50개 미만,139,4.9,후기 23개 보기,  #데님 #데님팬츠 #팬츠 #바지 #와이드팬츠 #스트레이트 #부츠컷 #블랙진  ,"72,468 ~ 79,200원"
91,PAUL207 스트레이트 크롭핏 데님진 (블랙),PAULCORE,PAUL207,2021S/S, 남 ,500회 이상,50개 미만,115,4.9,후기 50개 보기,,"53,985 ~ 59,000원"
92,Basic chino slim fit denim pants_4NF1558U4901,Benetton,4NF1558U4901,2020F/W, 여 ,,,4,4.5,후기 2개 보기,,"57,004 ~ 62,300원"
93,화이트 쓰리턱 트위스트 팬츠,DEMADEN,DM-PT056-CSM13,2021S/S, 남 ,200회 이상,50개 미만,93,5,후기 10개 보기,  #와이드팬츠 #남자청바지 #와이드 #팬츠 #핀턱 #배기팬츠  ,"50,452 ~ 55,140원"
94,메이 진 (블랙),H8,P0000BNX,2021S/S, 여 ,,,9,4,후기 3개 보기,,"98,820 ~ 108,000원"
95,세미 부츠컷 데님 팬츠 (흑청),THESTORI,2021009p,2021S/S, 남 ,200회 이상,,57,4.4,후기 5개 보기,  #부츠컷 #부츠컷데님 #흑청데님 #블랙데님팬츠 #데님팬츠  ,"41,447 ~ 43,400원"
96,[여성용] CW21-1 데님 카고 팬츠 인디고 CW211PT02ID,CHIQUITA,310051,2021S/S, 여 ,,,46,,,,"97,905 ~ 107,000원"
97,남성 베기 데님 청바지 라이트블루,XYXX,YT27N013,2020S/S, 남 ,,,39,5,후기 9개 보기,,"44,835 ~ 49,000원"
98,블랙 카고 진,HYPER DENIM,HD029,2020S/S, 남 ,100회 이상,,33,4.9,후기 14개 보기,  #진 #청바지  ,"90,585 ~ 99,000원"
99,에브리 진,H8,P0000BAB,2020S/S, 여 ,,,13,3.6,후기 5개 보기,  #스트레이트 #여성팬츠 #진 #팬츠 #하이웨이스트팬츠  ,"89,670 ~ 98,000원"
100,NOI030 워시드 컬러 데님 팬츠 (블랙),NOIAGO,NOI030,2020S/S, 여 ,100회 이상,,217,4,후기 6개 보기,  #데님 #데님팬츠 #슬림핏 #와이드 #와이드데님 #와이드팬츠  ,"39,000원"
101,린넨 주름 슬림 일자 데님 팬츠 [블랙],"DEAR,ME",DMC2DSP_02_BLK,2020S/S, 여 ,,,85,4.5,후기 21개 보기,  #데님일자 #린넨바지 #린넨팬츠 #스트레이트 #일자청바지 #주름 #주름팬츠  ,"32,940 ~ 36,000원"
102,M1913 다운타운 슬림 스트레이트 워시드 진,MODIFIED,M1913,2020F/W, 남 ,800회 이상,,223,4.7,후기 10개 보기,  #데님 #슬림핏 #청바지 #20FW  ,"65,880 ~ 72,000원"
103,DEN2720 rough blue slim crop,DENMADE,DEN-2720,2020F/W, 남 ,100회 이상,,73,4,후기 6개 보기,  #데님 #청바지 #슬림핏 #남자청바지 #데님팬츠 #크롭데님 #슬림진  ,"57,504 ~ 59,900원"
104,스트레이트핏 크롭 데님팬츠 BLACK (LL5DU532-076),SIGNIFICANT,LL5DU532-076,2020F/W, 남 ,200회 이상,,63,4.3,후기 7개 보기,  #데님팬츠 #청바지 #데님 #팬츠 #바지 #스트레이트핏 #스트레이트  ,"44,743 ~ 48,900원"
105,셀비지 데님팬츠,MOTH,20fw-moth-dn001,2020F/W, 남 ,200회 이상,,68,4.9,후기 14개 보기,  #데님 #데님팬츠 #스트레이트 #스트레이트핏 #와이드데님 #롱데님 #셀비지  ,"88,389 ~ 96,600원"
106,Marguerite 베이직 그레이 크롭 배기 데님팬츠,HAINT,HJ8DP003B,, 여 ,,,39,4.8,후기 4개 보기,,"56,256 ~ 58,600원"
107,오버사이즈 플리츠 데님 블루,ADD,ASP20DN02BL,200회이상, 남 ,200회 이상,,237,4.8,후기 9개 보기,  #데님 #와이드 #와이드데님 #와이드청바지 #청바지 #와이드팬츠 #와이드핏  ,"42,000원"
108,Inslit Long Denim Pants_Light blue,WE'DEE,m1037_357222,2020S/S, 여 ,,,30,5,후기 3개 보기,  #데님 #바지 #스트레이트진 #진 #청바지 #하의 #하이웨이스트진  ,"71,370 ~ 78,000원"
109,[CONA 9272]여름용 커버밴드 롱 루즈 와이드핏 데님(연청),MILLIONCOR,CONA 9272,2021S/S, 여 ,500회 이상,50개 미만,323,4.5,후기 18개 보기,  #데님팬츠 #여름청바지 #와이드데님 #연청 #연청바지 #여름바지 #와이드팬츠  ,"43,920 ~ 48,000원"
110,UNCLE PANTS (DAMAGE),CALIFORNIA PROJECT,CP21SS14,2021S/S, 남 ,200회 이상,,41,5,후기 5개 보기,  #와이드데님 #데님팬츠 #청바지 #데님 #와이드팬츠 #캐주얼  ,"65,513 ~ 68,600원"
111,브리드 빈티지 팬츠(블랙),201BREED,20B21PT002BK,2021S/S, 남 ,400회 이상,,44,5,후기 10개 보기,  #팬츠 #와이드 #바지 #와이드팬츠 #캐주얼팬츠  ,"63,135 ~ 69,000원"
112,제트 워시드 데님 팬츠_ASHED BLACK,CORD,CD21SSWDPBK01,2021S/S, 남 ,,50개 미만,43,4.8,후기 14개 보기,  #데님팬츠 #캐주얼팬츠 #데님 #남자청바지 #데일리 #캐주얼 #청바지  ,"72,285 ~ 79,000원"
113,Slashed jeans (Light Blue),PIPE,21SSPT009LB,2021S/S, 여 ,,,17,5,후기 3개 보기,,"118,950 ~ 130,000원"
114,[CK] 남 J319328 1BJ 다크 블루 바디 스키니핏 다크블루 고탄성 데님,CALVIN KLEIN JEANS,J319328 1BJ,2021F/W, 남 ,,,4,,,  #데님  ,"96,000원"
115,ADLV BEAR PATTERN DENIM PANTS LIGHT BLUE,ACME DE LA VIE,ADLV-21FW-PTDABP-LBL,2021F/W, 남 ,200회 이상,,112,5,후기 7개 보기,  #편안한 #와이드팬츠 #긴바지 #여름청바지 #바지 #데님팬츠 #데님  ,"99,735 ~ 109,000원"
116,Washed Baggy Jeans [Black],AJOBYAJO,123550,2021F/W, 남 여 ,,50개 미만,67,5,후기 8개 보기,  #데님팬츠 #남자청바지 #와이드팬츠 #와이드데님 #데님  ,"79,056 ~ 86,400원"
117,비행운(飛行雲) [세미 와이드],FIRSTFLOOR,P0000CYD,200회이상, 남 ,200회 이상,,91,4.9,후기 14개 보기,  #와이드팬츠 #와이드데님 #연청데님  ,"65,880 ~ 72,000원"
118,오가닉 화이트 진,FFROI,organicwhitejeans,2021F/W, 여 ,,,42,,,  #와이드 #데일리팬츠 #면팬츠 #팬츠 #바지 #화이트진  ,"118,950 ~ 130,000원"
119,라이트 데님 와이드 팬츠 블루 SJLP1312,FP142,2130582,2021S/S, 남 ,800회 이상,50개 미만,50,4.6,후기 36개 보기,  #바지 #워싱 #팬츠 #캐주얼 #와이드팬츠 #와이드 #데일리  ,"30,286 ~ 33,100원"
120,남)바이오 스톤 투턱 디테일 AL1DTA13-MB,JAMBANGEE,AL1DTA13-MB,2021S/S, 남 ,,,3,,,,"72,285 ~ 79,000원"
121,베이직 슬림 데님 (2colors) CVTJC2401M,CLOVIS,590925,2022ALL, 여 ,,,7,,,,"45,658 ~ 49,900원"
122,Grey blue semi boots cut -A001,27Y,A001,2021S/S, 여 ,700회 이상,50개 미만,260,4.7,후기 18개 보기,  #바지 #데님팬츠 #청바지 #팬츠 #데님 #세미부츠컷 #부츠컷  ,"60,390 ~ 66,000원"
123,Mid Tapered Jeans Size Zip (Grey),8DIVISION,8D21SPTLP003,2021S/S, 남 ,,,1,4.7,후기 3개 보기,,"59,841 ~ 65,400원"
124,테이퍼드 데님 팬츠 라이트블루,LIFUL,LFCADE0151,2021S/S, 남 ,300회 이상,,13,4.7,후기 6개 보기,  #데님팬츠 #데님 #팬츠 #캐쥬얼팬츠 #청바지 #바지 #캐주얼  ,"123,840 ~ 129,000원"
