,제목,브랜드,품번,시즌,성별,조회수(1개월),누적판매(1년),좋아요,별점,후기개수,태그,가격
342,리얼 와이드 데님 팬츠_블루,LIEU HOMME,리얼 와이드 데님 팬츠_블루,2021S/S, 남 ,,,47,5,후기 10개 보기,  #데님 #청바지 #와이드데님 #여름청바지 #남자청바지 #와이드팬츠 #남자데님  ,"52,155 ~ 57,000원"
343,GDWD01R Wide blue,GOODDEN,21WD01 Wide Blue,2021S/S, 여 ,100회 이상,,25,5,후기 3개 보기,  #데일리 #데님 #와이드데님 #캐주얼팬츠 #청바지 #바지 #캐주얼  ,"99,735 ~ 109,000원"
344,남 J319630 1A4 미드 블루 대드핏 크롭 미드블루 데님,CALVIN KLEIN JEANS,J319630 1A4,2021F/W, 남 ,1.1천 회 이상,50개 이상,134,4.8,후기 46개 보기,  #청바지 #데님팬츠 #남자바지 #남자청바지 #박서준 #캘빈클라인진X박서준 #데님  ,"53,070 ~ 58,000원"
345,BASIC STRAIGHT JEANS_LIGHT BLUE,LADY VOLUME,3985788,2021S/S, 여 ,200회 이상,,176,4.8,후기 4개 보기,  #와이드팬츠 #데님 #데님팬츠 #바지 #캐주얼 #청바지 #팬츠  ,"51,408 ~ 53,550원"
346,여성 기모 히든밴딩 중청 보이핏 데님-KFRG2354C0N,CHASECULT,KFRG2354C0N,2020F/W, 여 ,,,19,4,후기 4개 보기,,"28,704 ~ 29,900원"
347,carpenter denim natural,BOY CENTRAL,p007,2020F/W, 남 ,,,77,4.9,후기 8개 보기,  #테이퍼드 #와이드팬츠 #카펜더팬츠 #와이드데님 #데님 #네츄럴파크 #네추럴  ,"50,599 ~ 55,300원"
348,Marguerite 그레이 세미 부츠컷 데님 (Grey),HAINT,HJ7DP013B,2020F/W, 여 ,,,58,5,후기 3개 보기,,"46,080 ~ 48,000원"
349,SP 워싱 와이드 스트레이트 데님 팬츠-블루,SAINTPAIN,2020100602,2020F/W, 남 ,900회 이상,50개 미만,69,4,후기 7개 보기,  #데님 #데님팬츠 #와이드 #와이드팬츠 #와이드데님 #청바지  ,"59,475 ~ 65,000원"
350,WIDE DENIM JEAN (Medium-Blue),APOSTROPHE COMMA,P000000O,2020F/W, 남 ,200회 이상,,44,4.5,후기 2개 보기,  #와이드팬츠 #데님 #팬츠 #데님팬츠 #청바지 #와이드 #바지  ,"33,120 ~ 34,500원"
351,M1919 2020 앰비션 브러쉬드 스트레이트 진,MODIFIED,M1919,2020F/W, 남 ,1천 회 이상,50개 미만,195,4.9,후기 11개 보기,  #청바지 #와이드데님 #데님 #데일리 #바지 #뉴트로미니멀  ,"63,135 ~ 69,000원"
352,그린 BCI 스티즈 M71 미드 워시드,PLAC,PJTZ5SZM715MI1,2020F/W, 남 ,300회 이상,50개 미만,62,4.5,후기 11개 보기,  #청바지 #데님팬츠 #일자청바지 #스트레이트진 #워싱진 #스트레이트 #진청데님  ,"127,185 ~ 139,000원"
353,WIDE JEANS CREASE GREY,LIT,P00000LR,2020F/W, 남 ,300회 이상,50개 미만,117,4.9,후기 14개 보기,  #데님팬츠 #와이드데님 #데님 #워싱진 #세미와이드 #와이드팬츠 #청바지  ,"85,095 ~ 93,000원"
354,여성 기모 히든밴딩 블랙 컴포트 데님-KFZG2307C03,CHASECULT,KFZG2307C03,2020F/W, 여 ,400회 이상,,35,5,후기 4개 보기,,"36,508 ~ 39,900원"
355,패턴 패치 레귤러 데님 팬츠 (중청),ATTENTIONROW,AT21SSJP01,2021S/S, 남 ,500회 이상,50개 미만,268,4.8,후기 41개 보기,  #레귤러핏 #데님팬츠 #진 #워싱진 #패치워크 #청바지 #데님  ,"119,000원"
356,M-Grin #0850  (DUSTY  SLIM STRAIGHT),SINKERLOOP,2020-91,2020F/W, 남 ,600회 이상,,57,5,후기 4개 보기,  #청바지 #스트레이트진 #데님 #블랙진 #흑청 #진 #데님팬츠  ,"57,645 ~ 63,000원"
357,언더 플라워 스마일 자수 화이트 클립 슬림 테이퍼드 데님 팬츠_중청,GRAVER,G(W)-DP-02-WB,2020F/W, 남 ,300회 이상,50개 미만,200,4.7,후기 15개 보기,  #청바지 #데님팬츠 #데님 #팬츠 #테이퍼드 #슬림 #진  ,"57,120 ~ 59,500원"
358,OF ANAHEIM 하트 화이트 클립 슬림 테이퍼드 데님 팬츠_워싱 블랙,GRAVER,G(W)-DP-03-BB,2020F/W, 남 ,,,65,4,후기 4개 보기,  #청바지 #데님 #진 #남자청바지 #블랙진 #데님팬츠 #팬츠  ,"57,120 ~ 59,500원"
359,블루 데스크 데님팬츠 (베이직핏),STCO,814982,2021S/S, 남 ,,,9,5,후기 7개 보기,,"27,358 ~ 29,900원"
360,블루 트위스트 더블심 오블릭데님,ALL D,ADA3ST02_BL,2020F/W, 남 ,200회 이상,,45,4.8,후기 26개 보기,  #남자청바지 #데님 #섹시데님 #섹시하다 #청바지 #치트키데님  ,"32,900원"
361,IN#0079 사일런스 캣 다크 블루 워싱 크롭 스트레이트,INROWS,IN#0079,2020F/W, 남 ,,,67,4.9,후기 8개 보기,  #데님 #데님팬츠 #스트레이트핏 #스트레이트 #진청 #워싱 #크롭진  ,"53,527 ~ 58,500원"
362,데님 부츠컷 팬츠 JA [블루],KIRSH,JAKB09,2020F/W, 여 ,200회 이상,,101,4.5,후기 2개 보기,  #PANTS #데님팬츠 #데님 #바지 #부츠컷바지 #데님부츠컷 #KIRSH.키르시  ,"64,080 ~ 66,750원"
363,C HIGHWAIST MOMS JEAN_NAVY,CURETTY,CU203PT002A,2020F/W, 여 ,200회 이상,,253,4.7,후기 7개 보기,  #데일리 #팬츠 #바지 #데님 #청바지 #데님팬츠  ,"55,083 ~ 60,200원"
364,[unisex] gradation denim pants (black),MIDNIGHT MOVE,sp20,2021S/S, 남 ,200회 이상,,152,4.6,후기 28개 보기,  #데님팬츠 #바지 #데님 #워싱 #청바지 #팬츠 #스트레이트  ,"52,704 ~ 57,600원"
365,[MY Jeans]M톤 밑단 구제 슬림 붓컷,GUESS,NL5D1638,2021S/S, 남 ,400회 이상,50개 미만,87,4.5,후기 6개 보기,  #남자청바지 #남자바지 #데님 #청바지 #데님팬츠 #바지 #남자부츠컷 #마이진컬렉션  ,"53,985 ~ 59,000원"
366,여성 히든 밴딩 와이드 데님 팬츠-AARG2353B0D,CHASECULT,AARG2353B0D,2021S/S, 여 ,,,23,4,후기 1개 보기,,"38,304 ~ 39,900원"
367,블루 데미지 테이퍼드 데님 팬츠 (421221DPCP),8SECONDS,421221DPCP,2021S/S, 남 ,,,18,5,후기 2개 보기,  #421221DPCP #바지 #단품  ,"29,950원"
368,V129 이지 스트레이트 데님 팬츠 (다크그레이),VOIEBIT,V129,2022S/S, 남 ,,,35,5,후기 2개 보기,  #스트레이트핏 #청바지 #데님 #바지 #와이드팬츠 #팬츠 #워싱진  ,"46,573 ~ 50,900원"
369,9110 크롭 플레어 데님팬츠 _ 미디움 인디고,MALOUPE,MDP_B1_9110MI,2022S/S, 여 ,200회 이상,,134,5,후기 3개 보기,  #청바지 #부츠컷 #데님 #캐주얼팬츠 #데님컬렉션 #부츠컷데님팬츠 #22S/S컬렉션  ,"85,440 ~ 89,000원"
370,르닛 9102 하이라이즈 와이드 데님팬츠_다크 그레이,MALOUPE,MDP_A3_9102DG,2022S/S, 여 ,,,64,4.7,후기 40개 보기,  #청바지 #데님 #22S/S컬렉션 #와이드데님 #와이드 #데님팬츠 #와이드청바지  ,"63,958 ~ 69,900원"
371,슬림 크롭핏 청바지 M-SJEAN10-BL,PANICALE,M-SJEAN10-BL,2022S/S, 남 ,,,15,5,후기 5개 보기,  #바지 #스트레이트핏 #데님팬츠 #청바지 #팬츠 #워싱진 #데님컬렉션  ,"63,135 ~ 69,000원"
372,One Tuck Wide Cream Jeans,FOTTNERS,FN21FWPT04,2021F/W, 남 ,600회 이상,50개 이상,316,4.9,후기 59개 보기,  #와이드팬츠 #데님팬츠 #와이드데님 #스트레이트 #남자데님 #데님 #크림진  ,"145,485 ~ 159,000원"
373,남자 로미오 롱 스트레이트 사파이어블루,XYXX,YT27N013,2021S/S, 남 ,,,11,5,후기 5개 보기,,"53,985 ~ 59,000원"
374,여성 노벨 슬림 스트레이트 크롭 라이트블루,XYXX,1001,2021S/S, 여 ,,,14,4,후기 2개 보기,,"41,175 ~ 45,000원"
375,WIDE JEANS BICOLOR BLUE,LIT,P00000NK,2021S/S, 남 ,1.2천 회 이상,,67,4.4,후기 13개 보기,  #와이드 #와이드팬츠 #와이드데님 #청바지 #데님 #데님팬츠 #와이드진  ,"99,735 ~ 109,000원"
376,쿨 노이 커츠 M25 라이트 워시드,PLAC,PJTO2NKM255LI1,2021S/S, 남 ,800회 이상,50개 미만,70,5,후기 12개 보기,  #캐주얼웨어 #팬츠 #데일리 #데님 #청바지 #바지 #쿨진  ,"127,185 ~ 139,000원"
377,블랙워싱테이퍼드 BLACK WASHING TAPERED DENIM,FIELDWORKER,W4A44PHDP102,2021F/W, 남 ,,,14,5,후기 3개 보기,  #워싱데님 #바지 #팬츠 #남자데님 #데님 #진 #청바지  ,"45,658 ~ 49,900원"
378,PH8914 니트핏 스트레이트 크롭 데님 (Cut Gray),REFLYPERKY,PH8914,2021F/W, 남 ,200회 이상,,52,4.8,후기 33개 보기,  #데님팬츠 #크롭 #스트레이트핏 #청바지 #워시드 #워싱 #레귤러  ,"48,586 ~ 53,100원"
379,코듀로이 루즈핏 핀턱 밴딩 팬츠  - BLACK,FANA CULT,530545,2021F/W, 남 ,,,43,4.7,후기 11개 보기,  #와이드팬츠 #코튼팬츠 #코듀로이 #팬츠 #밴딩팬츠 #코듀로이팬츠 #면바지  ,"47,671 ~ 52,100원"
380,SEMI WIDE DENIM PANTS DARK BLUE,DEFAULT VALUE,D21FDP010,2021F/W, 남 ,200회 이상,50개 미만,39,4.8,후기 6개 보기,  #데님팬츠 #남자청바지 #청바지 #와이드데님 #남자데님  ,"72,285 ~ 79,000원"
381,[unisex] lightning denim pants (blue),MIDNIGHT MOVE,w20,2021F/W, 남 ,200회 이상,,50,5,후기 1개 보기,  #데님팬츠 #워싱데님 #팬츠 #와이드 #와이드팬츠 #청바지  ,"52,704 ~ 57,600원"
382,레터링 와이드 데님 팬츠_연청,CRANK,21WINTER_PT001,2021F/W, 여 ,200회 이상,,374,5,후기 1개 보기,  #여자청바지 #와이드데님 #데님팬츠 #여성데님 #와이드팬츠 #청바지 #로고데님  ,"75,030 ~ 82,000원"
383,키시 세컨드 핸드 라이트,DR.DENIM,1050,2017S/S, 여 ,,,84,4.8,후기 9개 보기,  #데님 #레깅스진 #스키니진  ,"19,000원"
384,키시 다크 워시,DR.DENIM,1056,2017S/S, 여 ,,,8,4.7,후기 3개 보기,  #데님 #레깅스진 #스키니진  ,"19,000원"
385,조이 널브 올드,APRIL77,105,, 남 ,,,16,5,후기 2개 보기,  #남성청바지 #데님 #워싱진 #조이 #청바지  ,"53,070 ~ 58,000원"
386,조이 링고 로우,APRIL77,110,, 남 ,,,8,5,후기 1개 보기,  #세인트로랑 #스키니진 #에이프릴 #APRIL  ,"53,070 ~ 58,000원"
387,조이 아트 블랙,APRIL77,118,, 남 ,,,18,3,후기 2개 보기,  #블랙  ,"53,070 ~ 58,000원"
388,스냅 올드 그레이,DR.DENIM,053,, 남 ,,,6,,,  #그레이진 #데님 #청바지 #DENIM  ,"28,000원"
389,SuperGuy Dirty Fade Selvedge,NAKED&FAMOUS,018530,300회이상, 남 ,300회 이상,,77,4.9,후기 18개 보기,  #네페진 #데님 #생지데님 #셀비지데님  ,"198,000원"
390,Deep Blu Topaz,UNDERAIR,Deep Blu Topaz,, 남 ,,,20,4.4,후기 8개 보기,,"16,378 ~ 17,900원"
391,클락 화이트,DR.DENIM,088,2016S/S, 남 ,,,15,5,후기 3개 보기,  #데님 #청바지  ,"38,000원"
392,Symbol Relaxed Denim [White],AJOBYAJO,35,100회이상, 남 여 ,100회 이상,,53,5,후기 3개 보기,  #데님팬츠 #청바지  ,"68,076 ~ 74,400원"
393,RICHARD DARK BLUE RIGID RAW DENIM,LAB101,LM1DRH08DB,2022S/S, 남 ,,,18,,,  #데님 #팬츠 #생지 #와이드팬츠 #청바지 #긴바지 #데님팬츠 #22S/S컬렉션 #22S/S코듀라셋업 #와이드데님  ,"90,585 ~ 99,000원"
394,M톤 크롭스트레이트_NM1D0604,GUESS,NM1D0604_ON,2022S/S, 남 ,,,23,4.7,후기 7개 보기,,"73,291 ~ 80,100원"
395,[데일리지] 슬림 진_SPTJCA9G11,SPAO,SPTJCA9G11,2022S/S, 여 ,600회 이상,50개 미만,125,4.5,후기 2개 보기,  #데님팬츠 #여성데님 #청바지 #데님 #슬림 #슬림핏 #긴바지  ,"38,304 ~ 39,900원"
396,카이엔 원 턱 테일러드 벨티드 데님 다이드 그레이,SATUR,SA22SSMDP04GR,2022S/S, 남 여 ,1.5천 회 이상,100개 이상,474,4.9,후기 963개 보기,  #바지 #셋업 #와이드데님 #와이드청바지 #데님 #생지데님 #깡스타일리스트PICK  ,"127,185 ~ 139,000원"
397,[SMART]세미부츠컷데님팬츠 MWDP3233,MINDBRIDGE,MWDP3233,2022S/S, 여 ,,,20,,,  #데님팬츠 #와이드데님 #연청데님 #부츠컷데님 #워싱진 #부츠컷 #와이드  ,"65,796 ~ 71,910원"
398,턱디테일 롤업 와이드핏 데님 MIWTJC447J,MIXXO,MIWTJC447J,2022S/S, 여 ,,,22,,,,"47,904 ~ 49,900원"
399,네이쳐 와이드 크림팬츠 / GMP17-1791SS22,GREENERY CREED,GMP17-1791SS22,2022S/S, 남 ,500회 이상,,84,5,후기 7개 보기,  #와이드팬츠 #와이드데님 #데님팬츠 #남자청바지 #긴바지 #스트레이트 #데님  ,"51,240 ~ 56,000원"
400,파리지엥 보이프렌드진 라이트 블루,LMOOD,LMDMBTLB3638,2022S/S, 남 ,800회 이상,50개 이상,279,4.8,후기 21개 보기,  #부츠컷 #데님팬츠 #와이드 #워싱진 #데님 #크롭 #레귤러 #22S/S컬렉션  ,"86,553 ~ 106,200원"
401,[-6cm 숏버전 추가] M161 스트레이트 크롭 데님 팬츠_진청,WAAR,WA22SM161DB,2022S/S, 남 ,300회 이상,50개 미만,40,4.7,후기 10개 보기,  #와이드청바지 #와이드팬츠 #바지 #데님 #청바지 #남자청바지 #팬츠  ,"44,835 ~ 49,000원"
402,M174 데미지 부츠컷 데님 팬츠_중청,WAAR,WA22SM174MB,2022S/S, 남 ,200회 이상,,36,5,후기 1개 보기,  #데님팬츠 #와이드데님 #남자청바지 #팬츠 #청바지 #긴바지 #부츠컷  ,"49,000원"
403,ADLV LOGO PATTERN DENIM SHORT PANTS BLUE,ACME DE LA VIE,ADLV-21SS-SPDNLP-BLU,2021S/S, 남 ,,,16,5,후기 1개 보기,  #긴바지 #남자청바지 #와이드팬츠 #와이드데님 #데님 #청바지 #팬츠  ,"72,285 ~ 79,000원"
404,안드레이 스트레이트 진,HAINT,HM3DP501B,2022S/S, 여 ,,,35,,,,"44,194 ~ 48,300원"
405,와이드 데님팬츠(KD2PTD1352FNAY),KEDS,3040KD2PTD1352FNAY,2021S/S, 남 ,,,1,,,  #와이드청바지 #데님컬렉션 #스트레이트핏 #세미와이드 #데님팬츠 #청바지 #캐주얼팬츠  ,"108,885 ~ 119,000원"
406,레귤러스트레이트핏 라이트톤 데님,BUCKAROO,B225DP135P_LIN,2022S/S, 남 ,,,5,,,,"89,029 ~ 97,300원"
407,레귤러스트레이트핏 라이트톤 인디고 데님,BUCKAROO,B225DP136P_LIN,2022S/S, 남 ,200회 이상,,4,1.5,후기 2개 보기,,"89,029 ~ 97,300원"
408,Saint slim straight fit - C005,27Y,C005,2022S/S, 여 ,,,22,4.8,후기 5개 보기,  #캐주얼팬츠 #데님 #바지 #여름청바지 #워싱진 #팬츠  ,"94,245 ~ 103,000원"
409,CLOUD DANDELION DENIM PANTS 와이드 데님팬츠,GOCORI,22SSCDDP,2022S/S, 여 ,,,79,,,  #와이드데님 #세미와이드 #데님컬렉션 #중청 #리싸이클 #오가닉 #와이드청바지  ,"117,120 ~ 128,000원"
410,롱 스트레이트 핏 리얼 리사이클 데님 팬츠 라이트 인디고,FLXBL,FC1UDP101DI,2022S/S, 남 ,100회 이상,,29,5,후기 1개 보기,  #와이드데님 #와이드청바지 #남자청바지 #바지 #데님컬렉션 #와이드팬츠 #청바지  ,"65,148 ~ 71,200원"
411,Light blue Destroyed shorts - S001,27Y,S001,2022S/S, 여 ,,,23,,,  #연청 #데님 #여름청바지 #반바지 #바지 #데님팬츠 #크롭  ,"81,435 ~ 89,000원"
412,슬림 일자핏 데님 팬츠 AN2DP462,LAP,AN2DP462,2022S/S, 여 ,,,4,,,,"54,808 ~ 59,900원"
413,블루 리넨 데님 쇼츠 (162525FPGP),8SECONDS,162525FPGP,2022S/S, 여 ,,,57,,,,"38,304 ~ 39,900원"
414,(공용) 스트레이트 데님 팬츠 - (OLI BLUE),CRISCELO,CCFW002,2022S/S, 남 ,,,13,,,  #데님 #팬츠 #데님팬츠 #바지 #청바지 #스트레이트핏 #꾸안꾸  ,"42,090 ~ 46,000원"
415,DESTROYED DENIM [BLACK],VIVASTUDIO,LHVB02,2022S/S, 남 ,1.7천 회 이상,,103,4.8,후기 8개 보기,,"79,788 ~ 87,200원"
416,슈퍼스타 피그먼트 와이드 팬츠(Red),PHILOGRAM,10128,2022S/S, 여 ,,,30,4,후기 1개 보기,  #와이드데님 #데님팬츠 #워싱진 #와이드팬츠 #캐주얼팬츠 #피그먼트컬러데님 #WOMEN`SNEW  ,"80,840 ~ 88,350원"
417,스카이 블루 원턱 롱 데님 팬츠_와이드핏 (322421BPBQ),8SECONDS,322421BPBQ,2022S/S, 여 ,,,41,5,후기 3개 보기,  #322421BPBQ  ,"47,904 ~ 49,900원"
418,스카이 블루 중청 라이트 데님 팬츠_레귤러핏 (422421EP5Q),8SECONDS,422421EP5Q,2022S/S, 남 ,,,8,,,  #422421EP5Q  ,"47,904 ~ 49,900원"
419,테이퍼드 크롭진 WHTJC2337M,WHOAU,WHTJC2337M,2022S/S, 남 ,,,43,3.8,후기 5개 보기,  #면바지 #캐주얼팬츠 #바지 #코튼팬츠 #치노팬츠 #와이드팬츠 #후아유×이동휘  ,"29,188 ~ 31,900원"
420,TUCK WIDE DENIM PANTS (navy),DIAGONAL,DA213PT04-2,2022S/S, 여 ,,50개 미만,126,4.6,후기 17개 보기,  #여성데님 #데님팬츠 #와이드팬츠 #와이드데님 #턱와이드바지  ,"89,670 ~ 98,000원"
421,네이비 하프 밴딩 데님팬츠_와이드핏 (452221LPZR),8SECONDS,452221LPZR,2022S/S, 남 ,,,28,5,후기 1개 보기,  #452221LPZR  ,"57,504 ~ 59,900원"
422,KHAKI WIDE PANTS,SHETHISCOMMA,22STCTOP01,2022S/S, 남 ,200회 이상,,71,,,  #와이드데님 #워싱진 #데님팬츠 #데님 #청바지 #와이드팬츠 #와이드청바지 #22SS1차  ,"57,828 ~ 63,200원"
423,[unisex] 2 line denim pants (black),MIDNIGHT MOVE,s01,2022S/S, 여 ,300회 이상,,153,5,후기 3개 보기,  #바지 #데님 #팬츠 #워싱진 #와이드데님 #데님팬츠 #청바지  ,"67,344 ~ 73,600원"
424,Bennett light denim,URAGO,1216601,2022S/S, 여 ,1천 회 이상,,168,5,후기 4개 보기,  #청바지 #스트레이트 #스트레이트핏 #데님 #데님팬츠 #기본데님 #연청  ,"70,821 ~ 77,400원"
425,더스트 크롭 스트레이트 팬츠_blue,HAINT,HL9DP013B,2021F/W, 여 ,,,29,5,후기 3개 보기,  #데님팬츠 #데님 #와이드데님 #여자데님 #와이드팬츠 #여성와이드팬츠 #청바지  ,"44,835 ~ 49,000원"
426,디스트로이드 컷팅 진_아이보리,NICK&NICOLE,N_21SS,2021S/S, 여 ,400회 이상,,92,4.7,후기 3개 보기,  #디스트로이드 #바지 #팬츠 #청바지 #와이드 #데님팬츠 #데님  ,"46,116 ~ 50,400원"
427,BASIC STRAIGHT JEANS_LIGHT BLUE,LADY VOLUME,3985788,2021S/S, 여 ,200회 이상,,176,4.8,후기 4개 보기,  #와이드팬츠 #데님 #데님팬츠 #바지 #캐주얼 #청바지 #팬츠  ,"51,408 ~ 53,550원"
428,502 테이퍼 진_29507-1043,LEVI'S,29507-1043,2020S/S, 남 ,400회 이상,,26,4.9,후기 8개 보기,  #LEVIS #남자팬츠 #남성팬츠 #리바이스팬츠 #남자바지 #남성바지 #리바  ,"53,985 ~ 59,000원"
429,Wrinkle Denim BL,THE GREATEST,GT21SUMMER 01 BL,2021S/S, 남 ,,,16,5,후기 3개 보기,  #타이다이 #주름 #데님팬츠 #와이드데님 #기본데님 #여름청바지 #남자청바지  ,"118,035 ~ 129,000원"
430,리버시블 포인트 라벨 와이드 데님 팬츠 (크림),APOSTROPHE COMMA,P00000RPLD,2021S/S, 남 ,,,29,,,  #스트레이트 #와이드데님 #데님컬렉션 #데님팬츠 #데님 #여름청바지 #팬츠  ,"40,992 ~ 42,700원"
431,레귤러핏 밴딩 데님 팬츠 - 블루,EZIO,D5PDT04,2021F/W, 남 ,,,5,5,후기 4개 보기,  #데님팬츠 #슬림핏팬츠 #청바지 #레귤러핏  ,"108,885 ~ 119,000원"
432,GDFL05R Boots Blue,GOODDEN,21FL05 Boots Blue,2021F/W, 여 ,200회 이상,,37,5,후기 5개 보기,  #데님 #데님팬츠 #청바지 #부츠컷 #플레어 #바지 #워싱데님  ,"99,735 ~ 109,000원"
433,DYEING COLOR DENIM PANTS (navy),DIAGONAL,DA2104P04-2,2021F/W, 여 ,,,11,4.5,후기 4개 보기,  #데님 #와이드 #스트레이트 #와이드데님  ,"127,185 ~ 139,000원"
434,[CONA 9310] 가을용 커버밴드 밑단 롤업 와이드루즈 데님 (진청),MILLIONCOR,787677,2021F/W, 여 ,,50개 미만,221,4.9,후기 8개 보기,  #롤업청바지 #롤업팬츠 #와이드데님 #와이드팬츠 #워싱데님 #여자데님 #가을데님  ,"61,762 ~ 67,500원"
435,네프 와이드 생지 데님 팬츠,PHILOGRAM,20115,2021F/W, 남 ,200회 이상,,68,5,후기 5개 보기,  #데님 #팬츠 #남자청바지 #청바지 #와이드데님 #와이드팬츠 #데님팬츠  ,"75,625 ~ 82,650원"
436,GDWD01R Wide blue,GOODDEN,21WD01 Wide Blue,2021S/S, 여 ,100회 이상,,25,5,후기 3개 보기,  #데일리 #데님 #와이드데님 #캐주얼팬츠 #청바지 #바지 #캐주얼  ,"99,735 ~ 109,000원"
437,리얼 와이드 데님 팬츠_블루,LIEU HOMME,리얼 와이드 데님 팬츠_블루,2021S/S, 남 ,,,47,5,후기 10개 보기,  #데님 #청바지 #와이드데님 #여름청바지 #남자청바지 #와이드팬츠 #남자데님  ,"52,155 ~ 57,000원"
438,남 J319630 1A4 미드 블루 대드핏 크롭 미드블루 데님,CALVIN KLEIN JEANS,J319630 1A4,2021F/W, 남 ,1.1천 회 이상,50개 이상,134,4.8,후기 46개 보기,  #청바지 #데님팬츠 #남자바지 #남자청바지 #박서준 #캘빈클라인진X박서준 #데님  ,"53,070 ~ 58,000원"
439,빈티지 로우 웨이스트 진_연청,CRANK,21FALL_PT002,2021F/W, 여 ,,,118,,,  #워싱데님 #부츠컷데님 #로우웨이스트 #빈티지데님 #골반바지 #연청바지 #부츠컷청바지  ,"52,811 ~ 55,300원"
440,데미지 워시드 데님 슬렁진 [베이지],RUNNING HIGH,21FW-B4-2,2021F/W, 여 ,500회 이상,50개 미만,557,4.8,후기 20개 보기,  #데님 #와이드팬츠 #워싱데님 #청바지 #카고팬츠 #지퍼팬츠 #진  ,"47,305 ~ 51,700원"
441,511™ 슬림 핏 진_04511-5192,LEVI'S,04511-5192,2021F/W, 남 ,500회 이상,50개 미만,34,4.8,후기 16개 보기,,"63,135 ~ 69,000원"
442,레인 트위스트 데님 팬츠 로우 블루_Men,NUAKLE,NKFWPT 020,2021F/W, 남 ,200회 이상,,73,4.8,후기 5개 보기,  #데님팬츠 #스트레이트핏 #남자청바지 #워싱데님 #생지데님 #셀비지 #스탠다드핏  ,"40,077 ~ 43,800원"
443,Disorder grey denim jeans,BLEAKBAKE,P00000IR,2021F/W, 남 ,,,22,,,  #데님팬츠 #남자데님 #스트레이트핏 #워싱데님 #와이드 #데님 #와이드데님  ,"82,624 ~ 90,300원"
444,TAPERED DENIM PANTS [BLUE],5252BYOIOI,21FA_53,2021F/W, 남 여 ,1.3천 회 이상,50개 미만,276,4.9,후기 9개 보기,  #면팬츠 #코튼팬츠 #면바지 #바지 #테이퍼드  ,"72,285 ~ 79,000원"
445,세미 와이드 데님팬츠_블랙,VASTIC,Semi Wide Denim Pants_Black,2021F/W, 남 ,,,78,3.7,후기 3개 보기,  #데님 #와이드 #청바지 #팬츠 #데님팬츠 #와이드데님 #바지  ,"35,227 ~ 38,500원"
446,디스트로이드 부츠컷 데님 팬츠 KA [블랙],KIRSH,FKPWDDF565M,2021F/W, 여 ,1000회 이상,50개 미만,730,4.3,후기 17개 보기,  #데님팬츠 #데님 #와이드데님 #워싱데님 #청바지 #팬츠  ,"64,080 ~ 66,750원"
447,롱부츠컷데님 LONG BOOTS-CUT DENIM,ORDINARY HOLIDAY,W7C24PHDP110,2021F/W, 여 ,,,127,4.8,후기 11개 보기,  #청바지 #진 #팬츠 #데님 #바지 #데님팬츠 #긴바지  ,"45,658 ~ 49,900원"
448,STRAIGHT JEANS_MEDIUM BLUE,OH L,OL21FLPT01BLSH,2021F/W, 여 ,,,35,5,후기 3개 보기,,"107,970 ~ 118,000원"
449,[WIDE.FIT] Moment.1019.pdf,PANDORAFIT,1019,2021F/W, 여 ,200회 이상,,156,,,  #팬츠 #와이드데님 #여자데님 #데님 #청바지 #데님팬츠  ,"42,090 ~ 46,000원"
450,기모 데미지 스키니 진_deep blue,HAINT,HLNDP019B,2021F/W, 여 ,,,24,4,후기 3개 보기,  #데님팬츠 #여성데님 #팬츠 #바지 #데님  ,"53,985 ~ 59,000원"
451,코듀로이 와이드 벌룬 밴딩 팬츠  - KHAKI,FANA CULT,530539,2021F/W, 남 ,1.2천 회 이상,50개 이상,324,4.5,후기 26개 보기,  #와이드팬츠 #코튼팬츠 #코듀로이 #팬츠 #밴딩팬츠 #코듀로이팬츠 #면바지  ,"43,005 ~ 47,000원"
452,Semi wide Denim pants_Navy,WILLIAMSBURG NEWYORK CITY,801907045,2021F/W, 남 ,,,27,,,,"118,035 ~ 129,000원"
453,Triple Stitch Denim (Stain Black),OURSCOPE,21SS_TSD_SBK,2021S/S, 남 ,300회 이상,50개 미만,65,4.9,후기 87개 보기,  #바지 #남자데님 #남자청바지 #데님팬츠 #와이드 #청바지 #스트레이트  ,"80,703 ~ 88,200원"
454,하이웨이스트 와이드 팬츠_Light blue,DANAH,4001,2020S/S, 여 ,,,23,,,  #여름바지 #와이드팬츠 #편안한핏 #하이데님팬츠 #하이웨이스트  ,"31,567 ~ 34,500원"
455,ORIGINAL DENIM PANTS ecru,GAC,1459003,2020S/S, 남 ,,,19,5,후기 6개 보기,  #면바지 #면팬츠 #바지 #아이보리팬츠 #일자팬츠 #캐주얼팬츠  ,"56,821 ~ 62,100원"
456,[GDWD02R] Wide White_Standard,GOODDEN,21WD02,2022S/S, 여 ,,,14,,,  #와이드팬츠 #22S/S컬렉션 #팬츠 #캐주얼팬츠 #바지 #코튼  ,"72,285 ~ 79,000원"
457,[WOMEN]실루엣 벨티드 데님 팬츠_블루,MIMTHEWARDROBE,SILHOUETTE_BL_W,2022S/S, 여 ,,,8,,,,"112,133 ~ 122,550원"
458,블루 스트레이트 데님 팬츠 IEPA2E102B2,IL CORSO,IEPA2E102B2,2022S/S, 남 ,,,23,4.9,후기 14개 보기,,"64,965 ~ 71,000원"
