,제목,브랜드,품번,시즌,성별,조회수(1개월),누적판매(1년),좋아요,별점,후기개수,태그,가격
29,시그니처로고 기모 조거팬츠 아이보리,TEDDYPOP,자체상품코드,2021F/W, 남 ,300회 이상,50개 미만,87,4.6,후기 16개 보기,  #로고 #기모 #팬츠 #조거팬츠 #기모팬츠 #조거바지 #바지  ,"35,685 ~ 39,000원"
30,COMFORT ACTIVE SWEAT PANTS GRAY,YALE,YC1PT0041CH,2022S/S, 남 ,300회 이상,,8,5,후기 1개 보기,,"39,500원"
31,글리터팬츠 - 레드,BLACKADE,P01(BK),2019S/S, 남 ,,,32,5,후기 1개 보기,  #글리터팬츠 #레터링팬츠 #벨크로팬츠 #스트릿바지  ,"66,795 ~ 73,000원"
32,카모 스웨트 팬츠 E0LU17151BEG,ETAC,E0LU17151BEG,2021F/W, 남 ,,,10,5,후기 7개 보기,,"21,800원"
33,에센셜 쿨링 남성 트레이닝 7부팬츠 (D/Turquoise),DISCOVERY EXPEDITION,DMTP6G023-TQD,2022S/S, 남 ,,,3,5,후기 2개 보기,  #디스커버리 #디스커버리팬츠 #트레이닝 #트레이닝팬츠  ,"72,285 ~ 79,000원"
34,AUTHENTIC PANTS(AUTHENTIC GREEN),FREI,ATPT01,2020F/W, 남 ,200회 이상,50개 미만,151,4.9,후기 459개 보기,  #스웻팬츠 #바지 #조거팬츠 #트레이닝바지 #트레이닝팬츠 #트레이닝 #스웨트셋업  ,"44,835 ~ 49,000원"
35,TETRIS BANDING JOGGER PANTS_QUPNX21910BKX,LUCKYMARCHE,QUPNX21910BKX,2021S/S, 남 ,100회 이상,,5,,,  #팬츠 #남성팬츠 #여성팬츠 #럭키마르쉐팬츠  ,"70,821 ~ 77,400원"
36,NYLON square pocket wide pants - BLACK,WOOALONG,WE2WWD419BK,2022S/S, 남 ,,,8,,,  #바지 #트레이닝 #로고 #팬츠 #와이드 #긴바지 #와이드팬츠  ,"172,935 ~ 189,000원"
37,우드 타이거 스트레이트 레그 팬츠,HYPER DENIM,HD120,2021S/S, 남 ,100회 이상,,40,4.1,후기 7개 보기,  #카고팬츠  ,"81,435 ~ 89,000원"
38,OVER SWEAT PANTS - BLACK,FUTURE LAB,lab21_1140,2021F/W, 남 ,300회 이상,50개 미만,64,4.8,후기 47개 보기,  #밴딩팬츠 #조거팬츠 #스웨트팬츠 #스웻팬츠 #와이드스웻팬츠 #와이드팬츠  ,"68,625 ~ 75,000원"
39,.N/H 기모 조거 스웨트팬츠_블랙,NUHABIT,m1037_758775,2021F/W, 남 ,200회 이상,50개 미만,68,4.9,후기 13개 보기,  #팬츠 #트레이닝 #조거트레이닝 #오버핏 #커플룩  ,"28,608 ~ 29,800원"
40,W 조거 4501 카고 세미벌룬핏 더스티블루 조거팬츠,MAGOODGAN,MJG4501_35_21A,2021S/S, 여 ,100회 이상,,181,4.9,후기 27개 보기,  #스웨트팬츠 #셋업 #조거 #트레이닝세트 #팬츠 #스웻팬츠 #트레이닝복  ,"61,056 ~ 63,600원"
41,577-1 유틸리티 팬츠_블랙,LADY VOLUME,5003969,2021F/W, 여 ,500회 이상,50개 미만,127,4.4,후기 14개 보기,,"39,600원"
42,타미 로고 스웨트팬츠 (T12C0TPC010MT2DW5),TOMMY HILFIGER,T12C0TPC010MT2DW5,2021F/W, 남 ,,,27,5,후기 2개 보기,  #타미로고스웨트팬츠 #스웨트컬렉션  ,"113,285 ~ 139,000원"
43,CP-322 밴딩 워시드 조거 팬츠_Charcoal,HALBKREIS,CP-322_CH,2022S/S, 남 ,,,20,4.5,후기 986개 보기,  #조거팬츠 #밴딩팬츠 #조거바지 #조거 #밴딩조거팬츠 #밴딩  ,"39,345 ~ 43,000원"
44,RCC Velour Banding Pants [BLACK],ROCCI ROCCI,R1AB01-A1,2021F/W, 여 ,1.9천 회 이상,50개 이상,662,4.5,후기 22개 보기,  #와이드팬츠 #셋업 #트레이닝복 #바지 #밴딩팬츠 #긴바지 #트레이닝바지 #조거  ,"56,821 ~ 62,100원"
45,에센셜 조거 팬츠 (Khaki),HIDEOUT,2328923,2022S/S, 남 ,,,17,,,  #조거팬츠 #조거 #조거바지 #22SPRING #경량 #바지  ,"84,995 ~ 89,000원"
46,파이핑 팬츠,OFFANDOFF,OFF PIPANT_BK,2020F/W, 남 ,400회 이상,50개 미만,80,4.8,후기 9개 보기,  #트레이닝팬츠 #트레이닝세트 #스웨트팬츠 #트레이닝바지 #밴딩팬츠 #트랙팬츠  ,"45,888 ~ 47,800원"
47,AW21PT01 애스 테크플레어 팬츠_그레이 체크,ATHPLATFORM,AW21PT01 GREY,2022S/S, 여 ,,,4,4.3,후기 3개 보기,  #밴딩팬츠 #이지웨어 #긴바지 #트레이닝팬츠 #와이드팬츠 #치마바지  ,"90,585 ~ 99,000원"
48,나일론메탈 배색 카고조거 슬랙스(아이스그레이),SEVENSELAH,grace_0a1,2019F/W, 남 ,300회 이상,,56,4.7,후기 11개 보기,  #나일론메탈 #나일론조거팬츠 #나일론팬츠 #세븐셀라나일론조거팬츠 #세븐셀라나일론팬츠 #슬랙스 #조거팬츠 #카고조거  ,"85,918 ~ 93,900원"
49,여성 스포티브 라이트 웜업 팬츠-ABZG7223C03,CHASECULT,ABZG7223C03,2021S/S, 여 ,200회 이상,,15,,,,"23,904 ~ 24,900원"
50,하이스테디 핀턱 스웨트팬츠 연보라,WAIKEI,YK21STPT08,2021S/S, 여 ,500회 이상,50개 미만,184,4.6,후기 66개 보기,  #밴딩팬츠 #트레이닝팬츠 #트레이닝바지 #츄리닝 #트레이닝세트 #트레이닝 #조거팬츠 #하이스테디 #셋업  ,"35,090 ~ 38,350원"
51,베이지 코튼 밴딩 조거 팬츠 (421721LZ5A),8SECONDS,421721LZ5A,2021F/W, 남 ,300회 이상,50개 미만,56,4.9,후기 17개 보기,  #421721LZ5A  ,"19,950원"
52,쿠엔틴 하렘팬츠_다운핑크_(AJWPT-18IPK),ANDAR,AJWPT-18IPK,2021ALL, 여 ,900회 이상,,32,4.4,후기 16개 보기,,"32,025 ~ 35,000원"
53,크롭 슬랙스 변형 버클 조거팬츠[BLACK],BAUST,BMBT-20001BK,2020S/S, 남 ,,,33,5,후기 1개 보기,  #조거팬츠 #크롭팬츠 #조거 #남녀공용 #조거슬랙스 #밴딩슬랙스 #밴딩바지  ,"59,475 ~ 65,000원"
54,[기모] Thur Sweat Pants [Charcoal],AJOBYAJO,20FW-FW-13,2020F/W, 남 여 ,300회 이상,,93,4.6,후기 16개 보기,  #스웻팬츠 #운동복 #추리닝 #츄리닝 #트레이닝바지 #트레이닝팬츠 #조거팬츠  ,"72,468 ~ 79,200원"
55,[22SS] 로프트 스웨트 팬츠 다크그레이 SHLP7566,WV PROJECT,2215255,2022S/S, 남 ,,,25,4.7,후기 19개 보기,  #트레이닝팬츠 #스웨트팬츠 #스웨트셋업 #스웨트컬렉션  ,"37,240 ~ 40,700원"
56,NY 조거 팬츠(21SS) 블랙/화이트,NERDY,PNES21KD09010,2021S/S, 남 ,400회 이상,50개 미만,199,4.9,후기 16개 보기,,"67,500원"
57,유니섹스 와이드 나일론 팬츠 [black],STUDIO KANTINE,ss7,2022S/S, 여 ,,,33,,,  #애슬레저룩 #트레이닝 #트레이닝팬츠 #이지웨어 #트레이닝복 #트레이닝바지 #와이드팬츠  ,"98,842 ~ 103,500원"
58,스트레이트 스트링 스웻팬츠_그레이(EN2BFMPA00A),ENOU,EN2BFMPA00AGR,2021F/W, 남 여 ,400회 이상,50개 미만,143,5,후기 20개 보기,  #코튼팬츠 #팬츠 #면팬츠 #면바지 #캐주얼팬츠 #셋업 #익스클루시브컬렉션  ,"44,194 ~ 48,300원"
59,라인 트랙 팬츠 (화이트),DAYLIFE,2401984,2020F/W, 여 ,,,44,,,  #트레이닝팬츠 #트레이닝세트 #트랙팬츠 #츄리닝바지 #바지 #라인팬츠  ,"56,640 ~ 59,000원"
60,파이톤 듀얼 집업 팬츠 [블랙],U&LC,ulc-pt1918,2021F/W, 남 ,100회 이상,,20,5,후기 6개 보기,  #트레이닝 #트레이닝바지 #팬츠 #밴딩팬츠 #트레이닝팬츠 #트랙팬츠 #집업  ,"28,704 ~ 29,900원"
61,올데이 베이직 트레이닝 조거팬츠 라이트 오렌지,AKIIICLASSIC,AKAJFU30130800_도매,2020F/W, 남 ,,,6,4.7,후기 13개 보기,  #트레이닝복 #트레이닝팬츠 #스웨트팬츠 #조거 #팬츠 #조거팬츠  ,"27,999 ~ 30,600원"
62,완톤 스카치 라인 조거 팬츠 퍼플,WANTON,17FW215,2017F/W, 남 ,,,41,5,후기 5개 보기,,"49,318 ~ 53,900원"
63,ROTHCO BDU PANTS_COYOTE BROWN,ROTHCO,ROTHCOCLOTH134,병행수입, 남 ,300회 이상,,88,4.5,후기 17개 보기,  #카모 #카모팬츠 #BDU  ,"49,000원"
64,어센틱 트레이닝 팬츠 블랙 STLP3408,TWN,2167520,2021F/W, 남 ,,50개 이상,97,4.8,후기 137개 보기,  #바지 #긴바지 #트레이닝팬츠 #팬츠 #스웻팬츠  ,"29,952 ~ 31,200원"
65,여성 쿨링 트레이닝 팬츠,DESCENTE,SN222PFP41,2022S/S, 여 ,,,5,,,  #바지 #팬츠 #쿨링티셔츠  ,"99,735 ~ 109,000원"
66,QUANTUM (퀀텀) 여성 아이스 카고 조거 팬츠_Black,EIDER,DWM22333Z1,2022S/S, 여 ,200회 이상,,23,4,후기 1개 보기,  #SUMMERPANTS #퀀텀아이스팬츠 #22S/S신상품할인전  ,"111,200원"
67,트래블러 팬츠 7004 브라운,KANGOL,2175678,2021F/W, 남 ,300회 이상,,37,5,후기 4개 보기,,"62,769 ~ 68,600원"
68,글리터 벨벳 조거 - 화이트,ROCKCAKE,R-T010-1,2022S/S, 여 ,,,41,,,  #꾸안꾸 #트레이닝바지 #조거 #조거팬츠 #트레이닝팬츠 #팬츠 #벨벳  ,"54,214 ~ 59,250원"
69,ASSURE 루즈핏 조거팬츠 (다크그레이),ALENS,AL2021_009,2021S/S, 남 ,600회 이상,,41,4.9,후기 84개 보기,  #스웻팬츠 #조거 #트레이닝팬츠 #스웨트팬츠 #긴바지 #트레이닝바지 #트레이닝세트  ,"34,678 ~ 37,900원"
70,테이퍼드 남성 카고팬츠 (D/IVORY),DISCOVERY EXPEDITION,DMPT37021-IVD,2022S/S, 남 ,,,7,5,후기 8개 보기,  #디스커버리 #바지 #팬츠 #카고팬츠  ,"92,713 ~ 97,300원"
71,VLKH 트임 스트링 스웨트 팬츠 멜란지,BLACRUSH,WPA-V-0006,2021S/S, 여 ,,,89,4.7,후기 17개 보기,  #스웻팬츠 #트레이닝바지 #와이드팬츠 #조거 #트레이닝팬츠 #밴딩팬츠  ,"38,016 ~ 39,600원"
72,유틸리티 플로우 카고팬츠 (그레이),RAW LAB,UTILITY FLOW CARGO PANTS_GRAY,2021F/W, 남 ,,,16,4.5,후기 2개 보기,  #꾸안꾸 #조거바지 #셋업 #팬츠 #조거팬츠 #카고팬츠 #카고바지  ,"32,116 ~ 35,100원"
73,남성 10수 팬츠_EM1MHSP717,ELLESSE,1630906,2022S/S, 남 ,,,3,,,,"53,985 ~ 59,000원"
74,[IPT007-7] 서클 글리터 로고 조거 - 네이비,ITZAVIBE,IPT007-7,2021F/W, 여 ,,,64,4.8,후기 25개 보기,  #조거팬츠 #긴바지 #트레이닝 #트레이닝바지 #조거바지 #조거 #조거트레이닝  ,"74,880 ~ 78,000원"
75,[UNISEX] KNIT WAFFLE WIDE PT_BEIGE,SEARCH410,20210030402,2021F/W, 여 ,,,73,4.4,후기 14개 보기,  #팬츠 #트레이닝바지 #스웻팬츠 #밴딩팬츠 #와플팬츠 #와플 #와이드팬츠 #와이드  ,"60,939 ~ 66,600원"
76,OVC Standard Sweatpants (Dark Olive),OVERCAST,OWP20L016,, 남 ,,,51,5,후기 19개 보기,  #브라운 #스웨트팬츠 #스웻팬츠 #스트릿 #츄리닝 #로고  ,"72,576 ~ 75,600원"
77,(22SS) DI32210017[2049009] 오리지널 스웻 팬츠BLACK,GANT,DI32210017,2022S/S, 남 ,,,1,,,,"117,120 ~ 128,000원"
78,AMG 오버 스웻조거(베이지),TAKEASY,T20PT016,2020F/W, 남 ,300회 이상,,33,4.8,후기 271개 보기,  #와이드 #조거팬츠 #트랙팬츠 #스웻팬츠 #와이드팬츠 #트레이닝팬츠 #셔링  ,"30,417 ~ 31,850원"
79,여성 요가복 DEVI-B0033-블랙 필라테스 스웨트 팬츠,DEVIWEAR,DEVIB0033BLACK,2021ALL, 여 ,,50개 미만,88,4.9,후기 7개 보기,,"22,875 ~ 25,000원"
80,엠엘 C/P 와이드스트링 조거 카고팬츠 [DARK GRAY],THEMILE,2020FW06,2020F/W, 남 ,,,55,4.7,후기 18개 보기,  #바지 #조거 #팬츠 #조거팬츠  ,"38,430 ~ 42,000원"
81,나일론 와이드 스트링 팬츠 라이트 그레이,BASEMOMENT,BM21SS03004PT,2021S/S, 남 ,700회 이상,50개 미만,235,5,후기 11개 보기,  #와이드팬츠 #스트링팬츠 #트레이닝팬츠 #조거팬츠 #나일론팬츠 #트랙팬츠 #조거트레이닝  ,"53,985 ~ 59,000원"
82,남성 나일론 스판 7부 팬츠-JCZK2761E03,CHASECULT,JCZK2761E03,400회이상, 남 ,400회 이상,,13,4.9,후기 14개 보기,  #스판  ,"14,304 ~ 14,900원"
83,아치 로고 스웨트 조거팬츠 MELANGE GREY (MM6PU188-097),RAYFIKERS,MM6PU188-097,2022S/S, 남 ,,,14,5,후기 2개 보기,  #트레이닝팬츠 #스웨트팬츠 #밴딩팬츠 #스웻팬츠 #조거바지 #조거 #조거팬츠  ,"29,188 ~ 31,900원"
84,포켓 카고 팬츠 POCKET CARGO PANTS,OCEANPACIFIC,WOPC6PHPTZ02,2021F/W, 남 ,,,20,5,후기 13개 보기,  #꾸안꾸 #와이드 #캐주얼팬츠 #와이드팬츠 #면바지 #바지 #팬츠  ,"73,108 ~ 79,900원"
85,에센셜 와이드 스웨트 팬츠 8종 블루그레이 SJLP1279,FP142,2019327,2020F/W, 남 ,100회 이상,,77,4.8,후기 391개 보기,,"28,365 ~ 31,000원"
86,백포켓 트레이닝팬츠 회색 KHLP6113,PUNCHLINE,1723085,2019S/S, 남 ,,,15,4.9,후기 25개 보기,  #루즈핏팬츠 #트레이닝 #트레이닝바지 #트레이닝팬츠 #팬츠  ,"25,400원"
87,헤비웨이트 스웨트팬츠 (화이트오트밀),HAVEOFFDUTY,HOD21FWHWPT003,2021F/W, 남 ,,,30,5,후기 9개 보기,  #스웻팬츠 #밴딩팬츠 #스웨트팬츠 #셋업 #헤비스웨트팬츠 #헤비코튼 #조거팬츠  ,"81,435 ~ 89,000원"
88,AF279JP101_LOGO PATCH JOGGER PANTS_BLACK,WICK,13796,2021F/W, 남 여 ,,50개 미만,103,4.8,후기 12개 보기,,"31,110 ~ 34,000원"
89,Mahi Mahi Sweatpants Khaki,PISCATOR,pcmhswpt_03,2020F/W, 남 ,500회 이상,,44,4.7,후기 16개 보기,  #밴딩팬츠 #스웨트팬츠 #조거팬츠 #스웻팬츠 #트레이닝팬츠 #트레이닝바지 #조거  ,"74,880 ~ 78,000원"
90,투톤 트레이닝팬츠 [오렌지],LEEDSLESS,P00000BH,2020S/S, 남 ,100회 이상,,88,3.8,후기 4개 보기,  #오렌지 #트레이닝 #트레이닝팬츠  ,"21,045 ~ 23,000원"
91,파크 스우시 조거팬츠 CW6907-451,NIKE,CW6907-451,병행수입, 남 ,1.3천 회 이상,100개 이상,396,4.7,후기 131개 보기,  #스포츠브랜드위크  ,"43,400원"
92,유니온 트레이닝 팬츠 딥그레이 KMLP6614,EZKATON,2168795,2021F/W, 남 ,,50개 미만,30,5,후기 51개 보기,  #트레이닝팬츠 #트레이닝바지 #밴딩팬츠 #긴바지 #조거팬츠 #바지  ,"32,940 ~ 36,000원"
93,와이드 캐주얼 츄리닝 밴딩 슬랙스 팬츠 (그레이) MEN,KOLEAT,K_WTP_GR_M,2020F/W, 남 ,700회 이상,50개 미만,83,4.5,후기 32개 보기,  #밴딩 #와이드팬츠 #트레이닝바지 #츄리닝  ,"24,900원"
94,N211UPT940 브래비 유니 트레이닝 롱 팬츠 M GREY,NATIONALGEOGRAPHIC,1302272,2021S/S, 남 ,700회 이상,,115,4.8,후기 53개 보기,  #밴딩팬츠 #바지 #트레이닝팬츠 #트레이닝 #트레이닝세트 #스웻팬츠 #21S/S컬렉션  ,"60,787 ~ 71,200원"
95,유틸리티 와이드 윈드브레이커 조거팬츠_베이지,THAT'S IT,210138,2022S/S, 남 ,,,24,5,후기 2개 보기,  #트레이닝세트 #트레이닝 #트레이닝복 #조거팬츠 #와이드팬츠 #트레이닝팬츠 #와이드핏  ,"56,821 ~ 62,100원"
96,남성 클럽 조거팬츠 CF BB (BV2737-010),NIKE,M NSW CLUB JGGR (BV2737-010),병행수입, 남 ,600회 이상,50개 이상,165,4.3,후기 19개 보기,  #나이키바지 #남자츄리닝바지 #남자트레이닝바지  ,"57,900원"
97,[21Winter] Classic Fleece Pants_Women (Dark Navy),CLOVE,12416594,2021F/W, 여 ,700회 이상,50개 미만,54,4.8,후기 8개 보기,,"108,290 ~ 119,000원"
98,클래식 트랙 팬츠 - 블랙,D.PRIQUE,D13P3383,2022S/S, 남 ,,,3,5,후기 1개 보기,  #팬츠 #밴딩팬츠 #와이드팬츠 #트레이닝팬츠 #트랙팬츠 #셋업 #트레이닝  ,"108,885 ~ 119,000원"
99,MGPA21FW506BK,man.G,MGPA21FW506BK,2021F/W, 남 ,,,11,,,  #트레이닝팬츠 #조거팬츠 #셋업 #조거 #스웻팬츠 #스트링 #밴딩팬츠  ,"62,769 ~ 68,600원"
100,비비디 히스토리 스마일 로고 카고 조거 팬츠 (화이트),BLACKBLOND,221PT004WH,2022S/S, 남 ,,,13,,,  #조거 #조거바지 #긴바지 #밴딩팬츠 #팬츠 #조거팬츠 #바지  ,"80,520 ~ 88,000원"
101,에센셜 와이드 스웨트 팬츠 8종 카키 SJLP1279,FP142,2019326,2020F/W, 남 ,200회 이상,,23,4.8,후기 391개 보기,,"28,365 ~ 31,000원"
102,남성 쿠션지 웜업 팬츠-BAZK7203B04,CHASECULT,BAZK7203B04,2022S/S, 남 ,,,10,,,,"23,904 ~ 24,900원"
103,SWEAT PANTS (GOLD LIME),38COMEONCOMMON,2468739,2022S/S, 여 ,,,22,,,  #꾸안꾸 #스웻팬츠 #트레이닝바지 #스웨트팬츠 #밴딩팬츠 #조거팬츠 #조거  ,"37,789 ~ 41,300원"
104,recon piping jogger pants (ivory),REPLAY CONTAINER,recontainer-15,2018S/S, 남 ,200회 이상,,96,4.7,후기 10개 보기,,"28,548 ~ 31,200원"
105,Slim Boots Cut Banding Pants  Mix Black,ETMON,PL110RSM93,2022S/S, 여 ,,,9,,,  #와이드팬츠 #부츠컷 #슬림핏 #트레이닝 #바지 #팬츠 #데일리  ,"55,998 ~ 61,200원"
106,SMALL DAISY PEACEFUL 조거 스웨트 팬츠 - 레드,TRIPSHION,TRIP22SPRED001,2022S/S, 남 ,,,29,,,  #스웨트팬츠 #밴딩팬츠 #조거팬츠 #바지 #스웻팬츠 #팬츠 #셋업 #조거  ,"46,939 ~ 51,300원"
107,에센셜 폴리 테크 스트링 조거팬츠(BEIGE),TRILLION,TRSPT05-1,2021F/W, 남 ,100회 이상,,54,4.6,후기 29개 보기,  #트레이닝 #츄리닝 #바지 #세트 #셋업 #바람막이 #아노락  ,"29,000원"
108,591 코듀로이 카고 팬츠_블랙,LADY VOLUME,5450910,2021F/W, 여 ,2.3천 회 이상,50개 이상,226,4.6,후기 93개 보기,,"42,903 ~ 44,925원"
109,테이핑 스웨트 팬츠_블랙,BADINBAD,21BASPBSWU001BK,2021S/S, 남 ,400회 이상,50개 미만,142,4.8,후기 24개 보기,  #트레이닝팬츠 #밴딩팬츠 #조거팬츠 #스웨트팬츠 #조거 #츄리닝 #스웻팬츠  ,"62,220 ~ 68,000원"
